case_id,pool,engine,denominator_id,source_sql_path,candidate_sql_path,schema_context_path,checker_context_path,exact_status,feature_eligibility_label,primary_blocker,feature_flags,ddl_parameterized_type,ddl_current_parser_malformed_type,manual_review_required,notes
CONS_0007,CONS,postgres,track_a_same_engine:CONS_0007:postgres,/home/tianci_gao/code/Rewritebench_v0/cases/CONS/CONS_0007/sql/source.sql,/home/tianci_gao/code/Rewritebench_v0/runs/user/common_core_pg_noop_db_checker/candidate_sql/CONS_0007__postgres.sql,/home/tianci_gao/code/Rewritebench_v0/schemas/calcite_core_sql_tests_cons0007_v0/postgres/ddl.sql,cases/CONS/CONS_0007/checker/checker.yaml,exact,blocked_exists_or_subquery,EXISTS/subquery/set operation,exists;nested_select,true,true,false,current VeriEQL canaries showed EXISTS unsupported and nested shapes are high risk
CONS_0009,CONS,postgres,track_a_same_engine:CONS_0009:postgres,/home/tianci_gao/code/Rewritebench_v0/cases/CONS/CONS_0009/sql/source.sql,/home/tianci_gao/code/Rewritebench_v0/runs/user/common_core_pg_noop_db_checker/candidate_sql/CONS_0009__postgres.sql,/home/tianci_gao/code/Rewritebench_v0/schemas/calcite_core_sql_tests_cons0009_v0/postgres/ddl.sql,cases/CONS/CONS_0009/checker/checker.yaml,exact,blocked_exists_or_subquery,EXISTS/subquery/set operation,nested_select;aggregate;union,false,false,false,current VeriEQL canaries showed EXISTS unsupported and nested shapes are high risk
CONS_0010,CONS,postgres,track_a_same_engine:CONS_0010:postgres,/home/tianci_gao/code/Rewritebench_v0/cases/CONS/CONS_0010/sql/source.sql,/home/tianci_gao/code/Rewritebench_v0/runs/user/common_core_pg_noop_db_checker/candidate_sql/CONS_0010__postgres.sql,/home/tianci_gao/code/Rewritebench_v0/schemas/calcite_core_sql_tests_cons0010_v0/postgres/ddl.sql,cases/CONS/CONS_0010/checker/checker.yaml,exact,blocked_exists_or_subquery,EXISTS/subquery/set operation,exists;nested_select;explicit_join,true,true,false,current VeriEQL canaries showed EXISTS unsupported and nested shapes are high risk
CONS_0011,CONS,postgres,track_a_same_engine:CONS_0011:postgres,/home/tianci_gao/code/Rewritebench_v0/cases/CONS/CONS_0011/sql/source.sql,/home/tianci_gao/code/Rewritebench_v0/runs/user/common_core_pg_noop_db_checker/candidate_sql/CONS_0011__postgres.sql,/home/tianci_gao/code/Rewritebench_v0/schemas/calcite_core_sql_tests_cons0011_v0/postgres/ddl.sql,cases/CONS/CONS_0011/checker/checker.yaml,exact,blocked_exists_or_subquery,EXISTS/subquery/set operation,exists;nested_select;explicit_join,true,true,false,current VeriEQL canaries showed EXISTS unsupported and nested shapes are high risk
CONS_0012,CONS,postgres,track_a_same_engine:CONS_0012:postgres,/home/tianci_gao/code/Rewritebench_v0/cases/CONS/CONS_0012/sql/source.sql,/home/tianci_gao/code/Rewritebench_v0/runs/user/common_core_pg_noop_db_checker/candidate_sql/CONS_0012__postgres.sql,/home/tianci_gao/code/Rewritebench_v0/schemas/calcite_core_sql_tests_cons0012_v0/postgres/ddl.sql,cases/CONS/CONS_0012/checker/checker.yaml,exact,blocked_exists_or_subquery,EXISTS/subquery/set operation,exists;nested_select;limit,true,true,false,current VeriEQL canaries showed EXISTS unsupported and nested shapes are high risk
CONS_0024,CONS,postgres,track_a_same_engine:CONS_0024:postgres,/home/tianci_gao/code/Rewritebench_v0/cases/CONS/CONS_0024/sql/source.sql,/home/tianci_gao/code/Rewritebench_v0/runs/user/common_core_pg_noop_db_checker/candidate_sql/CONS_0024__postgres.sql,/home/tianci_gao/code/Rewritebench_v0/schemas/calcite_core_sql_tests_cons0024_v0/postgres/ddl.sql,cases/CONS/CONS_0024/checker/checker.yaml,exact,blocked_exists_or_subquery,EXISTS/subquery/set operation,exists;nested_select;explicit_join;aggregate;group_by,true,true,false,current VeriEQL canaries showed EXISTS unsupported and nested shapes are high risk
CONS_0036,CONS,postgres,track_a_same_engine:CONS_0036:postgres,/home/tianci_gao/code/Rewritebench_v0/cases/CONS/CONS_0036/sql/source.sql,/home/tianci_gao/code/Rewritebench_v0/runs/user/common_core_pg_noop_db_checker/candidate_sql/CONS_0036__postgres.sql,/home/tianci_gao/code/Rewritebench_v0/schemas/verieql_cons0036_v0/postgres/ddl.sql,cases/CONS/CONS_0036/checker/checker.yaml,exact,verifier_eligible_candidate,,aggregate;group_by,true,true,false,proven equivalent in tiny exact-candidate pass; keep as positive control despite DDL parser caveat
CONS_0037,CONS,postgres,track_a_same_engine:CONS_0037:postgres,/home/tianci_gao/code/Rewritebench_v0/cases/CONS/CONS_0037/sql/source.sql,/home/tianci_gao/code/Rewritebench_v0/runs/user/common_core_pg_noop_db_checker/candidate_sql/CONS_0037__postgres.sql,/home/tianci_gao/code/Rewritebench_v0/schemas/verieql_cons0037_v0/postgres/ddl.sql,cases/CONS/CONS_0037/checker/checker.yaml,exact,blocked_ddl_parser,DDL parser rough edge,explicit_join;aggregate;group_by,true,true,false,parameterized DDL types are currently parsed with truncated type metadata; recommended first new row after DDL parser hardening
PORT_0003,PORT,postgres,track_a_same_engine:PORT_0003:postgres,/home/tianci_gao/code/Rewritebench_v0/cases/PORT/PORT_0003/sql/source.sql,/home/tianci_gao/code/Rewritebench_v0/runs/user/common_core_pg_noop_db_checker/candidate_sql/PORT_0003__postgres.sql,/home/tianci_gao/code/Rewritebench_v0/schemas/parrot_bird_port0003_v0/postgres/ddl.sql,cases/PORT/PORT_0003/checker/checker.yaml,exact,blocked_dialect_syntax,dialect syntax/quoting,order_by;limit;cast_or_dialect,false,false,false,"quoted identifiers, NULLS FIRST/LAST, LIMIT, casts, or dialect syntax need a separate parser probe"
PORT_0005,PORT,postgres,track_a_same_engine:PORT_0005:postgres,/home/tianci_gao/code/Rewritebench_v0/cases/PORT/PORT_0005/sql/source.sql,/home/tianci_gao/code/Rewritebench_v0/runs/user/common_core_pg_noop_db_checker/candidate_sql/PORT_0005__postgres.sql,/home/tianci_gao/code/Rewritebench_v0/schemas/parrot_bird_port0005_v0/postgres/ddl.sql,cases/PORT/PORT_0005/checker/checker.yaml,exact,blocked_dialect_syntax,dialect syntax/quoting,order_by;limit;cast_or_dialect,false,false,false,"quoted identifiers, NULLS FIRST/LAST, LIMIT, casts, or dialect syntax need a separate parser probe"
PORT_0008,PORT,postgres,track_a_same_engine:PORT_0008:postgres,/home/tianci_gao/code/Rewritebench_v0/cases/PORT/PORT_0008/sql/source.sql,/home/tianci_gao/code/Rewritebench_v0/runs/user/common_core_pg_noop_db_checker/candidate_sql/PORT_0008__postgres.sql,/home/tianci_gao/code/Rewritebench_v0/schemas/parrot_bird_port0008_v0/postgres/ddl.sql,cases/PORT/PORT_0008/checker/checker.yaml,exact,blocked_function_or_datetime,function/date/window risk,explicit_join;date_or_datetime;cast_or_dialect,false,false,true,date/time/window/function-heavy shape should wait for feature-specific probes
PORT_0012,PORT,postgres,track_a_same_engine:PORT_0012:postgres,/home/tianci_gao/code/Rewritebench_v0/cases/PORT/PORT_0012/sql/source.sql,/home/tianci_gao/code/Rewritebench_v0/runs/user/common_core_pg_noop_db_checker/candidate_sql/PORT_0012__postgres.sql,/home/tianci_gao/code/Rewritebench_v0/schemas/parrot_bird_port0012_v0/postgres/ddl.sql,cases/PORT/PORT_0012/checker/checker.yaml,exact,blocked_function_or_datetime,function/date/window risk,aggregate;date_or_datetime;case_expr;cast_or_dialect,false,false,true,date/time/window/function-heavy shape should wait for feature-specific probes
LONGTAIL_0011,LONGTAIL,postgres,track_a_same_engine:LONGTAIL_0011:postgres,/home/tianci_gao/code/Rewritebench_v0/cases/LONGTAIL/LONGTAIL_0011/sql/source.sql,/home/tianci_gao/code/Rewritebench_v0/runs/user/common_core_pg_noop_db_checker/candidate_sql/LONGTAIL_0011__postgres.sql,/home/tianci_gao/code/Rewritebench_v0/schemas/sqlstorm_stackoverflow_longtail0011_v0/postgres/ddl.sql,cases/LONGTAIL/LONGTAIL_0011/checker/checker.yaml,exact,blocked_exists_or_subquery,EXISTS/subquery/set operation,nested_select;explicit_join;comma_join;aggregate;group_by;order_by;window,false,false,false,current VeriEQL canaries showed EXISTS unsupported and nested shapes are high risk
LONGTAIL_0012,LONGTAIL,postgres,track_a_same_engine:LONGTAIL_0012:postgres,/home/tianci_gao/code/Rewritebench_v0/cases/LONGTAIL/LONGTAIL_0012/sql/source.sql,/home/tianci_gao/code/Rewritebench_v0/runs/user/common_core_pg_noop_db_checker/candidate_sql/LONGTAIL_0012__postgres.sql,/home/tianci_gao/code/Rewritebench_v0/schemas/sqlstorm_stackoverflow_longtail0012_v0/postgres/ddl.sql,cases/LONGTAIL/LONGTAIL_0012/checker/checker.yaml,exact,blocked_exists_or_subquery,EXISTS/subquery/set operation,nested_select;explicit_join;comma_join;aggregate;group_by;order_by;limit;window;case_expr,false,false,false,current VeriEQL canaries showed EXISTS unsupported and nested shapes are high risk
LONGTAIL_0013,LONGTAIL,postgres,track_a_same_engine:LONGTAIL_0013:postgres,/home/tianci_gao/code/Rewritebench_v0/cases/LONGTAIL/LONGTAIL_0013/sql/source.sql,/home/tianci_gao/code/Rewritebench_v0/runs/user/common_core_pg_noop_db_checker/candidate_sql/LONGTAIL_0013__postgres.sql,/home/tianci_gao/code/Rewritebench_v0/schemas/sqlstorm_stackoverflow_longtail0013_v0/postgres/ddl.sql,cases/LONGTAIL/LONGTAIL_0013/checker/checker.yaml,exact,blocked_exists_or_subquery,EXISTS/subquery/set operation,nested_select;literal_in_list;explicit_join;comma_join;aggregate;group_by;order_by;window;case_expr,false,false,false,current VeriEQL canaries showed EXISTS unsupported and nested shapes are high risk
LONGTAIL_0022,LONGTAIL,postgres,track_a_same_engine:LONGTAIL_0022:postgres,/home/tianci_gao/code/Rewritebench_v0/cases/LONGTAIL/LONGTAIL_0022/sql/source.sql,/home/tianci_gao/code/Rewritebench_v0/runs/user/common_core_pg_noop_db_checker/candidate_sql/LONGTAIL_0022__postgres.sql,/home/tianci_gao/code/Rewritebench_v0/schemas/stack_queries_longtail0022_v0/postgres/ddl.sql,cases/LONGTAIL/LONGTAIL_0022/checker/checker.yaml,exact,blocked_exists_or_subquery,EXISTS/subquery/set operation,nested_select;explicit_join;comma_join;aggregate;group_by;order_by,false,false,false,current VeriEQL canaries showed EXISTS unsupported and nested shapes are high risk
LONGTAIL_0023,LONGTAIL,postgres,track_a_same_engine:LONGTAIL_0023:postgres,/home/tianci_gao/code/Rewritebench_v0/cases/LONGTAIL/LONGTAIL_0023/sql/source.sql,/home/tianci_gao/code/Rewritebench_v0/runs/user/common_core_pg_noop_db_checker/candidate_sql/LONGTAIL_0023__postgres.sql,/home/tianci_gao/code/Rewritebench_v0/schemas/stack_queries_longtail0023_v0/postgres/ddl.sql,cases/LONGTAIL/LONGTAIL_0023/checker/checker.yaml,exact,blocked_exists_or_subquery,EXISTS/subquery/set operation,nested_select;explicit_join;comma_join;aggregate;group_by;order_by,false,false,false,current VeriEQL canaries showed EXISTS unsupported and nested shapes are high risk
LONGTAIL_0024,LONGTAIL,postgres,track_a_same_engine:LONGTAIL_0024:postgres,/home/tianci_gao/code/Rewritebench_v0/cases/LONGTAIL/LONGTAIL_0024/sql/source.sql,/home/tianci_gao/code/Rewritebench_v0/runs/user/common_core_pg_noop_db_checker/candidate_sql/LONGTAIL_0024__postgres.sql,/home/tianci_gao/code/Rewritebench_v0/schemas/stack_queries_longtail0024_v0/postgres/ddl.sql,cases/LONGTAIL/LONGTAIL_0024/checker/checker.yaml,exact,blocked_exists_or_subquery,EXISTS/subquery/set operation,nested_select;explicit_join;comma_join;aggregate;group_by;order_by,false,false,false,current VeriEQL canaries showed EXISTS unsupported and nested shapes are high risk
