case_id,deleted_path,deletion_type,deletion_reason,replacement_or_policy,notes
PERF_0033,cases/PERF/PERF_0033/validation/run_spark_plan_collection.sh,legacy_engine_validation_script,v2 thin wrappers replace old engine-specific entrypoints,validation/run_validation.sh and validation/run_plan_collection.sh fail closed pending shared runner,old script no longer referenced by manifest/README/wrappers
PERF_0034,cases/PERF/PERF_0034/sql/positives,nested_sql_compatibility,direct sql/pos_01.sql created and referenced,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0034,cases/PERF/PERF_0034/sql/negatives,nested_sql_compatibility,direct sql/neg_01.sql created and referenced,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0034,cases/PERF/PERF_0034/schema/postgres,case_local_engine_schema,copied to external schema package and schema_ref updated,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0034,cases/PERF/PERF_0034/schema/mysql,case_local_engine_schema,copied to external schema package and schema_ref updated,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0034,cases/PERF/PERF_0034/schema/spark,case_local_engine_schema,copied to external schema package and schema_ref updated,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0034,cases/PERF/PERF_0034/evidence,static_case_evidence,regeneration-first evidence_policy adopted,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0034,cases/PERF/PERF_0034/metadata,legacy_metadata,stable metadata represented in manifest/project control sources,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0034,cases/PERF/PERF_0034/notes,legacy_notes,public README and manifest capture current clean v2 status,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0034,cases/PERF/PERF_0034/data,legacy_data_profile,source-as-oracle witness and external schema profile cover runtime policy,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0034,cases/PERF/PERF_0034/validation/run_postgres_validation.sh,legacy_engine_validation_script,v2 thin wrappers replace old engine-specific entrypoints,validation/run_validation.sh and validation/run_plan_collection.sh fail closed pending shared runner,old script no longer referenced by manifest/README/wrappers
PERF_0034,cases/PERF/PERF_0034/validation/run_mysql_validation.sh,legacy_engine_validation_script,v2 thin wrappers replace old engine-specific entrypoints,validation/run_validation.sh and validation/run_plan_collection.sh fail closed pending shared runner,old script no longer referenced by manifest/README/wrappers
PERF_0034,cases/PERF/PERF_0034/validation/run_spark_validation.sh,legacy_engine_validation_script,v2 thin wrappers replace old engine-specific entrypoints,validation/run_validation.sh and validation/run_plan_collection.sh fail closed pending shared runner,old script no longer referenced by manifest/README/wrappers
PERF_0034,cases/PERF/PERF_0034/validation/run_postgres_plan_collection.sh,legacy_engine_validation_script,v2 thin wrappers replace old engine-specific entrypoints,validation/run_validation.sh and validation/run_plan_collection.sh fail closed pending shared runner,old script no longer referenced by manifest/README/wrappers
PERF_0034,cases/PERF/PERF_0034/validation/run_mysql_plan_collection.sh,legacy_engine_validation_script,v2 thin wrappers replace old engine-specific entrypoints,validation/run_validation.sh and validation/run_plan_collection.sh fail closed pending shared runner,old script no longer referenced by manifest/README/wrappers
PERF_0034,cases/PERF/PERF_0034/validation/run_spark_plan_collection.sh,legacy_engine_validation_script,v2 thin wrappers replace old engine-specific entrypoints,validation/run_validation.sh and validation/run_plan_collection.sh fail closed pending shared runner,old script no longer referenced by manifest/README/wrappers
PERF_0035,cases/PERF/PERF_0035/sql/positives,nested_sql_compatibility,direct sql/pos_01.sql created and referenced,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0035,cases/PERF/PERF_0035/sql/negatives,nested_sql_compatibility,direct sql/neg_01.sql created and referenced,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0035,cases/PERF/PERF_0035/schema/postgres,case_local_engine_schema,copied to external schema package and schema_ref updated,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0035,cases/PERF/PERF_0035/schema/mysql,case_local_engine_schema,copied to external schema package and schema_ref updated,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0035,cases/PERF/PERF_0035/schema/spark,case_local_engine_schema,copied to external schema package and schema_ref updated,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0035,cases/PERF/PERF_0035/evidence,static_case_evidence,regeneration-first evidence_policy adopted,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0035,cases/PERF/PERF_0035/metadata,legacy_metadata,stable metadata represented in manifest/project control sources,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0035,cases/PERF/PERF_0035/notes,legacy_notes,public README and manifest capture current clean v2 status,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0035,cases/PERF/PERF_0035/data,legacy_data_profile,source-as-oracle witness and external schema profile cover runtime policy,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0035,cases/PERF/PERF_0035/validation/run_postgres_validation.sh,legacy_engine_validation_script,v2 thin wrappers replace old engine-specific entrypoints,validation/run_validation.sh and validation/run_plan_collection.sh fail closed pending shared runner,old script no longer referenced by manifest/README/wrappers
PERF_0035,cases/PERF/PERF_0035/validation/run_mysql_validation.sh,legacy_engine_validation_script,v2 thin wrappers replace old engine-specific entrypoints,validation/run_validation.sh and validation/run_plan_collection.sh fail closed pending shared runner,old script no longer referenced by manifest/README/wrappers
PERF_0035,cases/PERF/PERF_0035/validation/run_spark_validation.sh,legacy_engine_validation_script,v2 thin wrappers replace old engine-specific entrypoints,validation/run_validation.sh and validation/run_plan_collection.sh fail closed pending shared runner,old script no longer referenced by manifest/README/wrappers
PERF_0035,cases/PERF/PERF_0035/validation/run_postgres_plan_collection.sh,legacy_engine_validation_script,v2 thin wrappers replace old engine-specific entrypoints,validation/run_validation.sh and validation/run_plan_collection.sh fail closed pending shared runner,old script no longer referenced by manifest/README/wrappers
PERF_0035,cases/PERF/PERF_0035/validation/run_mysql_plan_collection.sh,legacy_engine_validation_script,v2 thin wrappers replace old engine-specific entrypoints,validation/run_validation.sh and validation/run_plan_collection.sh fail closed pending shared runner,old script no longer referenced by manifest/README/wrappers
PERF_0035,cases/PERF/PERF_0035/validation/run_spark_plan_collection.sh,legacy_engine_validation_script,v2 thin wrappers replace old engine-specific entrypoints,validation/run_validation.sh and validation/run_plan_collection.sh fail closed pending shared runner,old script no longer referenced by manifest/README/wrappers
PERF_0052,cases/PERF/PERF_0052/sql/positives,nested_sql_compatibility,direct sql/pos_01.sql created and referenced,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0052,cases/PERF/PERF_0052/sql/negatives,nested_sql_compatibility,direct sql/neg_01.sql created and referenced,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0052,cases/PERF/PERF_0052/schema/postgres,case_local_engine_schema,copied to external schema package and schema_ref updated,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0052,cases/PERF/PERF_0052/schema/mysql,case_local_engine_schema,copied to external schema package and schema_ref updated,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0052,cases/PERF/PERF_0052/schema/spark,case_local_engine_schema,copied to external schema package and schema_ref updated,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0052,cases/PERF/PERF_0052/evidence,static_case_evidence,regeneration-first evidence_policy adopted,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0052,cases/PERF/PERF_0052/metadata,legacy_metadata,stable metadata represented in manifest/project control sources,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0052,cases/PERF/PERF_0052/notes,legacy_notes,public README and manifest capture current clean v2 status,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0052,cases/PERF/PERF_0052/data,legacy_data_profile,source-as-oracle witness and external schema profile cover runtime policy,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0052,cases/PERF/PERF_0052/validation/run_postgres_validation.sh,legacy_engine_validation_script,v2 thin wrappers replace old engine-specific entrypoints,validation/run_validation.sh and validation/run_plan_collection.sh fail closed pending shared runner,old script no longer referenced by manifest/README/wrappers
PERF_0052,cases/PERF/PERF_0052/validation/run_mysql_validation.sh,legacy_engine_validation_script,v2 thin wrappers replace old engine-specific entrypoints,validation/run_validation.sh and validation/run_plan_collection.sh fail closed pending shared runner,old script no longer referenced by manifest/README/wrappers
PERF_0052,cases/PERF/PERF_0052/validation/run_spark_validation.sh,legacy_engine_validation_script,v2 thin wrappers replace old engine-specific entrypoints,validation/run_validation.sh and validation/run_plan_collection.sh fail closed pending shared runner,old script no longer referenced by manifest/README/wrappers
PERF_0052,cases/PERF/PERF_0052/validation/run_postgres_plan_collection.sh,legacy_engine_validation_script,v2 thin wrappers replace old engine-specific entrypoints,validation/run_validation.sh and validation/run_plan_collection.sh fail closed pending shared runner,old script no longer referenced by manifest/README/wrappers
PERF_0052,cases/PERF/PERF_0052/validation/run_mysql_plan_collection.sh,legacy_engine_validation_script,v2 thin wrappers replace old engine-specific entrypoints,validation/run_validation.sh and validation/run_plan_collection.sh fail closed pending shared runner,old script no longer referenced by manifest/README/wrappers
PERF_0052,cases/PERF/PERF_0052/validation/run_spark_plan_collection.sh,legacy_engine_validation_script,v2 thin wrappers replace old engine-specific entrypoints,validation/run_validation.sh and validation/run_plan_collection.sh fail closed pending shared runner,old script no longer referenced by manifest/README/wrappers
PERF_0054,cases/PERF/PERF_0054/sql/positives,nested_sql_compatibility,direct sql/pos_01.sql created and referenced,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0054,cases/PERF/PERF_0054/sql/negatives,nested_sql_compatibility,direct sql/neg_01.sql created and referenced,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0054,cases/PERF/PERF_0054/schema/postgres,case_local_engine_schema,copied to external schema package and schema_ref updated,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0054,cases/PERF/PERF_0054/schema/mysql,case_local_engine_schema,copied to external schema package and schema_ref updated,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0054,cases/PERF/PERF_0054/schema/spark,case_local_engine_schema,copied to external schema package and schema_ref updated,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0054,cases/PERF/PERF_0054/evidence,static_case_evidence,regeneration-first evidence_policy adopted,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0054,cases/PERF/PERF_0054/metadata,legacy_metadata,stable metadata represented in manifest/project control sources,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0054,cases/PERF/PERF_0054/notes,legacy_notes,public README and manifest capture current clean v2 status,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0054,cases/PERF/PERF_0054/data,legacy_data_profile,source-as-oracle witness and external schema profile cover runtime policy,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0054,cases/PERF/PERF_0054/validation/run_postgres_validation.sh,legacy_engine_validation_script,v2 thin wrappers replace old engine-specific entrypoints,validation/run_validation.sh and validation/run_plan_collection.sh fail closed pending shared runner,old script no longer referenced by manifest/README/wrappers
PERF_0054,cases/PERF/PERF_0054/validation/run_mysql_validation.sh,legacy_engine_validation_script,v2 thin wrappers replace old engine-specific entrypoints,validation/run_validation.sh and validation/run_plan_collection.sh fail closed pending shared runner,old script no longer referenced by manifest/README/wrappers
PERF_0054,cases/PERF/PERF_0054/validation/run_spark_validation.sh,legacy_engine_validation_script,v2 thin wrappers replace old engine-specific entrypoints,validation/run_validation.sh and validation/run_plan_collection.sh fail closed pending shared runner,old script no longer referenced by manifest/README/wrappers
PERF_0054,cases/PERF/PERF_0054/validation/run_postgres_plan_collection.sh,legacy_engine_validation_script,v2 thin wrappers replace old engine-specific entrypoints,validation/run_validation.sh and validation/run_plan_collection.sh fail closed pending shared runner,old script no longer referenced by manifest/README/wrappers
PERF_0054,cases/PERF/PERF_0054/validation/run_mysql_plan_collection.sh,legacy_engine_validation_script,v2 thin wrappers replace old engine-specific entrypoints,validation/run_validation.sh and validation/run_plan_collection.sh fail closed pending shared runner,old script no longer referenced by manifest/README/wrappers
PERF_0054,cases/PERF/PERF_0054/validation/run_spark_plan_collection.sh,legacy_engine_validation_script,v2 thin wrappers replace old engine-specific entrypoints,validation/run_validation.sh and validation/run_plan_collection.sh fail closed pending shared runner,old script no longer referenced by manifest/README/wrappers
PERF_0056,cases/PERF/PERF_0056/sql/positives,nested_sql_compatibility,direct sql/pos_01.sql created and referenced,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0056,cases/PERF/PERF_0056/sql/negatives,nested_sql_compatibility,direct sql/neg_01.sql created and referenced,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0056,cases/PERF/PERF_0056/schema/postgres,case_local_engine_schema,copied to external schema package and schema_ref updated,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0056,cases/PERF/PERF_0056/schema/mysql,case_local_engine_schema,copied to external schema package and schema_ref updated,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0056,cases/PERF/PERF_0056/schema/spark,case_local_engine_schema,copied to external schema package and schema_ref updated,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0056,cases/PERF/PERF_0056/evidence,static_case_evidence,regeneration-first evidence_policy adopted,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0056,cases/PERF/PERF_0056/metadata,legacy_metadata,stable metadata represented in manifest/project control sources,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0056,cases/PERF/PERF_0056/notes,legacy_notes,public README and manifest capture current clean v2 status,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0056,cases/PERF/PERF_0056/data,legacy_data_profile,source-as-oracle witness and external schema profile cover runtime policy,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0056,cases/PERF/PERF_0056/validation/run_postgres_validation.sh,legacy_engine_validation_script,v2 thin wrappers replace old engine-specific entrypoints,validation/run_validation.sh and validation/run_plan_collection.sh fail closed pending shared runner,old script no longer referenced by manifest/README/wrappers
PERF_0056,cases/PERF/PERF_0056/validation/run_mysql_validation.sh,legacy_engine_validation_script,v2 thin wrappers replace old engine-specific entrypoints,validation/run_validation.sh and validation/run_plan_collection.sh fail closed pending shared runner,old script no longer referenced by manifest/README/wrappers
PERF_0056,cases/PERF/PERF_0056/validation/run_spark_validation.sh,legacy_engine_validation_script,v2 thin wrappers replace old engine-specific entrypoints,validation/run_validation.sh and validation/run_plan_collection.sh fail closed pending shared runner,old script no longer referenced by manifest/README/wrappers
PERF_0056,cases/PERF/PERF_0056/validation/run_postgres_plan_collection.sh,legacy_engine_validation_script,v2 thin wrappers replace old engine-specific entrypoints,validation/run_validation.sh and validation/run_plan_collection.sh fail closed pending shared runner,old script no longer referenced by manifest/README/wrappers
PERF_0056,cases/PERF/PERF_0056/validation/run_mysql_plan_collection.sh,legacy_engine_validation_script,v2 thin wrappers replace old engine-specific entrypoints,validation/run_validation.sh and validation/run_plan_collection.sh fail closed pending shared runner,old script no longer referenced by manifest/README/wrappers
PERF_0056,cases/PERF/PERF_0056/validation/run_spark_plan_collection.sh,legacy_engine_validation_script,v2 thin wrappers replace old engine-specific entrypoints,validation/run_validation.sh and validation/run_plan_collection.sh fail closed pending shared runner,old script no longer referenced by manifest/README/wrappers
PERF_0062,cases/PERF/PERF_0062/sql/positives,nested_sql_compatibility,direct sql/pos_01.sql created and referenced,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0062,cases/PERF/PERF_0062/sql/negatives,nested_sql_compatibility,direct sql/neg_01.sql created and referenced,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0062,cases/PERF/PERF_0062/schema/postgres,case_local_engine_schema,copied to external schema package and schema_ref updated,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0062,cases/PERF/PERF_0062/schema/mysql,case_local_engine_schema,copied to external schema package and schema_ref updated,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0062,cases/PERF/PERF_0062/schema/spark,case_local_engine_schema,copied to external schema package and schema_ref updated,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0062,cases/PERF/PERF_0062/evidence,static_case_evidence,regeneration-first evidence_policy adopted,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0062,cases/PERF/PERF_0062/metadata,legacy_metadata,stable metadata represented in manifest/project control sources,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0062,cases/PERF/PERF_0062/notes,legacy_notes,public README and manifest capture current clean v2 status,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0062,cases/PERF/PERF_0062/data,legacy_data_profile,source-as-oracle witness and external schema profile cover runtime policy,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0062,cases/PERF/PERF_0062/validation/run_postgres_validation.sh,legacy_engine_validation_script,v2 thin wrappers replace old engine-specific entrypoints,validation/run_validation.sh and validation/run_plan_collection.sh fail closed pending shared runner,old script no longer referenced by manifest/README/wrappers
PERF_0062,cases/PERF/PERF_0062/validation/run_mysql_validation.sh,legacy_engine_validation_script,v2 thin wrappers replace old engine-specific entrypoints,validation/run_validation.sh and validation/run_plan_collection.sh fail closed pending shared runner,old script no longer referenced by manifest/README/wrappers
PERF_0062,cases/PERF/PERF_0062/validation/run_spark_validation.sh,legacy_engine_validation_script,v2 thin wrappers replace old engine-specific entrypoints,validation/run_validation.sh and validation/run_plan_collection.sh fail closed pending shared runner,old script no longer referenced by manifest/README/wrappers
PERF_0062,cases/PERF/PERF_0062/validation/run_postgres_plan_collection.sh,legacy_engine_validation_script,v2 thin wrappers replace old engine-specific entrypoints,validation/run_validation.sh and validation/run_plan_collection.sh fail closed pending shared runner,old script no longer referenced by manifest/README/wrappers
PERF_0062,cases/PERF/PERF_0062/validation/run_mysql_plan_collection.sh,legacy_engine_validation_script,v2 thin wrappers replace old engine-specific entrypoints,validation/run_validation.sh and validation/run_plan_collection.sh fail closed pending shared runner,old script no longer referenced by manifest/README/wrappers
PERF_0062,cases/PERF/PERF_0062/validation/run_spark_plan_collection.sh,legacy_engine_validation_script,v2 thin wrappers replace old engine-specific entrypoints,validation/run_validation.sh and validation/run_plan_collection.sh fail closed pending shared runner,old script no longer referenced by manifest/README/wrappers
PERF_0077,cases/PERF/PERF_0077/sql/positives,nested_sql_compatibility,direct sql/pos_01.sql created and referenced,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0077,cases/PERF/PERF_0077/sql/negatives,nested_sql_compatibility,direct sql/neg_01.sql created and referenced,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0077,cases/PERF/PERF_0077/schema/postgres,case_local_engine_schema,copied to external schema package and schema_ref updated,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0077,cases/PERF/PERF_0077/schema/mysql,case_local_engine_schema,copied to external schema package and schema_ref updated,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0077,cases/PERF/PERF_0077/schema/spark,case_local_engine_schema,copied to external schema package and schema_ref updated,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0077,cases/PERF/PERF_0077/evidence,static_case_evidence,regeneration-first evidence_policy adopted,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0077,cases/PERF/PERF_0077/metadata,legacy_metadata,stable metadata represented in manifest/project control sources,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0077,cases/PERF/PERF_0077/notes,legacy_notes,public README and manifest capture current clean v2 status,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0077,cases/PERF/PERF_0077/data,legacy_data_profile,source-as-oracle witness and external schema profile cover runtime policy,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0077,cases/PERF/PERF_0077/validation/run_postgres_validation.sh,legacy_engine_validation_script,v2 thin wrappers replace old engine-specific entrypoints,validation/run_validation.sh and validation/run_plan_collection.sh fail closed pending shared runner,old script no longer referenced by manifest/README/wrappers
PERF_0077,cases/PERF/PERF_0077/validation/run_mysql_validation.sh,legacy_engine_validation_script,v2 thin wrappers replace old engine-specific entrypoints,validation/run_validation.sh and validation/run_plan_collection.sh fail closed pending shared runner,old script no longer referenced by manifest/README/wrappers
PERF_0077,cases/PERF/PERF_0077/validation/run_spark_validation.sh,legacy_engine_validation_script,v2 thin wrappers replace old engine-specific entrypoints,validation/run_validation.sh and validation/run_plan_collection.sh fail closed pending shared runner,old script no longer referenced by manifest/README/wrappers
PERF_0077,cases/PERF/PERF_0077/validation/run_postgres_plan_collection.sh,legacy_engine_validation_script,v2 thin wrappers replace old engine-specific entrypoints,validation/run_validation.sh and validation/run_plan_collection.sh fail closed pending shared runner,old script no longer referenced by manifest/README/wrappers
PERF_0077,cases/PERF/PERF_0077/validation/run_mysql_plan_collection.sh,legacy_engine_validation_script,v2 thin wrappers replace old engine-specific entrypoints,validation/run_validation.sh and validation/run_plan_collection.sh fail closed pending shared runner,old script no longer referenced by manifest/README/wrappers
PERF_0077,cases/PERF/PERF_0077/validation/run_spark_plan_collection.sh,legacy_engine_validation_script,v2 thin wrappers replace old engine-specific entrypoints,validation/run_validation.sh and validation/run_plan_collection.sh fail closed pending shared runner,old script no longer referenced by manifest/README/wrappers
PERF_0082,cases/PERF/PERF_0082/sql/positives,nested_sql_compatibility,direct sql/pos_01.sql created and referenced,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0082,cases/PERF/PERF_0082/sql/negatives,nested_sql_compatibility,direct sql/neg_01.sql created and referenced,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0082,cases/PERF/PERF_0082/schema/postgres,case_local_engine_schema,copied to external schema package and schema_ref updated,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0082,cases/PERF/PERF_0082/schema/mysql,case_local_engine_schema,copied to external schema package and schema_ref updated,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0082,cases/PERF/PERF_0082/schema/spark,case_local_engine_schema,copied to external schema package and schema_ref updated,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0082,cases/PERF/PERF_0082/evidence,static_case_evidence,regeneration-first evidence_policy adopted,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0082,cases/PERF/PERF_0082/metadata,legacy_metadata,stable metadata represented in manifest/project control sources,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0082,cases/PERF/PERF_0082/notes,legacy_notes,public README and manifest capture current clean v2 status,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0082,cases/PERF/PERF_0082/data,legacy_data_profile,source-as-oracle witness and external schema profile cover runtime policy,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
PERF_0082,cases/PERF/PERF_0082/validation/run_postgres_validation.sh,legacy_engine_validation_script,v2 thin wrappers replace old engine-specific entrypoints,validation/run_validation.sh and validation/run_plan_collection.sh fail closed pending shared runner,old script no longer referenced by manifest/README/wrappers
PERF_0082,cases/PERF/PERF_0082/validation/run_mysql_validation.sh,legacy_engine_validation_script,v2 thin wrappers replace old engine-specific entrypoints,validation/run_validation.sh and validation/run_plan_collection.sh fail closed pending shared runner,old script no longer referenced by manifest/README/wrappers
PERF_0082,cases/PERF/PERF_0082/validation/run_spark_validation.sh,legacy_engine_validation_script,v2 thin wrappers replace old engine-specific entrypoints,validation/run_validation.sh and validation/run_plan_collection.sh fail closed pending shared runner,old script no longer referenced by manifest/README/wrappers
PERF_0082,cases/PERF/PERF_0082/validation/run_postgres_plan_collection.sh,legacy_engine_validation_script,v2 thin wrappers replace old engine-specific entrypoints,validation/run_validation.sh and validation/run_plan_collection.sh fail closed pending shared runner,old script no longer referenced by manifest/README/wrappers
PERF_0082,cases/PERF/PERF_0082/validation/run_mysql_plan_collection.sh,legacy_engine_validation_script,v2 thin wrappers replace old engine-specific entrypoints,validation/run_validation.sh and validation/run_plan_collection.sh fail closed pending shared runner,old script no longer referenced by manifest/README/wrappers
PERF_0082,cases/PERF/PERF_0082/validation/run_spark_plan_collection.sh,legacy_engine_validation_script,v2 thin wrappers replace old engine-specific entrypoints,validation/run_validation.sh and validation/run_plan_collection.sh fail closed pending shared runner,old script no longer referenced by manifest/README/wrappers
CONS_0007,cases/CONS/CONS_0007/sql/positives,nested_sql_compatibility,direct sql/pos_01.sql created and referenced,clean-template-minimal v2 / regeneration-first policy,deleted only within Wave B target case
