relative_path,public_release_path,source_kind,source_legacy_path_or_generated_from,size_bytes,sha256_public_copy,sha256_source_if_applicable,sha256_matches_source_if_applicable,category,canonical_section,public_hygiene_scan_ok,evidence_role,notes
evidence/package_validation_summary.json,cases/CONS/CONS_0005/evidence/package_validation_summary.json,generated,generated package validation summary,594,7056ce4821455c6e450371d2116e7fcc6bcd083e3a6d66e16034ac4fbf4bd419,,,generated,evidence,true,package_validation_summary,generated package validation summary
evidence/retained_controls/mysql/result_check.json,cases/CONS/CONS_0005/evidence/retained_controls/mysql/result_check.json,legacy_file,cases/CONS/CONS_0005/runs/mysql/result_check.json,783,28f5a723cebc08d1ad728bb1dd15543fd710040c0105c251234032c33554da07,28f5a723cebc08d1ad728bb1dd15543fd710040c0105c251234032c33554da07,true,evidence,evidence,true,MySQL control validation,copied byte-for-byte from legacy source
evidence/retained_controls/mysql/rewrite_pos_01.tsv,cases/CONS/CONS_0005/evidence/retained_controls/mysql/rewrite_pos_01.tsv,legacy_file,cases/CONS/CONS_0005/runs/mysql/rewrite_pos_01.tsv,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,true,evidence,evidence,true,MySQL positive output,copied byte-for-byte from legacy source
evidence/retained_controls/mysql/source.tsv,cases/CONS/CONS_0005/evidence/retained_controls/mysql/source.tsv,legacy_file,cases/CONS/CONS_0005/runs/mysql/source.tsv,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,true,evidence,evidence,true,MySQL source output,copied byte-for-byte from legacy source
evidence/retained_controls/postgres/result_check.json,cases/CONS/CONS_0005/evidence/retained_controls/postgres/result_check.json,legacy_file,cases/CONS/CONS_0005/runs/pg/result_check.json,789,f8abdd23cd8cf7daf1b0ff56faee2c1b67be3068bccdc3705483f3513342e19c,f8abdd23cd8cf7daf1b0ff56faee2c1b67be3068bccdc3705483f3513342e19c,true,evidence,evidence,true,PostgreSQL control validation,copied byte-for-byte from legacy source
evidence/retained_controls/postgres/rewrite_pos_01.tsv,cases/CONS/CONS_0005/evidence/retained_controls/postgres/rewrite_pos_01.tsv,legacy_file,cases/CONS/CONS_0005/runs/pg/rewrite_pos_01.tsv,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,true,evidence,evidence,true,PostgreSQL positive output,copied byte-for-byte from legacy source
evidence/retained_controls/postgres/source.tsv,cases/CONS/CONS_0005/evidence/retained_controls/postgres/source.tsv,legacy_file,cases/CONS/CONS_0005/runs/pg/source.tsv,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,true,evidence,evidence,true,PostgreSQL source output,copied byte-for-byte from legacy source
evidence/retained_controls/result_check.json,cases/CONS/CONS_0005/evidence/retained_controls/result_check.json,legacy_file,cases/CONS/CONS_0005/runs/result_check.json,1298,12b41fbb974b8cbb0dfb75db12fb489834cbe8f0de62cd21e9f1a3e9259c4023,12b41fbb974b8cbb0dfb75db12fb489834cbe8f0de62cd21e9f1a3e9259c4023,true,evidence,evidence,true,aggregate control validation,copied byte-for-byte from legacy source
evidence/retained_controls/spark/result_check.json,cases/CONS/CONS_0005/evidence/retained_controls/spark/result_check.json,legacy_file,cases/CONS/CONS_0005/runs/spark/result_check.json,799,2418dcc31e298b04770b73efdf5b60524e0792e5a59fb1d33c7c3429ca70342a,2418dcc31e298b04770b73efdf5b60524e0792e5a59fb1d33c7c3429ca70342a,true,evidence,evidence,true,Spark control validation,copied byte-for-byte from legacy source
evidence/retained_controls/spark/rewrite_pos_01.tsv,cases/CONS/CONS_0005/evidence/retained_controls/spark/rewrite_pos_01.tsv,legacy_file,cases/CONS/CONS_0005/runs/spark/rewrite_pos_01.tsv,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,true,evidence,evidence,true,Spark positive output,copied byte-for-byte from legacy source
evidence/retained_controls/spark/source.tsv,cases/CONS/CONS_0005/evidence/retained_controls/spark/source.tsv,legacy_file,cases/CONS/CONS_0005/runs/spark/source.tsv,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,true,evidence,evidence,true,Spark source output,copied byte-for-byte from legacy source
evidence/retained_plans/mysql/rewrite_neg_01.json,cases/CONS/CONS_0005/evidence/retained_plans/mysql/rewrite_neg_01.json,legacy_file,cases/CONS/CONS_0005/runs/mysql/plans/rewrite_neg_01.json,1366,305c0ef72818023db0209457dac298f7e67b80301b5d4e1c34b4c10fe121bfda,305c0ef72818023db0209457dac298f7e67b80301b5d4e1c34b4c10fe121bfda,true,evidence,evidence,true,MySQL hard-negative plan,copied byte-for-byte from legacy source
evidence/retained_plans/mysql/rewrite_pos_01.json,cases/CONS/CONS_0005/evidence/retained_plans/mysql/rewrite_pos_01.json,legacy_file,cases/CONS/CONS_0005/runs/mysql/plans/rewrite_pos_01.json,1398,5c19a630e581dd17dfc1fdfb03e1dd13fa593767de5c2d258b982d5dc545ef71,5c19a630e581dd17dfc1fdfb03e1dd13fa593767de5c2d258b982d5dc545ef71,true,evidence,evidence,true,MySQL positive plan,copied byte-for-byte from legacy source
evidence/retained_plans/mysql/source.json,cases/CONS/CONS_0005/evidence/retained_plans/mysql/source.json,legacy_file,cases/CONS/CONS_0005/runs/mysql/plans/source.json,1916,b279e010e8569efba751ac779cee50e18dbb3724b9811390fa0b7bbd0e790310,b279e010e8569efba751ac779cee50e18dbb3724b9811390fa0b7bbd0e790310,true,evidence,evidence,true,MySQL source plan,copied byte-for-byte from legacy source
evidence/retained_plans/plan_check.json,cases/CONS/CONS_0005/evidence/retained_plans/plan_check.json,legacy_file,cases/CONS/CONS_0005/runs/plan_check.json,1605,438c0687a371c4a88844bb870e1a220ccc740646ae25cfff82c35302116cc2b4,438c0687a371c4a88844bb870e1a220ccc740646ae25cfff82c35302116cc2b4,true,evidence,evidence,true,aggregate plan artifact presence,copied byte-for-byte from legacy source
evidence/retained_plans/postgres/rewrite_neg_01.json,cases/CONS/CONS_0005/evidence/retained_plans/postgres/rewrite_neg_01.json,legacy_file,cases/CONS/CONS_0005/runs/pg/plans/rewrite_neg_01.json,1873,4c9f5829e959638dc03d83728b3e513015bbfc558faa33960029277f4964be95,4c9f5829e959638dc03d83728b3e513015bbfc558faa33960029277f4964be95,true,evidence,evidence,true,PostgreSQL hard-negative plan,copied byte-for-byte from legacy source
evidence/retained_plans/postgres/rewrite_pos_01.json,cases/CONS/CONS_0005/evidence/retained_plans/postgres/rewrite_pos_01.json,legacy_file,cases/CONS/CONS_0005/runs/pg/plans/rewrite_pos_01.json,1461,b40ade0875f40103ef5eefc5510afd2fca66d0e15fd0ebc8be91002cd5620329,b40ade0875f40103ef5eefc5510afd2fca66d0e15fd0ebc8be91002cd5620329,true,evidence,evidence,true,PostgreSQL positive plan,copied byte-for-byte from legacy source
evidence/retained_plans/postgres/source.json,cases/CONS/CONS_0005/evidence/retained_plans/postgres/source.json,legacy_file,cases/CONS/CONS_0005/runs/pg/plans/source.json,794,f8461ceb4d2963ae493bd925a92b15fd672e73bd52f5b5b27169f954df0632bf,f8461ceb4d2963ae493bd925a92b15fd672e73bd52f5b5b27169f954df0632bf,true,evidence,evidence,true,PostgreSQL source plan,copied byte-for-byte from legacy source
evidence/retained_plans/spark/rewrite_neg_01.sanitized.txt,cases/CONS/CONS_0005/evidence/retained_plans/spark/rewrite_neg_01.sanitized.txt,generated_from_raw_plan,cases/CONS/CONS_0005/runs/spark/plans/rewrite_neg_01.txt,1074,90f4f8fba841a3668e7d3457dfd90ffe64f4dbf369cca384ed02e1aff0714579,759ae69f61dc8fec9a5417c509895af6953544bc0e1962be27bbe43df44efc96,false,evidence,evidence,true,Spark hard-negative plan observability,sanitized local temporary path traces from Spark plan
evidence/retained_plans/spark/rewrite_pos_01.sanitized.txt,cases/CONS/CONS_0005/evidence/retained_plans/spark/rewrite_pos_01.sanitized.txt,generated_from_raw_plan,cases/CONS/CONS_0005/runs/spark/plans/rewrite_pos_01.txt,1019,bb3fe5ad8126f654cec1148c0d0f7dc8c3ee008009cb00c94fff4d27f2c6ab16,e2fdbf99387af351ad850f40d431a1644ad529b4800ed5a4ef605988783e1dfa,false,evidence,evidence,true,Spark positive plan observability,sanitized local temporary path traces from Spark plan
evidence/retained_plans/spark/source.sanitized.txt,cases/CONS/CONS_0005/evidence/retained_plans/spark/source.sanitized.txt,generated_from_raw_plan,cases/CONS/CONS_0005/runs/spark/plans/source.txt,942,e8855d928d5c3e19a6326a1232f6cf5cc544c7335503af2e9f4180235ec2bbec,1adfb3ab16844df6a48537c021773d30724cb3c4e4f73e8823b5a272faa5b545,false,evidence,evidence,true,Spark source plan observability,sanitized local temporary path traces from Spark plan
evidence/runs_retention.yaml,cases/CONS/CONS_0005/evidence/runs_retention.yaml,generated,generated runs retention mapping,19470,8d31ed39860f76acb4dd30c68dcb7b00d99c9f9e5a1452d965e73bc52695e398,,,generated,evidence,true,runs_retention,generated runs retention mapping
manifest.yaml,cases/CONS/CONS_0005/manifest.yaml,generated,generated canonical manifest,5003,78e591048d27098bb2482bb86af1346f1eace4693aca57083bfa8806629fcc22,,,root,root,true,manifest,generated canonical manifest
metadata/artifact_paths.yaml,cases/CONS/CONS_0005/metadata/artifact_paths.yaml,generated,generated artifact paths metadata,539,cab10d19e5f6a25688436fc616026ea4c45c336c67a4d6fbb02c3dc302d0f70b,,,generated,metadata,true,artifact_paths,generated artifact paths metadata
metadata/denominator_eligibility.yaml,cases/CONS/CONS_0005/metadata/denominator_eligibility.yaml,generated,generated denominator metadata,353,49dd08d83ec072539d565fc65e2a94d5fb68d5766b650ad7ae65404fb1666c25,,,generated,metadata,true,denominator_eligibility,generated denominator metadata
metadata/engine_support.yaml,cases/CONS/CONS_0005/metadata/engine_support.yaml,generated,generated engine support metadata,793,9ba36cdd282adeb54651b33212a8001d6a6479480f94a869d3e33b04fcbb14cd,,,generated,metadata,true,engine_support,generated engine support metadata
metadata/provenance.yaml,cases/CONS/CONS_0005/metadata/provenance.yaml,generated,generated provenance metadata,475,787b5aa43d7da6148f8d3ccdd2c648c1a0ee601722f3c3ecded448fb58aea8f0,,,generated,metadata,true,provenance,generated provenance metadata
metadata/taxonomy.yaml,cases/CONS/CONS_0005/metadata/taxonomy.yaml,generated,generated taxonomy metadata,549,d045fc4343ecce15ad2a92b04315550373e8ea97b34630ea4714311bbdf6fc2b,,,generated,metadata,true,taxonomy,generated taxonomy metadata
notes/migration_notes.md,cases/CONS/CONS_0005/notes/migration_notes.md,generated,generated migration notes,1326,5325fc2ca0e3b469807b11a97580c1a57fbaa9696f12f907e1220b3763d128df,,,generated,notes,true,migration_notes,generated migration notes
notes/promotion_checklist.md,cases/CONS/CONS_0005/notes/promotion_checklist.md,legacy_file,cases/CONS/CONS_0005/promotion_checklist.md,393,a5462dcc070f8a142c3a48c5d03f251c2a3b51540ba1bdecc918ddbf012c0985,a5462dcc070f8a142c3a48c5d03f251c2a3b51540ba1bdecc918ddbf012c0985,true,notes,notes,true,promotion_checklist,copied byte-for-byte from legacy source
notes/risk_notes.md,cases/CONS/CONS_0005/notes/risk_notes.md,legacy_file,cases/CONS/CONS_0005/risk_notes.md,133,9753c4fd61cbb0e73ddf9a221bea69df81e6db298defcd2328b0ae105b1bc7ac,9753c4fd61cbb0e73ddf9a221bea69df81e6db298defcd2328b0ae105b1bc7ac,true,notes,notes,true,risk_note,copied byte-for-byte from legacy source
notes/schema_notes.md,cases/CONS/CONS_0005/notes/schema_notes.md,legacy_file,cases/CONS/CONS_0005/schema_notes.md,120,b452a4053179ed24c82acca8eb6472546005e23e38690857014479ca4794a1db,b452a4053179ed24c82acca8eb6472546005e23e38690857014479ca4794a1db,true,notes,notes,true,schema_note,copied byte-for-byte from legacy source
notes/witness_design_notes.md,cases/CONS/CONS_0005/notes/witness_design_notes.md,legacy_file,cases/CONS/CONS_0005/witness_design_notes.md,158,1ffa861d3da6e1f4f6f2ef7e7074b0c63a4ad3acb150b1a0251e2995f71edb62,1ffa861d3da6e1f4f6f2ef7e7074b0c63a4ad3acb150b1a0251e2995f71edb62,true,notes,notes,true,witness_design,copied byte-for-byte from legacy source
runs/README.md,cases/CONS/CONS_0005/runs/README.md,generated,generated runs policy placeholder,244,90876f824cf3f45200dea1cb0f066b1aaa2e6c017820a781dc0fdf629d923e08,,,generated,runs,true,runs_policy,generated runs policy placeholder
schema/mysql/ddl.sql,cases/CONS/CONS_0005/schema/mysql/ddl.sql,legacy_file,cases/CONS/CONS_0005/schema/ddl_mysql.sql,72,30ea8a19e9f5d2041d8c5dc6bb3481daf61803ebeefe44ff4eb0769c7497fe0b,30ea8a19e9f5d2041d8c5dc6bb3481daf61803ebeefe44ff4eb0769c7497fe0b,true,schema,schema,true,mysql_schema,copied byte-for-byte from legacy source
schema/mysql/load.sql,cases/CONS/CONS_0005/schema/mysql/load.sql,legacy_file,cases/CONS/CONS_0005/validation/mysql_witness_data.sql,101,224c3c459ce0ad7512204871db38f7f89f24196c6c9296f45d648fa5e5b00510,224c3c459ce0ad7512204871db38f7f89f24196c6c9296f45d648fa5e5b00510,true,schema,schema,true,mysql_witness_load,copied byte-for-byte from legacy source
schema/postgres/ddl.sql,cases/CONS/CONS_0005/schema/postgres/ddl.sql,legacy_file,cases/CONS/CONS_0005/schema/ddl_pg.sql,88,7055086d108fe2853d696e09b4199b9388d4fcd05d24295c1ad08f1f67858070,7055086d108fe2853d696e09b4199b9388d4fcd05d24295c1ad08f1f67858070,true,schema,schema,true,postgres_schema,copied byte-for-byte from legacy source
schema/postgres/load.sql,cases/CONS/CONS_0005/schema/postgres/load.sql,legacy_file,cases/CONS/CONS_0005/validation/pg_witness_data.sql,101,224c3c459ce0ad7512204871db38f7f89f24196c6c9296f45d648fa5e5b00510,224c3c459ce0ad7512204871db38f7f89f24196c6c9296f45d648fa5e5b00510,true,schema,schema,true,postgres_witness_load,copied byte-for-byte from legacy source
schema/schema_profile.yaml,cases/CONS/CONS_0005/schema/schema_profile.yaml,generated,generated schema profile,754,0ff7176d811bded5e43bf9fa78dd1da99282b15e190715c9b7718247d090cb5f,,,generated,schema,true,schema_profile,generated schema profile
schema/spark/ddl.sql,cases/CONS/CONS_0005/schema/spark/ddl.sql,legacy_file,cases/CONS/CONS_0005/schema/ddl_spark.sql,100,1307ddaea88fd74c82bb5c603b29b20defd19086c469d5209d3027883139ef75,1307ddaea88fd74c82bb5c603b29b20defd19086c469d5209d3027883139ef75,true,schema,schema,true,spark_schema,copied byte-for-byte from legacy source
schema/spark/load.sql,cases/CONS/CONS_0005/schema/spark/load.sql,legacy_file,cases/CONS/CONS_0005/validation/spark_witness_data.sql,87,6fed90640b863838e545fac88d989ba213de570b817b689d830b893265d85c9b,6fed90640b863838e545fac88d989ba213de570b817b689d830b893265d85c9b,true,schema,schema,true,spark_witness_load,copied byte-for-byte from legacy source
sql/negatives/neg_01.sql,cases/CONS/CONS_0005/sql/negatives/neg_01.sql,legacy_file,cases/CONS/CONS_0005/rewrite_neg_01.sql,129,79b2e895ca11e1bd078cc4fb3b8acca54ba1a81676a5f67188ace0c26bff72b2,79b2e895ca11e1bd078cc4fb3b8acca54ba1a81676a5f67188ace0c26bff72b2,true,sql,sql,true,hard_negative,copied byte-for-byte from legacy source
sql/positives/pos_01.sql,cases/CONS/CONS_0005/sql/positives/pos_01.sql,legacy_file,cases/CONS/CONS_0005/rewrite_pos_01.sql,147,68f38679e0b71286223e9e66b777eed981e8caa1d1c18aa10e8c4daef3e9cfe2,68f38679e0b71286223e9e66b777eed981e8caa1d1c18aa10e8c4daef3e9cfe2,true,sql,sql,true,positive_rewrite,copied byte-for-byte from legacy source
sql/source.sql,cases/CONS/CONS_0005/sql/source.sql,legacy_file,cases/CONS/CONS_0005/source.sql,104,7fb55d0e5e79d59f62e4eefa8782ae34ec9e5fc7d5d83d74f6c8537aaec060cf,7fb55d0e5e79d59f62e4eefa8782ae34ec9e5fc7d5d83d74f6c8537aaec060cf,true,sql,sql,true,source_sql,copied byte-for-byte from legacy source
validation/run_mysql_plan_collection.sh,cases/CONS/CONS_0005/validation/run_mysql_plan_collection.sh,generated,public-safe retained plan asset placeholder,375,409b7eb3640a15693981f3db3892c5d0ac28981925e9e03e16a6d21adb157c2a,,,generated,validation,true,mysql_plan_asset,public-safe retained plan asset placeholder
validation/run_mysql_validation.sh,cases/CONS/CONS_0005/validation/run_mysql_validation.sh,generated,adapted legacy validation asset,1422,ec7f6e4dcf9d5efe7f180196f0adafb8bc60e9004003caccc47465c52d31042c,,,generated,validation,true,mysql_validation_asset,adapted legacy validation asset
validation/run_postgres_plan_collection.sh,cases/CONS/CONS_0005/validation/run_postgres_plan_collection.sh,generated,public-safe retained plan asset placeholder,380,7bfb5d17c03f0388e4bfc3bf3685390a1b859bb1ae7f2857b5f84743e78da56d,,,generated,validation,true,postgres_plan_asset,public-safe retained plan asset placeholder
validation/run_postgres_validation.sh,cases/CONS/CONS_0005/validation/run_postgres_validation.sh,generated,adapted legacy validation asset,1178,45b9921e5c4f078b88837fad6c53ef65b9439848c807c9ec7f958bbb36bbb4c1,,,generated,validation,true,postgres_validation_asset,adapted legacy validation asset
validation/run_spark_plan_collection.sh,cases/CONS/CONS_0005/validation/run_spark_plan_collection.sh,generated,public-safe retained plan asset placeholder,411,7ece50a72fb1fccb5a35c34255ffa81876a979d89a36f285d63fb62eccadbd97,,,generated,validation,true,spark_plan_asset,public-safe retained plan asset placeholder
validation/run_spark_validation.sh,cases/CONS/CONS_0005/validation/run_spark_validation.sh,generated,public-safe placeholder for legacy Spark validation asset,484,538afb5e0e7470db4c6400ce140066ff6374a82be0ca8a16d413678b4db44fc3,,,generated,validation,true,spark_validation_asset,public-safe placeholder for legacy Spark validation asset
