relative_path,public_release_path,source_kind,source_legacy_path_or_generated_from,size_bytes,sha256_public_copy,sha256_source_if_applicable,sha256_matches_source_if_applicable,category,canonical_section,public_hygiene_scan_ok,evidence_role,notes
evidence/hard_negative/spark/rewrite_neg_01.tsv,cases/LONGTAIL/LONGTAIL_0011/evidence/hard_negative/spark/rewrite_neg_01.tsv,legacy_file,cases/LONGTAIL/LONGTAIL_0011/runs/spark/rewrite_neg_01.tsv,67,b9c2f3a9d0b28a2cbe291813696a5cb1e7a5578906f242d45ecb014bc371f9ac,b9c2f3a9d0b28a2cbe291813696a5cb1e7a5578906f242d45ecb014bc371f9ac,true,hard_negative_evidence,evidence,yes,spark hard-negative output,Copied spark negative output.
evidence/package_validation_summary.json,cases/LONGTAIL/LONGTAIL_0011/evidence/package_validation_summary.json,generated_summary,generated_summary,895,cf3328b409ef59a8904d619f15e51b5130766820623aa1100e87b545d7dd862e,,n/a_generated,summary,evidence,yes,package validation summary,Generated package summary; no new validation or frequency claim.
evidence/retained_controls/mysql/result_check.json,cases/LONGTAIL/LONGTAIL_0011/evidence/retained_controls/mysql/result_check.json,legacy_file,cases/LONGTAIL/LONGTAIL_0011/runs/mysql/result_check.json,791,d7d7589d84036deb65fb75b696831c16001aea61c25bcae704a4048d09ca841a,d7d7589d84036deb65fb75b696831c16001aea61c25bcae704a4048d09ca841a,true,retained_control_evidence,evidence,yes,mysql result check summary,Copied mysql result_check.json.
evidence/retained_controls/mysql/rewrite_pos_01.tsv,cases/LONGTAIL/LONGTAIL_0011/evidence/retained_controls/mysql/rewrite_pos_01.tsv,legacy_file,cases/LONGTAIL/LONGTAIL_0011/runs/mysql/rewrite_pos_01.tsv,104,7efb9c2d5df46e80c766e4103de659a237c3c34828024f52d2530c6c1c60e8e4,7efb9c2d5df46e80c766e4103de659a237c3c34828024f52d2530c6c1c60e8e4,true,retained_control_evidence,evidence,yes,mysql positive output,Copied mysql positive output.
evidence/retained_controls/mysql/source.tsv,cases/LONGTAIL/LONGTAIL_0011/evidence/retained_controls/mysql/source.tsv,legacy_file,cases/LONGTAIL/LONGTAIL_0011/runs/mysql/source.tsv,104,7efb9c2d5df46e80c766e4103de659a237c3c34828024f52d2530c6c1c60e8e4,7efb9c2d5df46e80c766e4103de659a237c3c34828024f52d2530c6c1c60e8e4,true,retained_control_evidence,evidence,yes,mysql source output,Copied mysql source output.
evidence/retained_controls/postgres/result_check.json,cases/LONGTAIL/LONGTAIL_0011/evidence/retained_controls/postgres/result_check.json,legacy_file,cases/LONGTAIL/LONGTAIL_0011/runs/pg/result_check.json,801,be316c7a9695e8af3855f4c36026accf479ffee48581096451cb967d13690261,be316c7a9695e8af3855f4c36026accf479ffee48581096451cb967d13690261,true,retained_control_evidence,evidence,yes,postgres result check summary,Copied postgres result_check.json.
evidence/retained_controls/postgres/rewrite_pos_01.tsv,cases/LONGTAIL/LONGTAIL_0011/evidence/retained_controls/postgres/rewrite_pos_01.tsv,legacy_file,cases/LONGTAIL/LONGTAIL_0011/runs/pg/rewrite_pos_01.tsv,104,7efb9c2d5df46e80c766e4103de659a237c3c34828024f52d2530c6c1c60e8e4,7efb9c2d5df46e80c766e4103de659a237c3c34828024f52d2530c6c1c60e8e4,true,retained_control_evidence,evidence,yes,postgres positive output,Copied postgres positive output.
evidence/retained_controls/postgres/source.tsv,cases/LONGTAIL/LONGTAIL_0011/evidence/retained_controls/postgres/source.tsv,legacy_file,cases/LONGTAIL/LONGTAIL_0011/runs/pg/source.tsv,104,7efb9c2d5df46e80c766e4103de659a237c3c34828024f52d2530c6c1c60e8e4,7efb9c2d5df46e80c766e4103de659a237c3c34828024f52d2530c6c1c60e8e4,true,retained_control_evidence,evidence,yes,postgres source output,Copied postgres source output.
evidence/retained_controls/spark/result_check.json,cases/LONGTAIL/LONGTAIL_0011/evidence/retained_controls/spark/result_check.json,legacy_file,cases/LONGTAIL/LONGTAIL_0011/runs/spark/result_check.json,807,b2ae0f90c36ee860fb6f1c93d7232ebde45598f4bb937573f2e61e284aed3ea1,b2ae0f90c36ee860fb6f1c93d7232ebde45598f4bb937573f2e61e284aed3ea1,true,retained_control_evidence,evidence,yes,spark result check summary,Copied spark result_check.json.
evidence/retained_controls/spark/rewrite_pos_01.tsv,cases/LONGTAIL/LONGTAIL_0011/evidence/retained_controls/spark/rewrite_pos_01.tsv,legacy_file,cases/LONGTAIL/LONGTAIL_0011/runs/spark/rewrite_pos_01.tsv,104,8d2c74b1dc8121e418b5c30a8a68d99397c25a5c9ed71ac323604619c6bf66a5,8d2c74b1dc8121e418b5c30a8a68d99397c25a5c9ed71ac323604619c6bf66a5,true,retained_control_evidence,evidence,yes,spark positive output,Copied spark positive output.
evidence/retained_controls/spark/source.tsv,cases/LONGTAIL/LONGTAIL_0011/evidence/retained_controls/spark/source.tsv,legacy_file,cases/LONGTAIL/LONGTAIL_0011/runs/spark/source.tsv,104,8d2c74b1dc8121e418b5c30a8a68d99397c25a5c9ed71ac323604619c6bf66a5,8d2c74b1dc8121e418b5c30a8a68d99397c25a5c9ed71ac323604619c6bf66a5,true,retained_control_evidence,evidence,yes,spark source output,Copied spark source output.
evidence/retained_plans/mysql/plan_check.json,cases/LONGTAIL/LONGTAIL_0011/evidence/retained_plans/mysql/plan_check.json,legacy_file,cases/LONGTAIL/LONGTAIL_0011/runs/mysql/plans/plan_check.json,873,6e6c15104c2171632d6abd1e9d7bebf6124a3a8610c94010414a91466d37b408,6e6c15104c2171632d6abd1e9d7bebf6124a3a8610c94010414a91466d37b408,true,retained_plan_evidence,evidence,yes,mysql plan observability,Copied mysql plan_check.json.
evidence/retained_plans/mysql/rewrite_neg_01.json,cases/LONGTAIL/LONGTAIL_0011/evidence/retained_plans/mysql/rewrite_neg_01.json,legacy_file,cases/LONGTAIL/LONGTAIL_0011/runs/mysql/plans/rewrite_neg_01.json,3748,8e1d3cf80305bfe9301530f4535ae3be9211327fa8f849efaef022f2db34fa3b,8e1d3cf80305bfe9301530f4535ae3be9211327fa8f849efaef022f2db34fa3b,true,retained_plan_evidence,evidence,yes,mysql plan observability,Copied mysql rewrite_neg_01.json.
evidence/retained_plans/mysql/rewrite_pos_01.json,cases/LONGTAIL/LONGTAIL_0011/evidence/retained_plans/mysql/rewrite_pos_01.json,legacy_file,cases/LONGTAIL/LONGTAIL_0011/runs/mysql/plans/rewrite_pos_01.json,3748,2a27ada7425e06df5c39c86214da1103da0f16efcd725a32a8d59bc54d14da71,2a27ada7425e06df5c39c86214da1103da0f16efcd725a32a8d59bc54d14da71,true,retained_plan_evidence,evidence,yes,mysql plan observability,Copied mysql rewrite_pos_01.json.
evidence/retained_plans/mysql/source.json,cases/LONGTAIL/LONGTAIL_0011/evidence/retained_plans/mysql/source.json,legacy_file,cases/LONGTAIL/LONGTAIL_0011/runs/mysql/plans/source.json,6442,126557c40166fd162353bcc8bbb6e27034747d2400a5e293b6d2cc8da87fc88e,126557c40166fd162353bcc8bbb6e27034747d2400a5e293b6d2cc8da87fc88e,true,retained_plan_evidence,evidence,yes,mysql plan observability,Copied mysql source.json.
evidence/retained_plans/postgres/plan_check.json,cases/LONGTAIL/LONGTAIL_0011/evidence/retained_plans/postgres/plan_check.json,legacy_file,cases/LONGTAIL/LONGTAIL_0011/runs/pg/plans/plan_check.json,890,110bc541454861c35dd06c0551edb9b26eed2569a1ab2234278ab85eefdef266,110bc541454861c35dd06c0551edb9b26eed2569a1ab2234278ab85eefdef266,true,retained_plan_evidence,evidence,yes,postgres plan observability,Copied postgres plan_check.json.
evidence/retained_plans/postgres/rewrite_neg_01.json,cases/LONGTAIL/LONGTAIL_0011/evidence/retained_plans/postgres/rewrite_neg_01.json,legacy_file,cases/LONGTAIL/LONGTAIL_0011/runs/pg/plans/rewrite_neg_01.json,3940,5fd4b9c8cbc7d23218c1463f03908dbbb875018fe29ec22c50b2574789db90c7,5fd4b9c8cbc7d23218c1463f03908dbbb875018fe29ec22c50b2574789db90c7,true,retained_plan_evidence,evidence,yes,postgres plan observability,Copied postgres rewrite_neg_01.json.
evidence/retained_plans/postgres/rewrite_pos_01.json,cases/LONGTAIL/LONGTAIL_0011/evidence/retained_plans/postgres/rewrite_pos_01.json,legacy_file,cases/LONGTAIL/LONGTAIL_0011/runs/pg/plans/rewrite_pos_01.json,3940,8c4cb52f45562f927a5cf29d683ad86dffa5b11d27274eea0628e2db7e1ff40c,8c4cb52f45562f927a5cf29d683ad86dffa5b11d27274eea0628e2db7e1ff40c,true,retained_plan_evidence,evidence,yes,postgres plan observability,Copied postgres rewrite_pos_01.json.
evidence/retained_plans/postgres/source.json,cases/LONGTAIL/LONGTAIL_0011/evidence/retained_plans/postgres/source.json,legacy_file,cases/LONGTAIL/LONGTAIL_0011/runs/pg/plans/source.json,5592,6ba37d95be836b573870d8505ba6cf50bd7ca143887c826a193092c17aed5947,6ba37d95be836b573870d8505ba6cf50bd7ca143887c826a193092c17aed5947,true,retained_plan_evidence,evidence,yes,postgres plan observability,Copied postgres source.json.
evidence/retained_plans/spark/plan_check.json,cases/LONGTAIL/LONGTAIL_0011/evidence/retained_plans/spark/plan_check.json,legacy_file,cases/LONGTAIL/LONGTAIL_0011/runs/spark/plans/plan_check.json,884,02aec3f4c52803a2608b487fcdb6ca6b136de08dd5c6f81c2f621567d25205bd,02aec3f4c52803a2608b487fcdb6ca6b136de08dd5c6f81c2f621567d25205bd,true,retained_plan_evidence,evidence,yes,spark plan check summary,Copied Spark plan_check.json.
evidence/retained_plans/spark/rewrite_neg_01.sanitized.txt,cases/LONGTAIL/LONGTAIL_0011/evidence/retained_plans/spark/rewrite_neg_01.sanitized.txt,generated_from_raw_plan,cases/LONGTAIL/LONGTAIL_0011/runs/spark/plans/rewrite_neg_01.txt,4859,95c0fbf878d0eab1b82fc03e017de8fb8c77243cd311d691ebadc0c436cc6349,840406240234da10d178667128eb549cc7ef8f37f1f7efc1ebece06f1b9d8a30,n/a_sanitized_derivative,sanitized_plan_evidence,evidence,yes,Spark hard-negative plan observability,Sanitized Spark plan; raw local temporary path traces redacted.
evidence/retained_plans/spark/rewrite_pos_01.sanitized.txt,cases/LONGTAIL/LONGTAIL_0011/evidence/retained_plans/spark/rewrite_pos_01.sanitized.txt,generated_from_raw_plan,cases/LONGTAIL/LONGTAIL_0011/runs/spark/plans/rewrite_pos_01.txt,4883,d918598c312b33bc6f94e0461d46a2c22c31f3bae250026a37b9beb9ae6edc3a,b81f1035123a53cc2a8dec5c3734c28cb834a92e80c733ad0743df6098988c34,n/a_sanitized_derivative,sanitized_plan_evidence,evidence,yes,Spark positive plan observability,Sanitized Spark plan; raw local temporary path traces redacted.
evidence/retained_plans/spark/source.sanitized.txt,cases/LONGTAIL/LONGTAIL_0011/evidence/retained_plans/spark/source.sanitized.txt,generated_from_raw_plan,cases/LONGTAIL/LONGTAIL_0011/runs/spark/plans/source.txt,9155,5a3751fc726366f2f2e8910d58589773fde11dcbab63c1ab0aca718164d507bf,cbee35c111290651870ade1f6dae13808bd3bd44c5a20536a411a8bbe5313685,n/a_sanitized_derivative,sanitized_plan_evidence,evidence,yes,Spark source plan observability,Sanitized Spark plan; raw local temporary path traces redacted.
evidence/runs_retention.yaml,cases/LONGTAIL/LONGTAIL_0011/evidence/runs_retention.yaml,generated_from_audit,generated_from_audit,25262,a10a9c01ad05dc45aa5a9262e7fa94c4be0b9368423a42dcea1f7b7d0340619a,,n/a_generated,runs_retention,evidence,yes,runs retention mapping,Generated full retention mapping with sanitized Spark plan references.
manifest.yaml,cases/LONGTAIL/LONGTAIL_0011/manifest.yaml,generated_from_manifest,generated_from_manifest,6659,528d8ee5a996b99902faf73ed12f9e7c275df7988a457cc40a996fcca39c073b,,n/a_generated,manifest,root,yes,canonical manifest,Generated canonical manifest from legacy identity and retained evidence mapping.
metadata/artifact_paths.yaml,cases/LONGTAIL/LONGTAIL_0011/metadata/artifact_paths.yaml,generated_summary,generated_summary,656,0e3c9643feb0ce7d13caf33855fcc739c357190692d32560b5b94d138d3dc60f,,n/a_generated,metadata,metadata,yes,artifact paths,Generated artifact path map.
metadata/denominator_eligibility.yaml,cases/LONGTAIL/LONGTAIL_0011/metadata/denominator_eligibility.yaml,generated_summary,generated_summary,474,826f7c9137396899c0fb25454314964c08a2da5e2d70c82e55178227e555f3f6,,n/a_generated,metadata,metadata,yes,denominator eligibility,Generated denominator boundary metadata.
metadata/engine_support.yaml,cases/LONGTAIL/LONGTAIL_0011/metadata/engine_support.yaml,generated_summary,generated_summary,880,58f0a5bb4815b57d72f75fe5161575d155d14ee2ba46b774f9b44df71dfc320c,,n/a_generated,metadata,metadata,yes,engine support,Generated engine support summary.
metadata/provenance.yaml,cases/LONGTAIL/LONGTAIL_0011/metadata/provenance.yaml,generated_from_manifest,generated_from_manifest,616,e1f561a7a490018e38daf2c5bedf46ea904da5434b05ddc323e7174868cc4045,,n/a_generated,metadata,metadata,yes,provenance,Generated provenance summary.
metadata/taxonomy.yaml,cases/LONGTAIL/LONGTAIL_0011/metadata/taxonomy.yaml,generated_from_manifest,generated_from_manifest,701,65112a930db68918fcc8ac17b2f5d0a5408cf2b6b63a2d22410cd8cb2845cc81,,n/a_generated,metadata,metadata,yes,taxonomy,Generated structural taxonomy without frequency claim.
notes/migration_notes.md,cases/LONGTAIL/LONGTAIL_0011/notes/migration_notes.md,generated_summary,generated_summary,1706,fb006bc4ad70586abca687c391c7c4b2a31e41732ed0d21f2658afea3ba7e208,,n/a_generated,note,notes,yes,migration notes,Generated migration notes with approved hard-negative reason and boundaries.
notes/promotion_checklist.md,cases/LONGTAIL/LONGTAIL_0011/notes/promotion_checklist.md,legacy_file,cases/LONGTAIL/LONGTAIL_0011/promotion_checklist.md,535,31594f50bc10e3360a85d7fcc8fa16af1d736bedfbb0b349d0f74609eb5d207d,31594f50bc10e3360a85d7fcc8fa16af1d736bedfbb0b349d0f74609eb5d207d,true,note,notes,yes,promotion_checklist,Copied promotion checklist as historical note; no admission claim.
notes/risk_notes.md,cases/LONGTAIL/LONGTAIL_0011/notes/risk_notes.md,legacy_file,cases/LONGTAIL/LONGTAIL_0011/risk_notes.md,156,f44baa75c39506264b3b275d6a336f87e27ea8052c7e2b4f1190ebdd66a43039,f44baa75c39506264b3b275d6a336f87e27ea8052c7e2b4f1190ebdd66a43039,true,note,notes,yes,risk_note,Copied risk notes.
notes/schema_notes.md,cases/LONGTAIL/LONGTAIL_0011/notes/schema_notes.md,legacy_file,cases/LONGTAIL/LONGTAIL_0011/schema_notes.md,187,ed6cec9d8a4248b5adbec37e0d9aadfd68a7b24c899878634e994360802e7723,ed6cec9d8a4248b5adbec37e0d9aadfd68a7b24c899878634e994360802e7723,true,note,notes,yes,schema_note,Copied schema notes.
notes/witness_design_notes.md,cases/LONGTAIL/LONGTAIL_0011/notes/witness_design_notes.md,legacy_file,cases/LONGTAIL/LONGTAIL_0011/witness_design_notes.md,358,d8d475168e578e1e8ac1c0147df7072fd3ae9efa6915bda6fe7d740c3660dbc0,d8d475168e578e1e8ac1c0147df7072fd3ae9efa6915bda6fe7d740c3660dbc0,true,note,notes,yes,witness_design_note,Copied witness design notes.
runs/README.md,cases/LONGTAIL/LONGTAIL_0011/runs/README.md,generated_summary,generated_summary,277,a0450774691e39a25ecd06565244059c4c47a2ff0d4b7abdb6cd66ed9b94603c,,n/a_generated,note,runs,yes,runs policy placeholder,Generated runs policy placeholder.
schema/mysql/ddl.sql,cases/LONGTAIL/LONGTAIL_0011/schema/mysql/ddl.sql,legacy_file,cases/LONGTAIL/LONGTAIL_0011/schema/ddl_mysql.sql,188,6974652e658d3dbf0d9879190796fee663e48cc4d5627e209024a14fb6634633,6974652e658d3dbf0d9879190796fee663e48cc4d5627e209024a14fb6634633,true,schema,schema,yes,schema_data_context,Copied MySQL DDL.
schema/mysql/load.sql,cases/LONGTAIL/LONGTAIL_0011/schema/mysql/load.sql,legacy_file,cases/LONGTAIL/LONGTAIL_0011/validation/mysql_witness_data.sql,333,b173443d623c2985a8135827243846dfddcaed2034ac8472824f62d38247d468,b173443d623c2985a8135827243846dfddcaed2034ac8472824f62d38247d468,true,witness_load,schema,yes,schema_data_context,Copied MySQL witness data.
schema/postgres/ddl.sql,cases/LONGTAIL/LONGTAIL_0011/schema/postgres/ddl.sql,legacy_file,cases/LONGTAIL/LONGTAIL_0011/schema/ddl_pg.sql,188,6974652e658d3dbf0d9879190796fee663e48cc4d5627e209024a14fb6634633,6974652e658d3dbf0d9879190796fee663e48cc4d5627e209024a14fb6634633,true,schema,schema,yes,schema_data_context,Copied PostgreSQL DDL.
schema/postgres/load.sql,cases/LONGTAIL/LONGTAIL_0011/schema/postgres/load.sql,legacy_file,cases/LONGTAIL/LONGTAIL_0011/validation/pg_witness_data.sql,333,b173443d623c2985a8135827243846dfddcaed2034ac8472824f62d38247d468,b173443d623c2985a8135827243846dfddcaed2034ac8472824f62d38247d468,true,witness_load,schema,yes,schema_data_context,Copied PostgreSQL witness data.
schema/schema_profile.yaml,cases/LONGTAIL/LONGTAIL_0011/schema/schema_profile.yaml,generated_from_audit,generated_from_audit,1081,b22dee71d66df7b031d0b5defe9f6642e14afc7dfbbe58c507340b105c4d98ab,,n/a_generated,metadata,schema,yes,schema profile,Generated schema profile from retained DDL and witness files.
schema/spark/ddl.sql,cases/LONGTAIL/LONGTAIL_0011/schema/spark/ddl.sql,legacy_file,cases/LONGTAIL/LONGTAIL_0011/schema/ddl_spark.sql,194,13100e4efae19e86cfae282799c3e1f2608b87eb0afe3d8764bd60c2a52222a1,13100e4efae19e86cfae282799c3e1f2608b87eb0afe3d8764bd60c2a52222a1,true,schema,schema,yes,schema_data_context,Copied Spark DDL.
schema/spark/load.sql,cases/LONGTAIL/LONGTAIL_0011/schema/spark/load.sql,legacy_file,cases/LONGTAIL/LONGTAIL_0011/validation/spark_witness_data.sql,333,b173443d623c2985a8135827243846dfddcaed2034ac8472824f62d38247d468,b173443d623c2985a8135827243846dfddcaed2034ac8472824f62d38247d468,true,witness_load,schema,yes,schema_data_context,Copied Spark witness data.
sql/negatives/neg_01.sql,cases/LONGTAIL/LONGTAIL_0011/sql/negatives/neg_01.sql,legacy_file,cases/LONGTAIL/LONGTAIL_0011/rewrite_neg_01.sql,570,6f588cbf2491c285bd7a3b1e24e223a0f23bcd584c3f6d084bde6a7eae146cad,6f588cbf2491c285bd7a3b1e24e223a0f23bcd584c3f6d084bde6a7eae146cad,true,sql,sql,yes,hard_negative,Copied intentional hard negative.
sql/positives/pos_01.sql,cases/LONGTAIL/LONGTAIL_0011/sql/positives/pos_01.sql,legacy_file,cases/LONGTAIL/LONGTAIL_0011/rewrite_pos_01.sql,570,c7ee2f85895548ac4849e8598a9ba37be717e2e237c47bce883afaadd5398592,c7ee2f85895548ac4849e8598a9ba37be717e2e237c47bce883afaadd5398592,true,sql,sql,yes,positive_rewrite,Copied positive rewrite.
sql/source.sql,cases/LONGTAIL/LONGTAIL_0011/sql/source.sql,adapted_legacy_file,cases/LONGTAIL/LONGTAIL_0011/source.sql,846,dc674b49bd030f320141fe221ee3a9e7bd4791a47049f757ec9c72ad62d37928,296449bb449f3a4cf8803771c3d61593ea2b9bddfa6eafa25de4ce46026f7af6,n/a_intentional_whitespace_normalization,sql,sql,yes,source_sql,Migrated source SQL with trailing whitespace removed in release copy; SQL semantics unchanged.
validation/run_mysql_plan_collection.sh,cases/LONGTAIL/LONGTAIL_0011/validation/run_mysql_plan_collection.sh,adapted_legacy_file,cases/LONGTAIL/LONGTAIL_0011/validation/run_mysql_plan_collection.sh,3673,2a433672efcb0a6232c873c5404d9f4f45df0af775dbcd5f5e884939f82f7e37,08cc8aea7473a72a660a2912b5e70f8453e17ac54ca33d839af99745590275c5,n/a_intentional_adaptation,validation_script,validation,yes,retained legacy plan collection asset,Adapted to canonical paths and output-policy caveat.
validation/run_mysql_validation.sh,cases/LONGTAIL/LONGTAIL_0011/validation/run_mysql_validation.sh,adapted_legacy_file,cases/LONGTAIL/LONGTAIL_0011/validation/run_mysql_validation.sh,3439,57a4e18343267337893b69b059e22c872c269bd9f4a4b1870356bcf6a4ed9502,ccd0c19a47c8db1d7a45caeb95b889f5006a26ef4763e6ce87938716393cdc9e,n/a_intentional_adaptation,validation_script,validation,yes,retained legacy validation asset,Adapted to canonical paths and output-policy caveat.
validation/run_postgres_plan_collection.sh,cases/LONGTAIL/LONGTAIL_0011/validation/run_postgres_plan_collection.sh,adapted_legacy_file,cases/LONGTAIL/LONGTAIL_0011/validation/run_pg_plan_collection.sh,3045,c7ab0bf77b5def86289cccadd61b693b8b4b98dd98a27ebc88d783a7e1c5ef2d,0749637a7a8231383b8685ed983681dd5ab4a706cbb2f7b9613d6b14a39b3581,n/a_intentional_adaptation,validation_script,validation,yes,retained legacy plan collection asset,Adapted to canonical paths and output-policy caveat.
validation/run_postgres_validation.sh,cases/LONGTAIL/LONGTAIL_0011/validation/run_postgres_validation.sh,adapted_legacy_file,cases/LONGTAIL/LONGTAIL_0011/validation/run_pg_validation.sh,2642,a80e2d5a9da6e82d62034f65ca87c66de4e6a7c10b2388ea7684697996a9c288,477a0cb20a5e4fadf92fba40c75e983170feb627c780b74911259f933ec55640,n/a_intentional_adaptation,validation_script,validation,yes,retained legacy validation asset,Adapted to canonical paths and output-policy caveat.
validation/run_spark_plan_collection.sh,cases/LONGTAIL/LONGTAIL_0011/validation/run_spark_plan_collection.sh,adapted_legacy_file,cases/LONGTAIL/LONGTAIL_0011/validation/run_spark_plan_collection.sh,4707,e1bf925a9ee6768b1d10d8a275bef2e17a2d0b706fe06a268c90252c9649218f,00c0d2c291ee8baa57952bec078afe6261effcbb90ef2bb289821aa9a7fb1e87,n/a_intentional_adaptation,validation_script,validation,yes,retained legacy plan collection asset,Adapted to canonical paths; WSL wording removed; output-policy caveat added.
validation/run_spark_validation.sh,cases/LONGTAIL/LONGTAIL_0011/validation/run_spark_validation.sh,adapted_legacy_file,cases/LONGTAIL/LONGTAIL_0011/validation/run_spark_validation.sh,4711,ca4adbcb31422740737f239087be8225ba0cc8eeb0393142dcd1eedb8d3746cd,d26d7db52ae0fd4a04894f0ea482463fe006a39ac0a872162b11706f5f8e3dc3,n/a_intentional_adaptation,validation_script,validation,yes,retained legacy validation asset,Adapted to canonical paths; WSL wording removed; output-policy caveat added.
