artifact_id,source_repo_path,relative_path,file_type,size_bytes,modified_time_if_available,category,common_core_related,pool_or_case_scope,method_or_route_if_inferable,denominator_scope_if_inferable,paper_facing_candidate,public_hygiene_risk,sensitive_risk,recommended_public_action,notes
legacy_report_artifact_00011,legacy:reports/curation/common_core_v0_final_denominator.md,reports/curation/common_core_v0_final_denominator.md,md,1492,2026-05-13T23:38:41,denominator_or_membership_reference,true,PORT,portability,common_core_v0_40_or_related,true,true,false,retain_by_reference_only,risk_patterns=<LOCAL_PATH_PATTERN>; legacy results/ path absent in inspected snapshot
legacy_report_artifact_00012,legacy:reports/curation/common_core_v0_registry_writeback_proposal.csv,reports/curation/common_core_v0_registry_writeback_proposal.csv,csv,19089,2026-05-13T23:38:41,unknown_manual_review_required,true,PORT,portability,common_core_v0_40_or_related,false,false,false,defer_manual_review,legacy results/ path absent in inspected snapshot
legacy_report_artifact_00013,legacy:reports/curation/common_core_v0_registry_writeback_proposal.md,reports/curation/common_core_v0_registry_writeback_proposal.md,md,5353,2026-05-13T23:38:41,unknown_manual_review_required,true,PORT,portability,common_core_v0_40_or_related,false,true,false,defer_manual_review,risk_patterns=<LOCAL_PATH_PATTERN>; legacy results/ path absent in inspected snapshot
legacy_report_artifact_00014,legacy:reports/curation/common_core_v0_replacement_preflight.csv,reports/curation/common_core_v0_replacement_preflight.csv,csv,24523,2026-05-13T23:38:41,method_output_retained_reference,true,PORT,portability,common_core_v0_40_or_related,true,false,false,copy_to_results_retained_later,legacy results/ path absent in inspected snapshot
legacy_report_artifact_00015,legacy:reports/curation/common_core_v0_replacement_preflight.json,reports/curation/common_core_v0_replacement_preflight.json,json,43186,2026-05-13T23:38:41,method_output_retained_reference,true,PORT,portability,common_core_v0_40_or_related,true,false,false,copy_to_results_retained_later,legacy results/ path absent in inspected snapshot
legacy_report_artifact_00016,legacy:reports/curation/common_core_v0_replacement_preflight.md,reports/curation/common_core_v0_replacement_preflight.md,md,12115,2026-05-13T23:38:41,method_output_retained_reference,true,PORT,portability,common_core_v0_40_or_related,true,false,false,copy_to_results_retained_later,legacy results/ path absent in inspected snapshot
legacy_report_artifact_00017,legacy:reports/curation/longtail_sqlstorm_common_core_review_prep.csv,reports/curation/longtail_sqlstorm_common_core_review_prep.csv,csv,14585,2026-05-13T23:38:41,unknown_manual_review_required,false,PORT;LONGTAIL,portability,not_inferable,false,false,false,defer_manual_review,legacy results/ path absent in inspected snapshot
legacy_report_artifact_00018,legacy:reports/curation/longtail_sqlstorm_common_core_review_prep.json,reports/curation/longtail_sqlstorm_common_core_review_prep.json,json,25994,2026-05-13T23:38:41,unknown_manual_review_required,false,PORT;LONGTAIL,portability,not_inferable,false,false,false,defer_manual_review,legacy results/ path absent in inspected snapshot
legacy_report_artifact_00019,legacy:reports/curation/longtail_sqlstorm_common_core_review_prep.md,reports/curation/longtail_sqlstorm_common_core_review_prep.md,md,7659,2026-05-13T23:38:41,unknown_manual_review_required,false,PORT;LONGTAIL,portability,not_inferable,false,false,false,defer_manual_review,legacy results/ path absent in inspected snapshot
legacy_report_artifact_00020,legacy:reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/ARTIFACT_INDEX.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/ARTIFACT_INDEX.csv,csv,23515,2026-05-13T23:38:41,paper_facing_retained_evidence,true,PORT,portability,common_core_v0_40_or_related,true,false,false,copy_to_results_retained_later,legacy results/ path absent in inspected snapshot
legacy_report_artifact_00021,legacy:reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/DECISION_NOTES.md,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/DECISION_NOTES.md,md,5521,2026-05-13T23:38:41,paper_facing_retained_evidence,true,PORT,portability,common_core_v0_40_or_related,true,true,false,copy_to_results_retained_later,risk_patterns=<LOCAL_PATH_PATTERN>; legacy results/ path absent in inspected snapshot
legacy_report_artifact_00022,legacy:reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/METHOD_STATUS_LEDGER.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/METHOD_STATUS_LEDGER.csv,csv,9455,2026-05-13T23:38:41,paper_facing_retained_evidence,true,PORT,portability,common_core_v0_40_or_related,true,false,false,copy_to_results_retained_later,legacy results/ path absent in inspected snapshot
legacy_report_artifact_00023,legacy:reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/NEXT_ACTIONS.md,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/NEXT_ACTIONS.md,md,986,2026-05-13T23:38:41,paper_facing_retained_evidence,true,PORT,portability,common_core_v0_40_or_related,true,false,false,copy_to_results_retained_later,legacy results/ path absent in inspected snapshot
legacy_report_artifact_00024,legacy:reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/README.md,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/README.md,md,1831,2026-05-13T23:38:41,paper_facing_retained_evidence,true,PORT,portability,common_core_v0_40_or_related,true,false,false,copy_to_results_retained_later,legacy results/ path absent in inspected snapshot
legacy_report_artifact_00025,legacy:reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/RECOVERY_PRIORITY_DECISION_V1.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/RECOVERY_PRIORITY_DECISION_V1.csv,csv,2778,2026-05-13T23:38:41,paper_facing_retained_evidence,true,PORT,portability,common_core_v0_40_or_related,true,false,false,copy_to_results_retained_later,legacy results/ path absent in inspected snapshot
legacy_report_artifact_00026,legacy:reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/RECOVERY_PRIORITY_DECISION_V1.md,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/RECOVERY_PRIORITY_DECISION_V1.md,md,2047,2026-05-13T23:38:41,paper_facing_retained_evidence,true,PORT,portability,common_core_v0_40_or_related,true,false,false,copy_to_results_retained_later,legacy results/ path absent in inspected snapshot
legacy_report_artifact_00027,legacy:reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/RERUN_CAMPAIGN_LEDGER.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/RERUN_CAMPAIGN_LEDGER.csv,csv,10164,2026-05-13T23:38:41,paper_facing_retained_evidence,true,PORT,portability,common_core_v0_40_or_related,true,false,false,copy_to_results_retained_later,legacy results/ path absent in inspected snapshot
legacy_report_artifact_00028,legacy:reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/calcite_hep_93_exact_timing_denominator_gap_summary_v1.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/calcite_hep_93_exact_timing_denominator_gap_summary_v1.csv,csv,597,2026-05-13T23:38:41,denominator_or_membership_reference,true,PORT,calcite_hep;portability,common_core_v0_40_or_related,true,false,false,retain_by_reference_only,legacy results/ path absent in inspected snapshot
legacy_report_artifact_00029,legacy:reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/calcite_hep_93_exact_timing_denominator_gap_summary_v1.md,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/calcite_hep_93_exact_timing_denominator_gap_summary_v1.md,md,1255,2026-05-13T23:38:41,denominator_or_membership_reference,true,PORT,calcite_hep;portability,common_core_v0_40_or_related,true,false,false,retain_by_reference_only,legacy results/ path absent in inspected snapshot
legacy_report_artifact_00030,legacy:reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/calcite_hep_93_exact_timing_denominator_preflight_v1.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/calcite_hep_93_exact_timing_denominator_preflight_v1.csv,csv,99477,2026-05-13T23:38:41,denominator_or_membership_reference,true,PORT,calcite_hep;portability,common_core_v0_40_or_related,true,false,false,retain_by_reference_only,legacy results/ path absent in inspected snapshot
legacy_report_artifact_00031,legacy:reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/calcite_hep_93_exact_timing_denominator_preflight_v1.md,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/calcite_hep_93_exact_timing_denominator_preflight_v1.md,md,104562,2026-05-13T23:38:41,denominator_or_membership_reference,true,PORT,calcite_hep;portability,common_core_v0_40_or_related,true,false,false,retain_by_reference_only,legacy results/ path absent in inspected snapshot
legacy_report_artifact_00032,legacy:reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/calcite_hep_93_exact_timing_result_card_v1.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/calcite_hep_93_exact_timing_result_card_v1.csv,csv,1219,2026-05-13T23:38:41,paper_facing_retained_evidence,true,PORT,calcite_hep;portability,common_core_v0_40_or_related,true,false,false,copy_to_results_retained_later,legacy results/ path absent in inspected snapshot
legacy_report_artifact_00033,legacy:reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/calcite_hep_93_exact_timing_result_card_v1.md,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/calcite_hep_93_exact_timing_result_card_v1.md,md,1875,2026-05-13T23:38:41,paper_facing_retained_evidence,true,PORT,calcite_hep;portability,common_core_v0_40_or_related,true,false,false,copy_to_results_retained_later,legacy results/ path absent in inspected snapshot
legacy_report_artifact_00034,legacy:reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/candidate_false_accept_audit_v1.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/candidate_false_accept_audit_v1.csv,csv,6139,2026-05-13T23:38:41,paper_facing_retained_evidence,true,PORT,portability,common_core_v0_40_or_related,true,false,false,copy_to_results_retained_later,legacy results/ path absent in inspected snapshot
legacy_report_artifact_00035,legacy:reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/candidate_false_accept_audit_v1.md,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/candidate_false_accept_audit_v1.md,md,7490,2026-05-13T23:38:41,paper_facing_retained_evidence,true,PORT,portability,common_core_v0_40_or_related,true,false,false,copy_to_results_retained_later,legacy results/ path absent in inspected snapshot
legacy_report_artifact_00036,legacy:reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/case_level_failure_export_gap_summary_v1.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/case_level_failure_export_gap_summary_v1.csv,csv,1723,2026-05-13T23:38:41,paper_facing_retained_evidence,true,PORT,portability,common_core_v0_40_or_related,true,true,false,copy_to_results_retained_later,risk_patterns=stderr; legacy results/ path absent in inspected snapshot
legacy_report_artifact_00037,legacy:reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/case_level_failure_export_gap_summary_v1.md,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/case_level_failure_export_gap_summary_v1.md,md,2374,2026-05-13T23:38:41,paper_facing_retained_evidence,true,PORT,portability,common_core_v0_40_or_related,true,true,false,copy_to_results_retained_later,risk_patterns=stderr; legacy results/ path absent in inspected snapshot
legacy_report_artifact_00038,legacy:reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/case_level_failure_export_v1.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/case_level_failure_export_v1.csv,csv,183544,2026-05-13T23:38:41,paper_facing_retained_evidence,true,PORT,portability,common_core_v0_40_or_related,true,true,false,copy_to_results_retained_later,risk_patterns=<LOCAL_PATH_PATTERN>;<LOOPBACK_IP_PATTERN>;stdout;stderr; legacy results/ path absent in inspected snapshot
legacy_report_artifact_00039,legacy:reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/case_level_failure_export_v1.md,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/case_level_failure_export_v1.md,md,191695,2026-05-13T23:38:41,paper_facing_retained_evidence,true,PORT,portability,common_core_v0_40_or_related,true,true,false,copy_to_results_retained_later,risk_patterns=<LOCAL_PATH_PATTERN>;<LOOPBACK_IP_PATTERN>;stdout;stderr; legacy results/ path absent in inspected snapshot
legacy_report_artifact_00040,legacy:reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/common_core_v0_paper_results_readme_v1.md,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/common_core_v0_paper_results_readme_v1.md,md,3046,2026-05-13T23:38:41,paper_summary_table,true,PORT,portability,common_core_v0_40_or_related,true,false,false,summarize_in_public_report_later,legacy results/ path absent in inspected snapshot
legacy_report_artifact_00041,legacy:reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/common_core_v0_paper_results_readme_v2.md,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/common_core_v0_paper_results_readme_v2.md,md,3300,2026-05-13T23:38:41,paper_summary_table,true,PORT,portability,common_core_v0_40_or_related,true,false,false,summarize_in_public_report_later,legacy results/ path absent in inspected snapshot
legacy_report_artifact_00042,legacy:reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/common_core_v0_paper_results_readme_v3.md,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/common_core_v0_paper_results_readme_v3.md,md,1675,2026-05-13T23:38:41,paper_summary_table,true,PORT,portability,common_core_v0_40_or_related,true,false,false,summarize_in_public_report_later,legacy results/ path absent in inspected snapshot
legacy_report_artifact_00043,legacy:reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/common_core_v0_paper_results_readme_v4.md,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/common_core_v0_paper_results_readme_v4.md,md,1543,2026-05-13T23:38:41,paper_summary_table,true,PORT,portability,common_core_v0_40_or_related,true,false,false,summarize_in_public_report_later,legacy results/ path absent in inspected snapshot
legacy_report_artifact_00044,legacy:reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/common_core_v0_paper_results_readme_v5.md,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/common_core_v0_paper_results_readme_v5.md,md,1503,2026-05-13T23:38:41,paper_summary_table,true,PORT,portability,common_core_v0_40_or_related,true,false,false,summarize_in_public_report_later,legacy results/ path absent in inspected snapshot
legacy_report_artifact_00045,legacy:reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/common_core_v0_paper_results_readme_v6.md,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/common_core_v0_paper_results_readme_v6.md,md,1405,2026-05-13T23:38:41,paper_summary_table,true,PORT,portability,common_core_v0_40_or_related,true,false,false,summarize_in_public_report_later,legacy results/ path absent in inspected snapshot
legacy_report_artifact_00046,legacy:reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/common_core_v0_paper_results_readme_v7.md,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/common_core_v0_paper_results_readme_v7.md,md,642,2026-05-13T23:38:41,paper_summary_table,true,PORT,portability,common_core_v0_40_or_related,true,false,false,summarize_in_public_report_later,legacy results/ path absent in inspected snapshot
legacy_report_artifact_00047,legacy:reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/common_core_v0_paper_results_readme_v8.md,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/common_core_v0_paper_results_readme_v8.md,md,1134,2026-05-13T23:38:41,paper_summary_table,true,PORT,portability,common_core_v0_40_or_related,true,false,false,summarize_in_public_report_later,legacy results/ path absent in inspected snapshot
legacy_report_artifact_00048,legacy:reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/common_core_v0_paper_results_readme_v9_PREVIEW.md,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/common_core_v0_paper_results_readme_v9_PREVIEW.md,md,793,2026-05-13T23:38:41,paper_summary_table,true,PORT,portability,common_core_v0_40_or_related,true,false,false,summarize_in_public_report_later,legacy results/ path absent in inspected snapshot
legacy_report_artifact_00049,legacy:reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/common_core_v0_run_event_long_v1.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/common_core_v0_run_event_long_v1.csv,csv,627289,2026-05-13T23:38:41,paper_facing_retained_evidence,true,PORT,portability,common_core_v0_40_or_related,true,true,false,copy_to_results_retained_later,risk_patterns=<LOCAL_PATH_PATTERN>;<LOOPBACK_IP_PATTERN>;stdout;stderr; legacy results/ path absent in inspected snapshot
legacy_report_artifact_00050,legacy:reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/common_core_v0_run_event_long_v1.md,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/common_core_v0_run_event_long_v1.md,md,658356,2026-05-13T23:38:41,paper_facing_retained_evidence,true,PORT,portability,common_core_v0_40_or_related,true,true,false,copy_to_results_retained_later,risk_patterns=<LOCAL_PATH_PATTERN>;<LOOPBACK_IP_PATTERN>;stdout;stderr; legacy results/ path absent in inspected snapshot
legacy_report_artifact_00051,legacy:reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/controls_route_split_v1.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/controls_route_split_v1.csv,csv,1658,2026-05-13T23:38:41,paper_facing_retained_evidence,true,PORT,controls;portability,common_core_v0_40_or_related,true,false,false,copy_to_results_retained_later,legacy results/ path absent in inspected snapshot
legacy_report_artifact_00052,legacy:reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/controls_route_split_v1.md,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/controls_route_split_v1.md,md,1918,2026-05-13T23:38:41,paper_facing_retained_evidence,true,PORT,controls;portability,common_core_v0_40_or_related,true,false,false,copy_to_results_retained_later,legacy results/ path absent in inspected snapshot
legacy_report_artifact_00053,legacy:reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/direct_llm_execute_repair_1shot_result_card_v1.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/direct_llm_execute_repair_1shot_result_card_v1.csv,csv,658,2026-05-13T23:38:41,paper_facing_retained_evidence,true,PORT,direct_llm;portability,common_core_v0_40_or_related,true,true,true,copy_to_results_retained_later,risk_patterns=token; legacy results/ path absent in inspected snapshot
legacy_report_artifact_00054,legacy:reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/direct_llm_execute_repair_1shot_result_card_v1.md,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/direct_llm_execute_repair_1shot_result_card_v1.md,md,1209,2026-05-13T23:38:41,paper_facing_retained_evidence,true,PORT,direct_llm;portability,common_core_v0_40_or_related,true,true,true,copy_to_results_retained_later,risk_patterns=prompt;token; legacy results/ path absent in inspected snapshot
legacy_report_artifact_00055,legacy:reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/direct_llm_execute_repair_candidate_set_v1.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/direct_llm_execute_repair_candidate_set_v1.csv,csv,34689,2026-05-13T23:38:41,paper_facing_retained_evidence,true,PORT,direct_llm;portability,common_core_v0_40_or_related,true,true,false,copy_to_results_retained_later,risk_patterns=stderr; legacy results/ path absent in inspected snapshot
legacy_report_artifact_00056,legacy:reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/direct_llm_execute_repair_candidate_set_v1.md,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/direct_llm_execute_repair_candidate_set_v1.md,md,36820,2026-05-13T23:38:41,paper_facing_retained_evidence,true,PORT,direct_llm;portability,common_core_v0_40_or_related,true,true,false,copy_to_results_retained_later,risk_patterns=stderr; legacy results/ path absent in inspected snapshot
legacy_report_artifact_00057,legacy:reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/direct_llm_execute_repair_model_policy_recommendation_v1.md,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/direct_llm_execute_repair_model_policy_recommendation_v1.md,md,3084,2026-05-13T23:38:41,paper_facing_retained_evidence,true,PORT,direct_llm;portability,common_core_v0_40_or_related,true,true,true,copy_to_results_retained_later,risk_patterns=prompt;token; legacy results/ path absent in inspected snapshot
legacy_report_artifact_00058,legacy:reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/direct_llm_execute_repair_preflight_summary_v1.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/direct_llm_execute_repair_preflight_summary_v1.csv,csv,749,2026-05-13T23:38:41,paper_facing_retained_evidence,true,PORT,direct_llm;portability,common_core_v0_40_or_related,true,true,true,copy_to_results_retained_later,risk_patterns=prompt; legacy results/ path absent in inspected snapshot
legacy_report_artifact_00059,legacy:reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/direct_llm_execute_repair_preflight_summary_v1.md,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/direct_llm_execute_repair_preflight_summary_v1.md,md,1493,2026-05-13T23:38:41,paper_facing_retained_evidence,true,PORT,direct_llm;portability,common_core_v0_40_or_related,true,true,true,copy_to_results_retained_later,risk_patterns=prompt; legacy results/ path absent in inspected snapshot
legacy_report_artifact_00060,legacy:reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/direct_llm_execute_repair_prompt_input_manifest_v1.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/direct_llm_execute_repair_prompt_input_manifest_v1.csv,csv,6878,2026-05-13T23:38:41,sensitive_or_hygiene_review_required,true,PORT,direct_llm;portability,common_core_v0_40_or_related,false,true,true,defer_manual_review,risk_patterns=prompt; legacy results/ path absent in inspected snapshot
legacy_report_artifact_00061,legacy:reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/direct_llm_execute_repair_prompt_input_manifest_v1.md,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/direct_llm_execute_repair_prompt_input_manifest_v1.md,md,8207,2026-05-13T23:38:41,sensitive_or_hygiene_review_required,true,PORT,direct_llm;portability,common_core_v0_40_or_related,false,true,true,defer_manual_review,risk_patterns=prompt; legacy results/ path absent in inspected snapshot
legacy_report_artifact_00062,legacy:reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/direct_llm_execute_repair_protocol_v1.md,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/direct_llm_execute_repair_protocol_v1.md,md,1343,2026-05-13T23:38:41,paper_facing_retained_evidence,true,PORT,direct_llm;portability,common_core_v0_40_or_related,true,true,true,copy_to_results_retained_later,risk_patterns=prompt; legacy results/ path absent in inspected snapshot
legacy_report_artifact_00063,legacy:reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/direct_llm_original_model_metadata_audit_v1.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/direct_llm_original_model_metadata_audit_v1.csv,csv,5204,2026-05-13T23:38:41,sensitive_or_hygiene_review_required,true,PORT,direct_llm;portability,common_core_v0_40_or_related,false,true,true,defer_manual_review,risk_patterns=prompt;token; legacy results/ path absent in inspected snapshot
legacy_report_artifact_00064,legacy:reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/direct_llm_original_model_metadata_audit_v1.md,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/direct_llm_original_model_metadata_audit_v1.md,md,6327,2026-05-13T23:38:41,sensitive_or_hygiene_review_required,true,PORT,direct_llm;portability,common_core_v0_40_or_related,false,true,true,defer_manual_review,risk_patterns=prompt;token; legacy results/ path absent in inspected snapshot
