case_id,relative_path,absolute_path,exists,file_type,extension,size_bytes,sha256,git_tracked,text_or_binary,risk_local_path,risk_prompt_api_token,risk_log_debug,risk_spark_warehouse,risk_large_or_binary,risk_unknown,evidence_role,referenced_by,static_reference_summary,classification,recommended_action,do_not_delete,notes
PORT_0008,cases/PORT/PORT_0008/runs/spark/rewrite_neg_01.tsv,/home/tianci_gao/code/sql-rewrite-bench-artifact-clean/cases/PORT/PORT_0008/runs/spark/rewrite_neg_01.tsv,yes,text/tab-separated-values,.tsv,48,e86082aea4b87c1712e5bf376c24c0d2814eb65c9fc7ab238408b7240ae2190e,yes,text,no,no,no,no,no,no,source / positive / negative execution evidence,validation_scripts;prior_audit;reports/evaluation/common_core_v0;inventory_case_registry;docs;benchmark_spec,case-level match in prior_audit:/home/tianci_gao/code/sql-rewrite-bench_common_core40_contract_audit/common_core40_manual_review_required.md;exact match in prior_audit:/home/tianci_gao/code/sql-rewrite-bench_common_core40_contract_audit/common_core40_contract_fit_matrix.csv;exact match in prior_audit:/home/tianci_gao/code/sql-rewrite-bench_common_core40_contract_audit/common_core40_runs_to_evidence_mapping.csv;exact match in prior_audit:/home/tianci_gao/code/sql-rewrite-bench_common_core40_contract_audit/case_dossiers/PORT/PORT_0008.md;case-level match in reports:reports/evaluation/common_core_v0/r_bot_upstream_runner_alignment_audit_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/calcite_hep_120_gap_matrix_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/sqlglot_same_engine_failure_drilldown_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/calcite_hep_120_recovery_priority_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/r_bot_120_candidate_matrix_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/calcite_hep_120_post93_frontier_audit_v1.md;...305_more,retained evidence,keep_as_legacy_retained_evidence_with_mapping,yes,
PORT_0008,cases/PORT/PORT_0008/runs/spark/rewrite_pos_01.tsv,/home/tianci_gao/code/sql-rewrite-bench-artifact-clean/cases/PORT/PORT_0008/runs/spark/rewrite_pos_01.tsv,yes,text/tab-separated-values,.tsv,50,5de5fbb1eba419c14a548100247db90ea4b0670f2e797bc3d30ac53234d159c7,yes,text,no,no,no,no,no,no,source / positive / negative execution evidence,validation_scripts;prior_audit;reports/evaluation/common_core_v0;inventory_case_registry;docs;benchmark_spec,case-level match in prior_audit:/home/tianci_gao/code/sql-rewrite-bench_common_core40_contract_audit/common_core40_manual_review_required.md;exact match in prior_audit:/home/tianci_gao/code/sql-rewrite-bench_common_core40_contract_audit/common_core40_contract_fit_matrix.csv;exact match in prior_audit:/home/tianci_gao/code/sql-rewrite-bench_common_core40_contract_audit/common_core40_runs_to_evidence_mapping.csv;exact match in prior_audit:/home/tianci_gao/code/sql-rewrite-bench_common_core40_contract_audit/case_dossiers/PORT/PORT_0008.md;case-level match in reports:reports/evaluation/common_core_v0/r_bot_upstream_runner_alignment_audit_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/calcite_hep_120_gap_matrix_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/sqlglot_same_engine_failure_drilldown_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/calcite_hep_120_recovery_priority_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/r_bot_120_candidate_matrix_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/calcite_hep_120_post93_frontier_audit_v1.md;...305_more,retained evidence,keep_as_legacy_retained_evidence_with_mapping,yes,
PORT_0008,cases/PORT/PORT_0008/schema/ddl_mysql.sql,/home/tianci_gao/code/sql-rewrite-bench-artifact-clean/cases/PORT/PORT_0008/schema/ddl_mysql.sql,yes,sql,.sql,207,cd7bc03ca0ffa377df093d82fb293fe9e22f99b6bbdb957c2ddf45f1170f02a0,yes,text,no,no,no,no,no,no,schema/data context,manifest.yaml;validation_scripts;prior_audit;reports/evaluation/common_core_v0;inventory_case_registry;docs;benchmark_spec,case-level match in prior_audit:/home/tianci_gao/code/sql-rewrite-bench_common_core40_contract_audit/common_core40_manual_review_required.md;exact match in prior_audit:/home/tianci_gao/code/sql-rewrite-bench_common_core40_contract_audit/common_core40_contract_fit_matrix.csv;case-level match in prior_audit:/home/tianci_gao/code/sql-rewrite-bench_common_core40_contract_audit/common_core40_runs_to_evidence_mapping.csv;exact match in prior_audit:/home/tianci_gao/code/sql-rewrite-bench_common_core40_contract_audit/case_dossiers/PORT/PORT_0008.md;case-level match in reports:reports/evaluation/common_core_v0/r_bot_upstream_runner_alignment_audit_v1.csv;exact match in reports:reports/evaluation/common_core_v0/calcite_hep_120_gap_matrix_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/sqlglot_same_engine_failure_drilldown_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/calcite_hep_120_recovery_priority_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/r_bot_120_candidate_matrix_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/calcite_hep_120_post93_frontier_audit_v1.md;...305_more,retained evidence,keep_as_legacy_retained_evidence_with_mapping,yes,
PORT_0008,cases/PORT/PORT_0008/schema/ddl_pg.sql,/home/tianci_gao/code/sql-rewrite-bench-artifact-clean/cases/PORT/PORT_0008/schema/ddl_pg.sql,yes,sql,.sql,207,cd7bc03ca0ffa377df093d82fb293fe9e22f99b6bbdb957c2ddf45f1170f02a0,yes,text,no,no,no,no,no,no,schema/data context,manifest.yaml;validation_scripts;prior_audit;reports/evaluation/common_core_v0;inventory_case_registry;docs;benchmark_spec,case-level match in prior_audit:/home/tianci_gao/code/sql-rewrite-bench_common_core40_contract_audit/common_core40_manual_review_required.md;exact match in prior_audit:/home/tianci_gao/code/sql-rewrite-bench_common_core40_contract_audit/common_core40_contract_fit_matrix.csv;case-level match in prior_audit:/home/tianci_gao/code/sql-rewrite-bench_common_core40_contract_audit/common_core40_runs_to_evidence_mapping.csv;exact match in prior_audit:/home/tianci_gao/code/sql-rewrite-bench_common_core40_contract_audit/case_dossiers/PORT/PORT_0008.md;case-level match in reports:reports/evaluation/common_core_v0/r_bot_upstream_runner_alignment_audit_v1.csv;exact match in reports:reports/evaluation/common_core_v0/calcite_hep_120_gap_matrix_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/sqlglot_same_engine_failure_drilldown_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/calcite_hep_120_recovery_priority_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/r_bot_120_candidate_matrix_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/calcite_hep_120_post93_frontier_audit_v1.md;...305_more,retained evidence,keep_as_legacy_retained_evidence_with_mapping,yes,
PORT_0008,cases/PORT/PORT_0008/schema/ddl_spark.sql,/home/tianci_gao/code/sql-rewrite-bench-artifact-clean/cases/PORT/PORT_0008/schema/ddl_spark.sql,yes,sql,.sql,251,4e6d05e5e93c72ab06adc30837e8fabbd1d989453418ad1e05f7ef246e3c5b94,yes,text,no,no,no,no,no,no,schema/data context,manifest.yaml;validation_scripts;prior_audit;reports/evaluation/common_core_v0;inventory_case_registry;docs;benchmark_spec,case-level match in prior_audit:/home/tianci_gao/code/sql-rewrite-bench_common_core40_contract_audit/common_core40_manual_review_required.md;exact match in prior_audit:/home/tianci_gao/code/sql-rewrite-bench_common_core40_contract_audit/common_core40_contract_fit_matrix.csv;case-level match in prior_audit:/home/tianci_gao/code/sql-rewrite-bench_common_core40_contract_audit/common_core40_runs_to_evidence_mapping.csv;exact match in prior_audit:/home/tianci_gao/code/sql-rewrite-bench_common_core40_contract_audit/case_dossiers/PORT/PORT_0008.md;case-level match in reports:reports/evaluation/common_core_v0/r_bot_upstream_runner_alignment_audit_v1.csv;exact match in reports:reports/evaluation/common_core_v0/calcite_hep_120_gap_matrix_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/sqlglot_same_engine_failure_drilldown_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/calcite_hep_120_recovery_priority_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/r_bot_120_candidate_matrix_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/calcite_hep_120_post93_frontier_audit_v1.md;...305_more,retained evidence,keep_as_legacy_retained_evidence_with_mapping,yes,
PORT_0008,cases/PORT/PORT_0008/schema_notes.md,/home/tianci_gao/code/sql-rewrite-bench-artifact-clean/cases/PORT/PORT_0008/schema_notes.md,yes,text/markdown,.md,148,0443c6f48b47d1df20ceb53d834cf183a035ac91dbd91b1b3ace8d7d52a39f94,yes,text,no,no,no,no,no,no,notes/provenance/release metadata,prior_audit;reports/evaluation/common_core_v0;inventory_case_registry;docs;benchmark_spec,case-level match in prior_audit:/home/tianci_gao/code/sql-rewrite-bench_common_core40_contract_audit/common_core40_manual_review_required.md;exact match in prior_audit:/home/tianci_gao/code/sql-rewrite-bench_common_core40_contract_audit/common_core40_contract_fit_matrix.csv;case-level match in prior_audit:/home/tianci_gao/code/sql-rewrite-bench_common_core40_contract_audit/common_core40_runs_to_evidence_mapping.csv;exact match in prior_audit:/home/tianci_gao/code/sql-rewrite-bench_common_core40_contract_audit/case_dossiers/PORT/PORT_0008.md;case-level match in reports:reports/evaluation/common_core_v0/r_bot_upstream_runner_alignment_audit_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/calcite_hep_120_gap_matrix_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/sqlglot_same_engine_failure_drilldown_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/calcite_hep_120_recovery_priority_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/r_bot_120_candidate_matrix_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/calcite_hep_120_post93_frontier_audit_v1.md;...305_more,retained evidence,keep_as_legacy_retained_evidence_with_mapping,yes,
PORT_0008,cases/PORT/PORT_0008/source.sql,/home/tianci_gao/code/sql-rewrite-bench-artifact-clean/cases/PORT/PORT_0008/source.sql,yes,sql,.sql,326,338cf9bd10d592102ca3b7a17fa725dd70b895d55f5a7dd7f59cc623d876aaf2,yes,text,no,no,no,no,no,no,source / positive / negative execution evidence,manifest.yaml;validation_scripts;prior_audit;reports/evaluation/common_core_v0;inventory_case_registry;docs;benchmark_spec,case-level match in prior_audit:/home/tianci_gao/code/sql-rewrite-bench_common_core40_contract_audit/common_core40_manual_review_required.md;exact match in prior_audit:/home/tianci_gao/code/sql-rewrite-bench_common_core40_contract_audit/common_core40_contract_fit_matrix.csv;case-level match in prior_audit:/home/tianci_gao/code/sql-rewrite-bench_common_core40_contract_audit/common_core40_runs_to_evidence_mapping.csv;exact match in prior_audit:/home/tianci_gao/code/sql-rewrite-bench_common_core40_contract_audit/case_dossiers/PORT/PORT_0008.md;case-level match in reports:reports/evaluation/common_core_v0/r_bot_upstream_runner_alignment_audit_v1.csv;exact match in reports:reports/evaluation/common_core_v0/calcite_hep_120_gap_matrix_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/sqlglot_same_engine_failure_drilldown_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/calcite_hep_120_recovery_priority_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/r_bot_120_candidate_matrix_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/calcite_hep_120_post93_frontier_audit_v1.md;...305_more,retained evidence,keep_as_legacy_retained_evidence_with_mapping,yes,
PORT_0008,cases/PORT/PORT_0008/validation/mysql_witness_data.sql,/home/tianci_gao/code/sql-rewrite-bench-artifact-clean/cases/PORT/PORT_0008/validation/mysql_witness_data.sql,yes,sql,.sql,467,0b4f156844041687ea30e5f052c9268a1f9c8be2d72747d25529b5262c2cf832,yes,text,no,no,no,no,no,no,schema/data context,manifest.yaml;validation_scripts;prior_audit;reports/evaluation/common_core_v0;inventory_case_registry;docs;benchmark_spec,case-level match in prior_audit:/home/tianci_gao/code/sql-rewrite-bench_common_core40_contract_audit/common_core40_manual_review_required.md;exact match in prior_audit:/home/tianci_gao/code/sql-rewrite-bench_common_core40_contract_audit/common_core40_contract_fit_matrix.csv;case-level match in prior_audit:/home/tianci_gao/code/sql-rewrite-bench_common_core40_contract_audit/common_core40_runs_to_evidence_mapping.csv;exact match in prior_audit:/home/tianci_gao/code/sql-rewrite-bench_common_core40_contract_audit/case_dossiers/PORT/PORT_0008.md;case-level match in reports:reports/evaluation/common_core_v0/r_bot_upstream_runner_alignment_audit_v1.csv;exact match in reports:reports/evaluation/common_core_v0/calcite_hep_120_gap_matrix_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/sqlglot_same_engine_failure_drilldown_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/calcite_hep_120_recovery_priority_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/r_bot_120_candidate_matrix_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/calcite_hep_120_post93_frontier_audit_v1.md;...305_more,retained evidence,keep_as_legacy_retained_evidence_with_mapping,yes,
PORT_0008,cases/PORT/PORT_0008/validation/pg_witness_data.sql,/home/tianci_gao/code/sql-rewrite-bench-artifact-clean/cases/PORT/PORT_0008/validation/pg_witness_data.sql,yes,sql,.sql,477,cfd3b49ad19cea84267bf817da7b439b282e545eef3d36fde27a6ca198e9edf1,yes,text,no,no,no,no,no,no,schema/data context,manifest.yaml;validation_scripts;prior_audit;reports/evaluation/common_core_v0;inventory_case_registry;docs;benchmark_spec,case-level match in prior_audit:/home/tianci_gao/code/sql-rewrite-bench_common_core40_contract_audit/common_core40_manual_review_required.md;exact match in prior_audit:/home/tianci_gao/code/sql-rewrite-bench_common_core40_contract_audit/common_core40_contract_fit_matrix.csv;case-level match in prior_audit:/home/tianci_gao/code/sql-rewrite-bench_common_core40_contract_audit/common_core40_runs_to_evidence_mapping.csv;exact match in prior_audit:/home/tianci_gao/code/sql-rewrite-bench_common_core40_contract_audit/case_dossiers/PORT/PORT_0008.md;case-level match in reports:reports/evaluation/common_core_v0/r_bot_upstream_runner_alignment_audit_v1.csv;exact match in reports:reports/evaluation/common_core_v0/calcite_hep_120_gap_matrix_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/sqlglot_same_engine_failure_drilldown_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/calcite_hep_120_recovery_priority_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/r_bot_120_candidate_matrix_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/calcite_hep_120_post93_frontier_audit_v1.md;...305_more,retained evidence,keep_as_legacy_retained_evidence_with_mapping,yes,
PORT_0008,cases/PORT/PORT_0008/validation/run_mysql_plan_collection.sh,/home/tianci_gao/code/sql-rewrite-bench-artifact-clean/cases/PORT/PORT_0008/validation/run_mysql_plan_collection.sh,yes,shell_script,.sh,1887,2d0502795cbc2caa1ab312dbed6900602f3bfe538fccf2611037a461892fb6ef,yes,text,no,no,no,no,no,no,plan/failure observability,manifest.yaml;prior_audit;reports/evaluation/common_core_v0;inventory_case_registry;docs;benchmark_spec,case-level match in prior_audit:/home/tianci_gao/code/sql-rewrite-bench_common_core40_contract_audit/common_core40_manual_review_required.md;exact match in prior_audit:/home/tianci_gao/code/sql-rewrite-bench_common_core40_contract_audit/common_core40_contract_fit_matrix.csv;case-level match in prior_audit:/home/tianci_gao/code/sql-rewrite-bench_common_core40_contract_audit/common_core40_runs_to_evidence_mapping.csv;exact match in prior_audit:/home/tianci_gao/code/sql-rewrite-bench_common_core40_contract_audit/case_dossiers/PORT/PORT_0008.md;case-level match in reports:reports/evaluation/common_core_v0/r_bot_upstream_runner_alignment_audit_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/calcite_hep_120_gap_matrix_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/sqlglot_same_engine_failure_drilldown_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/calcite_hep_120_recovery_priority_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/r_bot_120_candidate_matrix_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/calcite_hep_120_post93_frontier_audit_v1.md;...305_more,retained evidence,keep_as_legacy_retained_evidence_with_mapping,yes,
PORT_0008,cases/PORT/PORT_0008/validation/run_mysql_validation.sh,/home/tianci_gao/code/sql-rewrite-bench-artifact-clean/cases/PORT/PORT_0008/validation/run_mysql_validation.sh,yes,shell_script,.sh,1820,be43120acf19f4a4577b67f8c56f0ed0277ef813461d10373d6ec38271081fe5,yes,text,no,no,no,no,no,no,validation scripts,manifest.yaml;prior_audit;reports/evaluation/common_core_v0;inventory_case_registry;docs;benchmark_spec,case-level match in prior_audit:/home/tianci_gao/code/sql-rewrite-bench_common_core40_contract_audit/common_core40_manual_review_required.md;exact match in prior_audit:/home/tianci_gao/code/sql-rewrite-bench_common_core40_contract_audit/common_core40_contract_fit_matrix.csv;case-level match in prior_audit:/home/tianci_gao/code/sql-rewrite-bench_common_core40_contract_audit/common_core40_runs_to_evidence_mapping.csv;exact match in prior_audit:/home/tianci_gao/code/sql-rewrite-bench_common_core40_contract_audit/case_dossiers/PORT/PORT_0008.md;case-level match in reports:reports/evaluation/common_core_v0/r_bot_upstream_runner_alignment_audit_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/calcite_hep_120_gap_matrix_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/sqlglot_same_engine_failure_drilldown_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/calcite_hep_120_recovery_priority_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/r_bot_120_candidate_matrix_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/calcite_hep_120_post93_frontier_audit_v1.md;...305_more,retained evidence,keep_as_legacy_retained_evidence_with_mapping,yes,
PORT_0008,cases/PORT/PORT_0008/validation/run_pg_plan_collection.sh,/home/tianci_gao/code/sql-rewrite-bench-artifact-clean/cases/PORT/PORT_0008/validation/run_pg_plan_collection.sh,yes,shell_script,.sh,1211,afb00c257ff244fe887dd54a73004138e880ff371594afe779ee39b48afa3b81,yes,text,no,no,no,no,no,no,plan/failure observability,manifest.yaml;prior_audit;reports/evaluation/common_core_v0;inventory_case_registry;docs;benchmark_spec,case-level match in prior_audit:/home/tianci_gao/code/sql-rewrite-bench_common_core40_contract_audit/common_core40_manual_review_required.md;exact match in prior_audit:/home/tianci_gao/code/sql-rewrite-bench_common_core40_contract_audit/common_core40_contract_fit_matrix.csv;case-level match in prior_audit:/home/tianci_gao/code/sql-rewrite-bench_common_core40_contract_audit/common_core40_runs_to_evidence_mapping.csv;exact match in prior_audit:/home/tianci_gao/code/sql-rewrite-bench_common_core40_contract_audit/case_dossiers/PORT/PORT_0008.md;case-level match in reports:reports/evaluation/common_core_v0/r_bot_upstream_runner_alignment_audit_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/calcite_hep_120_gap_matrix_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/sqlglot_same_engine_failure_drilldown_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/calcite_hep_120_recovery_priority_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/r_bot_120_candidate_matrix_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/calcite_hep_120_post93_frontier_audit_v1.md;...305_more,retained evidence,keep_as_legacy_retained_evidence_with_mapping,yes,
PORT_0008,cases/PORT/PORT_0008/validation/run_pg_validation.sh,/home/tianci_gao/code/sql-rewrite-bench-artifact-clean/cases/PORT/PORT_0008/validation/run_pg_validation.sh,yes,shell_script,.sh,989,a3eda52a2583d24ab4b864f6f6b96b34a55a20223568aa747d14048006c0d730,yes,text,no,no,no,no,no,no,validation scripts,manifest.yaml;prior_audit;reports/evaluation/common_core_v0;inventory_case_registry;docs;benchmark_spec,case-level match in prior_audit:/home/tianci_gao/code/sql-rewrite-bench_common_core40_contract_audit/common_core40_manual_review_required.md;exact match in prior_audit:/home/tianci_gao/code/sql-rewrite-bench_common_core40_contract_audit/common_core40_contract_fit_matrix.csv;case-level match in prior_audit:/home/tianci_gao/code/sql-rewrite-bench_common_core40_contract_audit/common_core40_runs_to_evidence_mapping.csv;exact match in prior_audit:/home/tianci_gao/code/sql-rewrite-bench_common_core40_contract_audit/case_dossiers/PORT/PORT_0008.md;case-level match in reports:reports/evaluation/common_core_v0/r_bot_upstream_runner_alignment_audit_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/calcite_hep_120_gap_matrix_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/sqlglot_same_engine_failure_drilldown_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/calcite_hep_120_recovery_priority_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/r_bot_120_candidate_matrix_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/calcite_hep_120_post93_frontier_audit_v1.md;...305_more,retained evidence,keep_as_legacy_retained_evidence_with_mapping,yes,
PORT_0008,cases/PORT/PORT_0008/validation/run_spark_plan_collection.sh,/home/tianci_gao/code/sql-rewrite-bench-artifact-clean/cases/PORT/PORT_0008/validation/run_spark_plan_collection.sh,yes,shell_script,.sh,3181,fff411119cba37085cb303be5f6879cde17c4b20a1c238e1d860f02a4c01958e,yes,text,no,no,no,no,no,no,plan/failure observability,manifest.yaml;prior_audit;reports/evaluation/common_core_v0;inventory_case_registry;docs;benchmark_spec,case-level match in prior_audit:/home/tianci_gao/code/sql-rewrite-bench_common_core40_contract_audit/common_core40_manual_review_required.md;exact match in prior_audit:/home/tianci_gao/code/sql-rewrite-bench_common_core40_contract_audit/common_core40_contract_fit_matrix.csv;case-level match in prior_audit:/home/tianci_gao/code/sql-rewrite-bench_common_core40_contract_audit/common_core40_runs_to_evidence_mapping.csv;exact match in prior_audit:/home/tianci_gao/code/sql-rewrite-bench_common_core40_contract_audit/case_dossiers/PORT/PORT_0008.md;case-level match in reports:reports/evaluation/common_core_v0/r_bot_upstream_runner_alignment_audit_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/calcite_hep_120_gap_matrix_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/sqlglot_same_engine_failure_drilldown_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/calcite_hep_120_recovery_priority_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/r_bot_120_candidate_matrix_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/calcite_hep_120_post93_frontier_audit_v1.md;...305_more,retained evidence,keep_as_legacy_retained_evidence_with_mapping,yes,
PORT_0008,cases/PORT/PORT_0008/validation/run_spark_validation.sh,/home/tianci_gao/code/sql-rewrite-bench-artifact-clean/cases/PORT/PORT_0008/validation/run_spark_validation.sh,yes,shell_script,.sh,2774,d5add7bbf1b97357bcaf231b558abc2a1e50036442caad77b06d59eb8dd6bd69,yes,text,no,no,no,no,no,no,validation scripts,manifest.yaml;prior_audit;reports/evaluation/common_core_v0;inventory_case_registry;docs;benchmark_spec,case-level match in prior_audit:/home/tianci_gao/code/sql-rewrite-bench_common_core40_contract_audit/common_core40_manual_review_required.md;exact match in prior_audit:/home/tianci_gao/code/sql-rewrite-bench_common_core40_contract_audit/common_core40_contract_fit_matrix.csv;case-level match in prior_audit:/home/tianci_gao/code/sql-rewrite-bench_common_core40_contract_audit/common_core40_runs_to_evidence_mapping.csv;exact match in prior_audit:/home/tianci_gao/code/sql-rewrite-bench_common_core40_contract_audit/case_dossiers/PORT/PORT_0008.md;case-level match in reports:reports/evaluation/common_core_v0/r_bot_upstream_runner_alignment_audit_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/calcite_hep_120_gap_matrix_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/sqlglot_same_engine_failure_drilldown_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/calcite_hep_120_recovery_priority_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/r_bot_120_candidate_matrix_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/calcite_hep_120_post93_frontier_audit_v1.md;...305_more,retained evidence,keep_as_legacy_retained_evidence_with_mapping,yes,
PORT_0008,cases/PORT/PORT_0008/validation/spark_witness_data.sql,/home/tianci_gao/code/sql-rewrite-bench-artifact-clean/cases/PORT/PORT_0008/validation/spark_witness_data.sql,yes,sql,.sql,399,e4d80bee8f02e05a8aa03069a7356949f751814ee93087fc0d0986328d0126cf,yes,text,no,no,no,no,no,no,schema/data context,manifest.yaml;validation_scripts;prior_audit;reports/evaluation/common_core_v0;inventory_case_registry;docs;benchmark_spec,case-level match in prior_audit:/home/tianci_gao/code/sql-rewrite-bench_common_core40_contract_audit/common_core40_manual_review_required.md;exact match in prior_audit:/home/tianci_gao/code/sql-rewrite-bench_common_core40_contract_audit/common_core40_contract_fit_matrix.csv;case-level match in prior_audit:/home/tianci_gao/code/sql-rewrite-bench_common_core40_contract_audit/common_core40_runs_to_evidence_mapping.csv;exact match in prior_audit:/home/tianci_gao/code/sql-rewrite-bench_common_core40_contract_audit/case_dossiers/PORT/PORT_0008.md;case-level match in reports:reports/evaluation/common_core_v0/r_bot_upstream_runner_alignment_audit_v1.csv;exact match in reports:reports/evaluation/common_core_v0/calcite_hep_120_gap_matrix_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/sqlglot_same_engine_failure_drilldown_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/calcite_hep_120_recovery_priority_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/r_bot_120_candidate_matrix_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/calcite_hep_120_post93_frontier_audit_v1.md;...305_more,retained evidence,keep_as_legacy_retained_evidence_with_mapping,yes,
PORT_0008,cases/PORT/PORT_0008/witness_design_notes.md,/home/tianci_gao/code/sql-rewrite-bench-artifact-clean/cases/PORT/PORT_0008/witness_design_notes.md,yes,text/markdown,.md,204,3095f9e319f9d1915f94c5ccd19ae1e518cf513fa095aa206d7104fd9a514908,yes,text,no,no,no,no,no,no,schema/data context,prior_audit;reports/evaluation/common_core_v0;inventory_case_registry;docs;benchmark_spec,case-level match in prior_audit:/home/tianci_gao/code/sql-rewrite-bench_common_core40_contract_audit/common_core40_manual_review_required.md;case-level match in prior_audit:/home/tianci_gao/code/sql-rewrite-bench_common_core40_contract_audit/common_core40_contract_fit_matrix.csv;case-level match in prior_audit:/home/tianci_gao/code/sql-rewrite-bench_common_core40_contract_audit/common_core40_runs_to_evidence_mapping.csv;case-level match in prior_audit:/home/tianci_gao/code/sql-rewrite-bench_common_core40_contract_audit/case_dossiers/PORT/PORT_0008.md;case-level match in reports:reports/evaluation/common_core_v0/r_bot_upstream_runner_alignment_audit_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/calcite_hep_120_gap_matrix_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/sqlglot_same_engine_failure_drilldown_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/calcite_hep_120_recovery_priority_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/r_bot_120_candidate_matrix_v1.csv;case-level match in reports:reports/evaluation/common_core_v0/calcite_hep_120_post93_frontier_audit_v1.md;...305_more,retained evidence,keep_as_legacy_retained_evidence_with_mapping,yes,
