record_id,case_id,pool,engine,rewrite_method,denominator_id,source_field,source_value,proposed_inferred_field,proposed_inferred_value,inference_rule_id,inference_allowed_now,requires_future_authorization,metric_input_authorized_current,notes
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:CONS_0012:postgres:direct_llm_original,CONS_0012,CONS,postgres,direct_llm_original,track_a_same_engine:CONS_0012:postgres,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:CONS_0036:postgres:direct_llm_original,CONS_0036,CONS,postgres,direct_llm_original,track_a_same_engine:CONS_0036:postgres,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:CONS_0037:postgres:direct_llm_original,CONS_0037,CONS,postgres,direct_llm_original,track_a_same_engine:CONS_0037:postgres,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:CONS_0005:spark:direct_llm_original,CONS_0005,CONS,spark,direct_llm_original,track_a_same_engine:CONS_0005:spark,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:CONS_0007:spark:direct_llm_original,CONS_0007,CONS,spark,direct_llm_original,track_a_same_engine:CONS_0007:spark,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:CONS_0009:spark:direct_llm_original,CONS_0009,CONS,spark,direct_llm_original,track_a_same_engine:CONS_0009:spark,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:CONS_0010:spark:direct_llm_original,CONS_0010,CONS,spark,direct_llm_original,track_a_same_engine:CONS_0010:spark,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:CONS_0011:spark:direct_llm_original,CONS_0011,CONS,spark,direct_llm_original,track_a_same_engine:CONS_0011:spark,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:CONS_0012:spark:direct_llm_original,CONS_0012,CONS,spark,direct_llm_original,track_a_same_engine:CONS_0012:spark,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:CONS_0036:spark:direct_llm_original,CONS_0036,CONS,spark,direct_llm_original,track_a_same_engine:CONS_0036:spark,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:CONS_0037:spark:direct_llm_original,CONS_0037,CONS,spark,direct_llm_original,track_a_same_engine:CONS_0037:spark,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:LONGTAIL_0011:mysql:direct_llm_original,LONGTAIL_0011,LONGTAIL,mysql,direct_llm_original,track_a_same_engine:LONGTAIL_0011:mysql,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:LONGTAIL_0012:mysql:direct_llm_original,LONGTAIL_0012,LONGTAIL,mysql,direct_llm_original,track_a_same_engine:LONGTAIL_0012:mysql,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:LONGTAIL_0013:mysql:direct_llm_original,LONGTAIL_0013,LONGTAIL,mysql,direct_llm_original,track_a_same_engine:LONGTAIL_0013:mysql,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:LONGTAIL_0022:mysql:direct_llm_original,LONGTAIL_0022,LONGTAIL,mysql,direct_llm_original,track_a_same_engine:LONGTAIL_0022:mysql,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:LONGTAIL_0023:mysql:direct_llm_original,LONGTAIL_0023,LONGTAIL,mysql,direct_llm_original,track_a_same_engine:LONGTAIL_0023:mysql,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:LONGTAIL_0024:mysql:direct_llm_original,LONGTAIL_0024,LONGTAIL,mysql,direct_llm_original,track_a_same_engine:LONGTAIL_0024:mysql,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:LONGTAIL_0011:postgres:direct_llm_original,LONGTAIL_0011,LONGTAIL,postgres,direct_llm_original,track_a_same_engine:LONGTAIL_0011:postgres,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:LONGTAIL_0012:postgres:direct_llm_original,LONGTAIL_0012,LONGTAIL,postgres,direct_llm_original,track_a_same_engine:LONGTAIL_0012:postgres,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:LONGTAIL_0013:postgres:direct_llm_original,LONGTAIL_0013,LONGTAIL,postgres,direct_llm_original,track_a_same_engine:LONGTAIL_0013:postgres,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:LONGTAIL_0022:postgres:direct_llm_original,LONGTAIL_0022,LONGTAIL,postgres,direct_llm_original,track_a_same_engine:LONGTAIL_0022:postgres,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:LONGTAIL_0024:postgres:direct_llm_original,LONGTAIL_0024,LONGTAIL,postgres,direct_llm_original,track_a_same_engine:LONGTAIL_0024:postgres,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:LONGTAIL_0011:spark:direct_llm_original,LONGTAIL_0011,LONGTAIL,spark,direct_llm_original,track_a_same_engine:LONGTAIL_0011:spark,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:LONGTAIL_0012:spark:direct_llm_original,LONGTAIL_0012,LONGTAIL,spark,direct_llm_original,track_a_same_engine:LONGTAIL_0012:spark,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:LONGTAIL_0013:spark:direct_llm_original,LONGTAIL_0013,LONGTAIL,spark,direct_llm_original,track_a_same_engine:LONGTAIL_0013:spark,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:LONGTAIL_0022:spark:direct_llm_original,LONGTAIL_0022,LONGTAIL,spark,direct_llm_original,track_a_same_engine:LONGTAIL_0022:spark,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:LONGTAIL_0024:spark:direct_llm_original,LONGTAIL_0024,LONGTAIL,spark,direct_llm_original,track_a_same_engine:LONGTAIL_0024:spark,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PERF_0006:mysql:direct_llm_original,PERF_0006,PERF,mysql,direct_llm_original,track_a_same_engine:PERF_0006:mysql,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PERF_0007:mysql:direct_llm_original,PERF_0007,PERF,mysql,direct_llm_original,track_a_same_engine:PERF_0007:mysql,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PERF_0008:mysql:direct_llm_original,PERF_0008,PERF,mysql,direct_llm_original,track_a_same_engine:PERF_0008:mysql,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PERF_0013:mysql:direct_llm_original,PERF_0013,PERF,mysql,direct_llm_original,track_a_same_engine:PERF_0013:mysql,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PERF_0017:mysql:direct_llm_original,PERF_0017,PERF,mysql,direct_llm_original,track_a_same_engine:PERF_0017:mysql,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PERF_0019:mysql:direct_llm_original,PERF_0019,PERF,mysql,direct_llm_original,track_a_same_engine:PERF_0019:mysql,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PERF_0024:mysql:direct_llm_original,PERF_0024,PERF,mysql,direct_llm_original,track_a_same_engine:PERF_0024:mysql,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PERF_0033:mysql:direct_llm_original,PERF_0033,PERF,mysql,direct_llm_original,track_a_same_engine:PERF_0033:mysql,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PERF_0034:mysql:direct_llm_original,PERF_0034,PERF,mysql,direct_llm_original,track_a_same_engine:PERF_0034:mysql,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PERF_0035:mysql:direct_llm_original,PERF_0035,PERF,mysql,direct_llm_original,track_a_same_engine:PERF_0035:mysql,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PERF_0052:mysql:direct_llm_original,PERF_0052,PERF,mysql,direct_llm_original,track_a_same_engine:PERF_0052:mysql,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PERF_0054:mysql:direct_llm_original,PERF_0054,PERF,mysql,direct_llm_original,track_a_same_engine:PERF_0054:mysql,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PERF_0056:mysql:direct_llm_original,PERF_0056,PERF,mysql,direct_llm_original,track_a_same_engine:PERF_0056:mysql,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PERF_0062:mysql:direct_llm_original,PERF_0062,PERF,mysql,direct_llm_original,track_a_same_engine:PERF_0062:mysql,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PERF_0077:mysql:direct_llm_original,PERF_0077,PERF,mysql,direct_llm_original,track_a_same_engine:PERF_0077:mysql,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PERF_0082:mysql:direct_llm_original,PERF_0082,PERF,mysql,direct_llm_original,track_a_same_engine:PERF_0082:mysql,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PERF_0006:postgres:direct_llm_original,PERF_0006,PERF,postgres,direct_llm_original,track_a_same_engine:PERF_0006:postgres,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PERF_0007:postgres:direct_llm_original,PERF_0007,PERF,postgres,direct_llm_original,track_a_same_engine:PERF_0007:postgres,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PERF_0008:postgres:direct_llm_original,PERF_0008,PERF,postgres,direct_llm_original,track_a_same_engine:PERF_0008:postgres,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PERF_0013:postgres:direct_llm_original,PERF_0013,PERF,postgres,direct_llm_original,track_a_same_engine:PERF_0013:postgres,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PERF_0017:postgres:direct_llm_original,PERF_0017,PERF,postgres,direct_llm_original,track_a_same_engine:PERF_0017:postgres,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PERF_0024:postgres:direct_llm_original,PERF_0024,PERF,postgres,direct_llm_original,track_a_same_engine:PERF_0024:postgres,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PERF_0033:postgres:direct_llm_original,PERF_0033,PERF,postgres,direct_llm_original,track_a_same_engine:PERF_0033:postgres,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PERF_0034:postgres:direct_llm_original,PERF_0034,PERF,postgres,direct_llm_original,track_a_same_engine:PERF_0034:postgres,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PERF_0035:postgres:direct_llm_original,PERF_0035,PERF,postgres,direct_llm_original,track_a_same_engine:PERF_0035:postgres,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PERF_0052:postgres:direct_llm_original,PERF_0052,PERF,postgres,direct_llm_original,track_a_same_engine:PERF_0052:postgres,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PERF_0054:postgres:direct_llm_original,PERF_0054,PERF,postgres,direct_llm_original,track_a_same_engine:PERF_0054:postgres,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PERF_0056:postgres:direct_llm_original,PERF_0056,PERF,postgres,direct_llm_original,track_a_same_engine:PERF_0056:postgres,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PERF_0062:postgres:direct_llm_original,PERF_0062,PERF,postgres,direct_llm_original,track_a_same_engine:PERF_0062:postgres,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PERF_0077:postgres:direct_llm_original,PERF_0077,PERF,postgres,direct_llm_original,track_a_same_engine:PERF_0077:postgres,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PERF_0082:postgres:direct_llm_original,PERF_0082,PERF,postgres,direct_llm_original,track_a_same_engine:PERF_0082:postgres,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PERF_0006:spark:direct_llm_original,PERF_0006,PERF,spark,direct_llm_original,track_a_same_engine:PERF_0006:spark,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PERF_0008:spark:direct_llm_original,PERF_0008,PERF,spark,direct_llm_original,track_a_same_engine:PERF_0008:spark,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PERF_0013:spark:direct_llm_original,PERF_0013,PERF,spark,direct_llm_original,track_a_same_engine:PERF_0013:spark,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PERF_0017:spark:direct_llm_original,PERF_0017,PERF,spark,direct_llm_original,track_a_same_engine:PERF_0017:spark,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PERF_0019:spark:direct_llm_original,PERF_0019,PERF,spark,direct_llm_original,track_a_same_engine:PERF_0019:spark,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PERF_0024:spark:direct_llm_original,PERF_0024,PERF,spark,direct_llm_original,track_a_same_engine:PERF_0024:spark,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PERF_0033:spark:direct_llm_original,PERF_0033,PERF,spark,direct_llm_original,track_a_same_engine:PERF_0033:spark,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PERF_0034:spark:direct_llm_original,PERF_0034,PERF,spark,direct_llm_original,track_a_same_engine:PERF_0034:spark,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PERF_0035:spark:direct_llm_original,PERF_0035,PERF,spark,direct_llm_original,track_a_same_engine:PERF_0035:spark,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PERF_0052:spark:direct_llm_original,PERF_0052,PERF,spark,direct_llm_original,track_a_same_engine:PERF_0052:spark,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PERF_0054:spark:direct_llm_original,PERF_0054,PERF,spark,direct_llm_original,track_a_same_engine:PERF_0054:spark,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PERF_0056:spark:direct_llm_original,PERF_0056,PERF,spark,direct_llm_original,track_a_same_engine:PERF_0056:spark,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PERF_0062:spark:direct_llm_original,PERF_0062,PERF,spark,direct_llm_original,track_a_same_engine:PERF_0062:spark,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PERF_0082:spark:direct_llm_original,PERF_0082,PERF,spark,direct_llm_original,track_a_same_engine:PERF_0082:spark,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PORT_0004:mysql:direct_llm_original,PORT_0004,PORT,mysql,direct_llm_original,track_a_same_engine:PORT_0004:mysql,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PORT_0013:mysql:direct_llm_original,PORT_0013,PORT,mysql,direct_llm_original,track_a_same_engine:PORT_0013:mysql,normalized_ready,true,inferred_generated,true,R1,false,true,false,Preview only: ready/generated source semantics must be approved before any inferred field can be used.
