record_id,case_id,pool,engine,rewrite_method,denominator_id,overlap_sources,applied_priority_policy,resolved_by_policy,authorize_metric_input_overlay_v1,fields_authorized,fields_still_blocked,failure_enrichment_source,p003_can_override_primary_status,timing_authorized,official_metric_authorized,metrics_computed,paper_result,notes
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PERF_0007:spark:direct_llm_repair_1,PERF_0007,PERF,spark,direct_llm_repair_1,track_a_same_engine:PERF_0007:spark,P002|P003,option_b:p002_primary_status_p003_failure_enrichment_only,true,true,generated|ready|executed|exact|result_status|parse_status|checker_status|retained_artifact_path|evidence_source from P002 where available; failure_stage|failure_type may be enriched from P003,timed|latency_ms|speedup_ratio|timing_eligible|plan_available|plan_artifact_path|paper_table_fields|reports_results_update|denominator_update|official_metrics,P003,false,false,false,false,false,audit-only overlap resolution overlay; original parser and v0 authorization overlays are unchanged
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PERF_0019:postgres:direct_llm_original,PERF_0019,PERF,postgres,direct_llm_original,track_a_same_engine:PERF_0019:postgres,P001|P002,option_b:p001_generation_readiness_p002_primary_status,true,true,generated|ready from P001; executed|exact|result_status|failure_stage|failure_type|parse_status|checker_status|retained_artifact_path|evidence_source from P002 where available,timed|latency_ms|speedup_ratio|timing_eligible|plan_available|plan_artifact_path|paper_table_fields|reports_results_update|denominator_update|official_metrics,,false,false,false,false,false,audit-only overlap resolution overlay; original parser and v0 authorization overlays are unchanged
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PERF_0077:spark:direct_llm_original,PERF_0077,PERF,spark,direct_llm_original,track_a_same_engine:PERF_0077:spark,P001|P002,option_b:p001_generation_readiness_p002_primary_status,true,true,generated|ready from P001; executed|exact|result_status|failure_stage|failure_type|parse_status|checker_status|retained_artifact_path|evidence_source from P002 where available,timed|latency_ms|speedup_ratio|timing_eligible|plan_available|plan_artifact_path|paper_table_fields|reports_results_update|denominator_update|official_metrics,,false,false,false,false,false,audit-only overlap resolution overlay; original parser and v0 authorization overlays are unchanged
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PERF_0077:spark:direct_llm_repair_1,PERF_0077,PERF,spark,direct_llm_repair_1,track_a_same_engine:PERF_0077:spark,P002|P003,option_b:p002_primary_status_p003_failure_enrichment_only,true,true,generated|ready|executed|exact|result_status|parse_status|checker_status|retained_artifact_path|evidence_source from P002 where available; failure_stage|failure_type may be enriched from P003,timed|latency_ms|speedup_ratio|timing_eligible|plan_available|plan_artifact_path|paper_table_fields|reports_results_update|denominator_update|official_metrics,P003,false,false,false,false,false,audit-only overlap resolution overlay; original parser and v0 authorization overlays are unchanged
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PORT_0003:mysql:direct_llm_original,PORT_0003,PORT,mysql,direct_llm_original,track_a_same_engine:PORT_0003:mysql,P001|P002,option_b:p001_generation_readiness_p002_primary_status,true,true,generated|ready from P001; executed|exact|result_status|failure_stage|failure_type|parse_status|checker_status|retained_artifact_path|evidence_source from P002 where available,timed|latency_ms|speedup_ratio|timing_eligible|plan_available|plan_artifact_path|paper_table_fields|reports_results_update|denominator_update|official_metrics,,false,false,false,false,false,audit-only overlap resolution overlay; original parser and v0 authorization overlays are unchanged
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PORT_0003:spark:direct_llm_original,PORT_0003,PORT,spark,direct_llm_original,track_a_same_engine:PORT_0003:spark,P001|P002,option_b:p001_generation_readiness_p002_primary_status,true,true,generated|ready from P001; executed|exact|result_status|failure_stage|failure_type|parse_status|checker_status|retained_artifact_path|evidence_source from P002 where available,timed|latency_ms|speedup_ratio|timing_eligible|plan_available|plan_artifact_path|paper_table_fields|reports_results_update|denominator_update|official_metrics,,false,false,false,false,false,audit-only overlap resolution overlay; original parser and v0 authorization overlays are unchanged
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PORT_0004:postgres:direct_llm_original,PORT_0004,PORT,postgres,direct_llm_original,track_a_same_engine:PORT_0004:postgres,P001|P002,option_b:p001_generation_readiness_p002_primary_status,true,true,generated|ready from P001; executed|exact|result_status|failure_stage|failure_type|parse_status|checker_status|retained_artifact_path|evidence_source from P002 where available,timed|latency_ms|speedup_ratio|timing_eligible|plan_available|plan_artifact_path|paper_table_fields|reports_results_update|denominator_update|official_metrics,,false,false,false,false,false,audit-only overlap resolution overlay; original parser and v0 authorization overlays are unchanged
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PORT_0004:spark:direct_llm_original,PORT_0004,PORT,spark,direct_llm_original,track_a_same_engine:PORT_0004:spark,P001|P002,option_b:p001_generation_readiness_p002_primary_status,true,true,generated|ready from P001; executed|exact|result_status|failure_stage|failure_type|parse_status|checker_status|retained_artifact_path|evidence_source from P002 where available,timed|latency_ms|speedup_ratio|timing_eligible|plan_available|plan_artifact_path|paper_table_fields|reports_results_update|denominator_update|official_metrics,,false,false,false,false,false,audit-only overlap resolution overlay; original parser and v0 authorization overlays are unchanged
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PORT_0004:spark:direct_llm_repair_1,PORT_0004,PORT,spark,direct_llm_repair_1,track_a_same_engine:PORT_0004:spark,P002|P003,option_b:p002_primary_status_p003_failure_enrichment_only,true,true,generated|ready|executed|exact|result_status|parse_status|checker_status|retained_artifact_path|evidence_source from P002 where available; failure_stage|failure_type may be enriched from P003,timed|latency_ms|speedup_ratio|timing_eligible|plan_available|plan_artifact_path|paper_table_fields|reports_results_update|denominator_update|official_metrics,P003,false,false,false,false,false,audit-only overlap resolution overlay; original parser and v0 authorization overlays are unchanged
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PORT_0005:mysql:direct_llm_original,PORT_0005,PORT,mysql,direct_llm_original,track_a_same_engine:PORT_0005:mysql,P001|P002,option_b:p001_generation_readiness_p002_primary_status,true,true,generated|ready from P001; executed|exact|result_status|failure_stage|failure_type|parse_status|checker_status|retained_artifact_path|evidence_source from P002 where available,timed|latency_ms|speedup_ratio|timing_eligible|plan_available|plan_artifact_path|paper_table_fields|reports_results_update|denominator_update|official_metrics,,false,false,false,false,false,audit-only overlap resolution overlay; original parser and v0 authorization overlays are unchanged
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PORT_0005:spark:direct_llm_original,PORT_0005,PORT,spark,direct_llm_original,track_a_same_engine:PORT_0005:spark,P001|P002,option_b:p001_generation_readiness_p002_primary_status,true,true,generated|ready from P001; executed|exact|result_status|failure_stage|failure_type|parse_status|checker_status|retained_artifact_path|evidence_source from P002 where available,timed|latency_ms|speedup_ratio|timing_eligible|plan_available|plan_artifact_path|paper_table_fields|reports_results_update|denominator_update|official_metrics,,false,false,false,false,false,audit-only overlap resolution overlay; original parser and v0 authorization overlays are unchanged
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PORT_0008:mysql:direct_llm_original,PORT_0008,PORT,mysql,direct_llm_original,track_a_same_engine:PORT_0008:mysql,P001|P002,option_b:p001_generation_readiness_p002_primary_status,true,true,generated|ready from P001; executed|exact|result_status|failure_stage|failure_type|parse_status|checker_status|retained_artifact_path|evidence_source from P002 where available,timed|latency_ms|speedup_ratio|timing_eligible|plan_available|plan_artifact_path|paper_table_fields|reports_results_update|denominator_update|official_metrics,,false,false,false,false,false,audit-only overlap resolution overlay; original parser and v0 authorization overlays are unchanged
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PORT_0008:mysql:direct_llm_repair_1,PORT_0008,PORT,mysql,direct_llm_repair_1,track_a_same_engine:PORT_0008:mysql,P002|P003,option_b:p002_primary_status_p003_failure_enrichment_only,true,true,generated|ready|executed|exact|result_status|parse_status|checker_status|retained_artifact_path|evidence_source from P002 where available; failure_stage|failure_type may be enriched from P003,timed|latency_ms|speedup_ratio|timing_eligible|plan_available|plan_artifact_path|paper_table_fields|reports_results_update|denominator_update|official_metrics,P003,false,false,false,false,false,audit-only overlap resolution overlay; original parser and v0 authorization overlays are unchanged
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PORT_0008:spark:direct_llm_original,PORT_0008,PORT,spark,direct_llm_original,track_a_same_engine:PORT_0008:spark,P001|P002,option_b:p001_generation_readiness_p002_primary_status,true,true,generated|ready from P001; executed|exact|result_status|failure_stage|failure_type|parse_status|checker_status|retained_artifact_path|evidence_source from P002 where available,timed|latency_ms|speedup_ratio|timing_eligible|plan_available|plan_artifact_path|paper_table_fields|reports_results_update|denominator_update|official_metrics,,false,false,false,false,false,audit-only overlap resolution overlay; original parser and v0 authorization overlays are unchanged
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PORT_0008:spark:direct_llm_repair_1,PORT_0008,PORT,spark,direct_llm_repair_1,track_a_same_engine:PORT_0008:spark,P002|P003,option_b:p002_primary_status_p003_failure_enrichment_only,true,true,generated|ready|executed|exact|result_status|parse_status|checker_status|retained_artifact_path|evidence_source from P002 where available; failure_stage|failure_type may be enriched from P003,timed|latency_ms|speedup_ratio|timing_eligible|plan_available|plan_artifact_path|paper_table_fields|reports_results_update|denominator_update|official_metrics,P003,false,false,false,false,false,audit-only overlap resolution overlay; original parser and v0 authorization overlays are unchanged
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PORT_0012:mysql:direct_llm_original,PORT_0012,PORT,mysql,direct_llm_original,track_a_same_engine:PORT_0012:mysql,P001|P002,option_b:p001_generation_readiness_p002_primary_status,true,true,generated|ready from P001; executed|exact|result_status|failure_stage|failure_type|parse_status|checker_status|retained_artifact_path|evidence_source from P002 where available,timed|latency_ms|speedup_ratio|timing_eligible|plan_available|plan_artifact_path|paper_table_fields|reports_results_update|denominator_update|official_metrics,,false,false,false,false,false,audit-only overlap resolution overlay; original parser and v0 authorization overlays are unchanged
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PORT_0012:mysql:direct_llm_repair_1,PORT_0012,PORT,mysql,direct_llm_repair_1,track_a_same_engine:PORT_0012:mysql,P002|P003,option_b:p002_primary_status_p003_failure_enrichment_only,true,true,generated|ready|executed|exact|result_status|parse_status|checker_status|retained_artifact_path|evidence_source from P002 where available; failure_stage|failure_type may be enriched from P003,timed|latency_ms|speedup_ratio|timing_eligible|plan_available|plan_artifact_path|paper_table_fields|reports_results_update|denominator_update|official_metrics,P003,false,false,false,false,false,audit-only overlap resolution overlay; original parser and v0 authorization overlays are unchanged
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PORT_0012:spark:direct_llm_original,PORT_0012,PORT,spark,direct_llm_original,track_a_same_engine:PORT_0012:spark,P001|P002,option_b:p001_generation_readiness_p002_primary_status,true,true,generated|ready from P001; executed|exact|result_status|failure_stage|failure_type|parse_status|checker_status|retained_artifact_path|evidence_source from P002 where available,timed|latency_ms|speedup_ratio|timing_eligible|plan_available|plan_artifact_path|paper_table_fields|reports_results_update|denominator_update|official_metrics,,false,false,false,false,false,audit-only overlap resolution overlay; original parser and v0 authorization overlays are unchanged
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PORT_0012:spark:direct_llm_repair_1,PORT_0012,PORT,spark,direct_llm_repair_1,track_a_same_engine:PORT_0012:spark,P002|P003,option_b:p002_primary_status_p003_failure_enrichment_only,true,true,generated|ready|executed|exact|result_status|parse_status|checker_status|retained_artifact_path|evidence_source from P002 where available; failure_stage|failure_type may be enriched from P003,timed|latency_ms|speedup_ratio|timing_eligible|plan_available|plan_artifact_path|paper_table_fields|reports_results_update|denominator_update|official_metrics,P003,false,false,false,false,false,audit-only overlap resolution overlay; original parser and v0 authorization overlays are unchanged
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PORT_0013:postgres:direct_llm_original,PORT_0013,PORT,postgres,direct_llm_original,track_a_same_engine:PORT_0013:postgres,P001|P002,option_b:p001_generation_readiness_p002_primary_status,true,true,generated|ready from P001; executed|exact|result_status|failure_stage|failure_type|parse_status|checker_status|retained_artifact_path|evidence_source from P002 where available,timed|latency_ms|speedup_ratio|timing_eligible|plan_available|plan_artifact_path|paper_table_fields|reports_results_update|denominator_update|official_metrics,,false,false,false,false,false,audit-only overlap resolution overlay; original parser and v0 authorization overlays are unchanged
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PORT_0013:postgres:direct_llm_repair_1,PORT_0013,PORT,postgres,direct_llm_repair_1,track_a_same_engine:PORT_0013:postgres,P002|P003,option_b:p002_primary_status_p003_failure_enrichment_only,true,true,generated|ready|executed|exact|result_status|parse_status|checker_status|retained_artifact_path|evidence_source from P002 where available; failure_stage|failure_type may be enriched from P003,timed|latency_ms|speedup_ratio|timing_eligible|plan_available|plan_artifact_path|paper_table_fields|reports_results_update|denominator_update|official_metrics,P003,false,false,false,false,false,audit-only overlap resolution overlay; original parser and v0 authorization overlays are unchanged
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PORT_0013:spark:direct_llm_original,PORT_0013,PORT,spark,direct_llm_original,track_a_same_engine:PORT_0013:spark,P001|P002,option_b:p001_generation_readiness_p002_primary_status,true,true,generated|ready from P001; executed|exact|result_status|failure_stage|failure_type|parse_status|checker_status|retained_artifact_path|evidence_source from P002 where available,timed|latency_ms|speedup_ratio|timing_eligible|plan_available|plan_artifact_path|paper_table_fields|reports_results_update|denominator_update|official_metrics,,false,false,false,false,false,audit-only overlap resolution overlay; original parser and v0 authorization overlays are unchanged
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PORT_0013:spark:direct_llm_repair_1,PORT_0013,PORT,spark,direct_llm_repair_1,track_a_same_engine:PORT_0013:spark,P002|P003,option_b:p002_primary_status_p003_failure_enrichment_only,true,true,generated|ready|executed|exact|result_status|parse_status|checker_status|retained_artifact_path|evidence_source from P002 where available; failure_stage|failure_type may be enriched from P003,timed|latency_ms|speedup_ratio|timing_eligible|plan_available|plan_artifact_path|paper_table_fields|reports_results_update|denominator_update|official_metrics,P003,false,false,false,false,false,audit-only overlap resolution overlay; original parser and v0 authorization overlays are unchanged
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PORT_0022:postgres:direct_llm_original,PORT_0022,PORT,postgres,direct_llm_original,track_a_same_engine:PORT_0022:postgres,P001|P002,option_b:p001_generation_readiness_p002_primary_status,true,true,generated|ready from P001; executed|exact|result_status|failure_stage|failure_type|parse_status|checker_status|retained_artifact_path|evidence_source from P002 where available,timed|latency_ms|speedup_ratio|timing_eligible|plan_available|plan_artifact_path|paper_table_fields|reports_results_update|denominator_update|official_metrics,,false,false,false,false,false,audit-only overlap resolution overlay; original parser and v0 authorization overlays are unchanged
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PORT_0022:postgres:direct_llm_repair_1,PORT_0022,PORT,postgres,direct_llm_repair_1,track_a_same_engine:PORT_0022:postgres,P002|P003,option_b:p002_primary_status_p003_failure_enrichment_only,true,true,generated|ready|executed|exact|result_status|parse_status|checker_status|retained_artifact_path|evidence_source from P002 where available; failure_stage|failure_type may be enriched from P003,timed|latency_ms|speedup_ratio|timing_eligible|plan_available|plan_artifact_path|paper_table_fields|reports_results_update|denominator_update|official_metrics,P003,false,false,false,false,false,audit-only overlap resolution overlay; original parser and v0 authorization overlays are unchanged
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PORT_0022:spark:direct_llm_original,PORT_0022,PORT,spark,direct_llm_original,track_a_same_engine:PORT_0022:spark,P001|P002,option_b:p001_generation_readiness_p002_primary_status,true,true,generated|ready from P001; executed|exact|result_status|failure_stage|failure_type|parse_status|checker_status|retained_artifact_path|evidence_source from P002 where available,timed|latency_ms|speedup_ratio|timing_eligible|plan_available|plan_artifact_path|paper_table_fields|reports_results_update|denominator_update|official_metrics,,false,false,false,false,false,audit-only overlap resolution overlay; original parser and v0 authorization overlays are unchanged
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PORT_0022:spark:direct_llm_repair_1,PORT_0022,PORT,spark,direct_llm_repair_1,track_a_same_engine:PORT_0022:spark,P002|P003,option_b:p002_primary_status_p003_failure_enrichment_only,true,true,generated|ready|executed|exact|result_status|parse_status|checker_status|retained_artifact_path|evidence_source from P002 where available; failure_stage|failure_type may be enriched from P003,timed|latency_ms|speedup_ratio|timing_eligible|plan_available|plan_artifact_path|paper_table_fields|reports_results_update|denominator_update|official_metrics,P003,false,false,false,false,false,audit-only overlap resolution overlay; original parser and v0 authorization overlays are unchanged
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PORT_0024:mysql:direct_llm_original,PORT_0024,PORT,mysql,direct_llm_original,track_a_same_engine:PORT_0024:mysql,P001|P002,option_b:p001_generation_readiness_p002_primary_status,true,true,generated|ready from P001; executed|exact|result_status|failure_stage|failure_type|parse_status|checker_status|retained_artifact_path|evidence_source from P002 where available,timed|latency_ms|speedup_ratio|timing_eligible|plan_available|plan_artifact_path|paper_table_fields|reports_results_update|denominator_update|official_metrics,,false,false,false,false,false,audit-only overlap resolution overlay; original parser and v0 authorization overlays are unchanged
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PORT_0024:mysql:direct_llm_repair_1,PORT_0024,PORT,mysql,direct_llm_repair_1,track_a_same_engine:PORT_0024:mysql,P002|P003,option_b:p002_primary_status_p003_failure_enrichment_only,true,true,generated|ready|executed|exact|result_status|parse_status|checker_status|retained_artifact_path|evidence_source from P002 where available; failure_stage|failure_type may be enriched from P003,timed|latency_ms|speedup_ratio|timing_eligible|plan_available|plan_artifact_path|paper_table_fields|reports_results_update|denominator_update|official_metrics,P003,false,false,false,false,false,audit-only overlap resolution overlay; original parser and v0 authorization overlays are unchanged
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PORT_0024:postgres:direct_llm_original,PORT_0024,PORT,postgres,direct_llm_original,track_a_same_engine:PORT_0024:postgres,P001|P002,option_b:p001_generation_readiness_p002_primary_status,true,true,generated|ready from P001; executed|exact|result_status|failure_stage|failure_type|parse_status|checker_status|retained_artifact_path|evidence_source from P002 where available,timed|latency_ms|speedup_ratio|timing_eligible|plan_available|plan_artifact_path|paper_table_fields|reports_results_update|denominator_update|official_metrics,,false,false,false,false,false,audit-only overlap resolution overlay; original parser and v0 authorization overlays are unchanged
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PORT_0024:postgres:direct_llm_repair_1,PORT_0024,PORT,postgres,direct_llm_repair_1,track_a_same_engine:PORT_0024:postgres,P002|P003,option_b:p002_primary_status_p003_failure_enrichment_only,true,true,generated|ready|executed|exact|result_status|parse_status|checker_status|retained_artifact_path|evidence_source from P002 where available; failure_stage|failure_type may be enriched from P003,timed|latency_ms|speedup_ratio|timing_eligible|plan_available|plan_artifact_path|paper_table_fields|reports_results_update|denominator_update|official_metrics,P003,false,false,false,false,false,audit-only overlap resolution overlay; original parser and v0 authorization overlays are unchanged
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PORT_0025:postgres:direct_llm_original,PORT_0025,PORT,postgres,direct_llm_original,track_a_same_engine:PORT_0025:postgres,P001|P002,option_b:p001_generation_readiness_p002_primary_status,true,true,generated|ready from P001; executed|exact|result_status|failure_stage|failure_type|parse_status|checker_status|retained_artifact_path|evidence_source from P002 where available,timed|latency_ms|speedup_ratio|timing_eligible|plan_available|plan_artifact_path|paper_table_fields|reports_results_update|denominator_update|official_metrics,,false,false,false,false,false,audit-only overlap resolution overlay; original parser and v0 authorization overlays are unchanged
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PORT_0025:postgres:direct_llm_repair_1,PORT_0025,PORT,postgres,direct_llm_repair_1,track_a_same_engine:PORT_0025:postgres,P002|P003,option_b:p002_primary_status_p003_failure_enrichment_only,true,true,generated|ready|executed|exact|result_status|parse_status|checker_status|retained_artifact_path|evidence_source from P002 where available; failure_stage|failure_type may be enriched from P003,timed|latency_ms|speedup_ratio|timing_eligible|plan_available|plan_artifact_path|paper_table_fields|reports_results_update|denominator_update|official_metrics,P003,false,false,false,false,false,audit-only overlap resolution overlay; original parser and v0 authorization overlays are unchanged
candidate_status_parser_v1:rewrite_candidate_adapter_v0:track_a_same_engine:PORT_0025:spark:direct_llm_original,PORT_0025,PORT,spark,direct_llm_original,track_a_same_engine:PORT_0025:spark,P001|P002,option_b:p001_generation_readiness_p002_primary_status,true,true,generated|ready from P001; executed|exact|result_status|failure_stage|failure_type|parse_status|checker_status|retained_artifact_path|evidence_source from P002 where available,timed|latency_ms|speedup_ratio|timing_eligible|plan_available|plan_artifact_path|paper_table_fields|reports_results_update|denominator_update|official_metrics,,false,false,false,false,false,audit-only overlap resolution overlay; original parser and v0 authorization overlays are unchanged
