record_id,record_type,adapter_name,adapter_scope,case_id,pool,case_set,denominator_id,engine,rewrite_method,rewrite_method_display_name,route,route_family,method_role,candidate_id,source_sql_path,candidate_sql_path,planned,generated,ready,executed,exact,timed,result_status,failure_stage,failure_type,parse_status,checker_status,plan_available,plan_artifact_path,latency_ms,speedup_ratio,timing_eligible,evidence_source,retained_artifact_path,status,na_reason,metric_input_authorized,metrics_computed,production_retained_evidence_parsed,legacy_repo_read,reports_changed,results_changed,denominator_changed,paper_results_changed,notes
rewrite_candidate_adapter_v0:track_a_same_engine:PERF_0006:postgres:direct_llm_original,rewrite_candidate_cell,rewrite_candidate_adapter_v0,track_a_same_engine_scaffold_only,PERF_0006,PERF,common_core_v0,track_a_same_engine:PERF_0006:postgres,postgres,direct_llm_original,Direct LLM original,same_engine_rewrite,llm_direct,same_engine_rewrite_method,candidate:PERF_0006:postgres:direct_llm_original:planned,cases/PERF/PERF_0006/sql/source.sql,,true,N.A.,N.A.,N.A.,N.A.,N.A.,evidence_not_adapted_yet,N.A.,N.A.,N.A.,N.A.,N.A.,,,,N.A.,release_denominator_scaffold,,N.A.,evidence_not_adapted_yet,false,false,false,false,false,false,false,false,Track-A same-engine rewrite candidate scaffold row only.; No retained candidate evidence parsed.; No generated/executed/exact/timed status inferred.; No metrics computed.; case present in inventory/case_registry.csv
rewrite_candidate_adapter_v0:track_a_same_engine:PERF_0006:spark:direct_llm_repair_1,rewrite_candidate_cell,rewrite_candidate_adapter_v0,track_a_same_engine_scaffold_only,PERF_0006,PERF,common_core_v0,track_a_same_engine:PERF_0006:spark,spark,direct_llm_repair_1,Direct LLM + Repair-1,same_engine_rewrite,llm_feedback_repair,same_engine_feedback_rewrite_method,candidate:PERF_0006:spark:direct_llm_repair_1:planned,cases/PERF/PERF_0006/sql/source.sql,,true,N.A.,N.A.,N.A.,N.A.,N.A.,evidence_not_adapted_yet,N.A.,N.A.,N.A.,N.A.,N.A.,,,,N.A.,release_denominator_scaffold,,N.A.,evidence_not_adapted_yet,false,false,false,false,false,false,false,false,Track-A same-engine rewrite candidate scaffold row only.; No retained candidate evidence parsed.; No generated/executed/exact/timed status inferred.; No metrics computed.; case present in inventory/case_registry.csv
rewrite_candidate_adapter_v0:track_a_same_engine:PERF_0006:spark:sqlglot_optimize,rewrite_candidate_cell,rewrite_candidate_adapter_v0,track_a_same_engine_scaffold_only,PERF_0006,PERF,common_core_v0,track_a_same_engine:PERF_0006:spark,spark,sqlglot_optimize,SQLGlot optimize,same_engine_rewrite,sqlglot_optimize,deterministic_same_engine_rewrite_method,candidate:PERF_0006:spark:sqlglot_optimize:planned,cases/PERF/PERF_0006/sql/source.sql,,true,N.A.,N.A.,N.A.,N.A.,N.A.,evidence_not_adapted_yet,N.A.,N.A.,N.A.,N.A.,N.A.,,,,N.A.,release_denominator_scaffold,,N.A.,evidence_not_adapted_yet,false,false,false,false,false,false,false,false,Track-A same-engine rewrite candidate scaffold row only.; No retained candidate evidence parsed.; No generated/executed/exact/timed status inferred.; No metrics computed.; case present in inventory/case_registry.csv
rewrite_candidate_adapter_v0:track_a_same_engine:PERF_0006:spark:sqlglot_noop,rewrite_candidate_cell,rewrite_candidate_adapter_v0,track_a_same_engine_scaffold_only,PERF_0006,PERF,common_core_v0,track_a_same_engine:PERF_0006:spark,spark,sqlglot_noop,SQLGlot no-op,same_engine_rewrite,sqlglot_noop,low_transform_infrastructure_route,candidate:PERF_0006:spark:sqlglot_noop:planned,cases/PERF/PERF_0006/sql/source.sql,,true,N.A.,N.A.,N.A.,N.A.,N.A.,evidence_not_adapted_yet,N.A.,N.A.,N.A.,N.A.,N.A.,,,,N.A.,release_denominator_scaffold,,N.A.,evidence_not_adapted_yet,false,false,false,false,false,false,false,false,Track-A same-engine rewrite candidate scaffold row only.; No retained candidate evidence parsed.; No generated/executed/exact/timed status inferred.; No metrics computed.; case present in inventory/case_registry.csv
rewrite_candidate_adapter_v0:track_a_same_engine:PERF_0006:spark:calcite_hep_fail_closed,rewrite_candidate_cell,rewrite_candidate_adapter_v0,track_a_same_engine_scaffold_only,PERF_0006,PERF,common_core_v0,track_a_same_engine:PERF_0006:spark,spark,calcite_hep_fail_closed,Calcite HEP fail-closed,same_engine_rewrite,calcite_hep,rule_based_fail_closed_rewrite_method,candidate:PERF_0006:spark:calcite_hep_fail_closed:planned,cases/PERF/PERF_0006/sql/source.sql,,true,N.A.,N.A.,N.A.,N.A.,N.A.,evidence_not_adapted_yet,N.A.,N.A.,N.A.,N.A.,N.A.,,,,N.A.,release_denominator_scaffold,,N.A.,evidence_not_adapted_yet,false,false,false,false,false,false,false,false,Track-A same-engine rewrite candidate scaffold row only.; No retained candidate evidence parsed.; No generated/executed/exact/timed status inferred.; No metrics computed.; case present in inventory/case_registry.csv
rewrite_candidate_adapter_v0:track_a_same_engine:PERF_0007:postgres:direct_llm_original,rewrite_candidate_cell,rewrite_candidate_adapter_v0,track_a_same_engine_scaffold_only,PERF_0007,PERF,common_core_v0,track_a_same_engine:PERF_0007:postgres,postgres,direct_llm_original,Direct LLM original,same_engine_rewrite,llm_direct,same_engine_rewrite_method,candidate:PERF_0007:postgres:direct_llm_original:planned,cases/PERF/PERF_0007/sql/source.sql,,true,N.A.,N.A.,N.A.,N.A.,N.A.,evidence_not_adapted_yet,N.A.,N.A.,N.A.,N.A.,N.A.,,,,N.A.,release_denominator_scaffold,,N.A.,evidence_not_adapted_yet,false,false,false,false,false,false,false,false,Track-A same-engine rewrite candidate scaffold row only.; No retained candidate evidence parsed.; No generated/executed/exact/timed status inferred.; No metrics computed.; case present in inventory/case_registry.csv
rewrite_candidate_adapter_v0:track_a_same_engine:PERF_0007:postgres:direct_llm_repair_1,rewrite_candidate_cell,rewrite_candidate_adapter_v0,track_a_same_engine_scaffold_only,PERF_0007,PERF,common_core_v0,track_a_same_engine:PERF_0007:postgres,postgres,direct_llm_repair_1,Direct LLM + Repair-1,same_engine_rewrite,llm_feedback_repair,same_engine_feedback_rewrite_method,candidate:PERF_0007:postgres:direct_llm_repair_1:planned,cases/PERF/PERF_0007/sql/source.sql,,true,N.A.,N.A.,N.A.,N.A.,N.A.,evidence_not_adapted_yet,N.A.,N.A.,N.A.,N.A.,N.A.,,,,N.A.,release_denominator_scaffold,,N.A.,evidence_not_adapted_yet,false,false,false,false,false,false,false,false,Track-A same-engine rewrite candidate scaffold row only.; No retained candidate evidence parsed.; No generated/executed/exact/timed status inferred.; No metrics computed.; case present in inventory/case_registry.csv
rewrite_candidate_adapter_v0:track_a_same_engine:PERF_0007:postgres:sqlglot_optimize,rewrite_candidate_cell,rewrite_candidate_adapter_v0,track_a_same_engine_scaffold_only,PERF_0007,PERF,common_core_v0,track_a_same_engine:PERF_0007:postgres,postgres,sqlglot_optimize,SQLGlot optimize,same_engine_rewrite,sqlglot_optimize,deterministic_same_engine_rewrite_method,candidate:PERF_0007:postgres:sqlglot_optimize:planned,cases/PERF/PERF_0007/sql/source.sql,,true,N.A.,N.A.,N.A.,N.A.,N.A.,evidence_not_adapted_yet,N.A.,N.A.,N.A.,N.A.,N.A.,,,,N.A.,release_denominator_scaffold,,N.A.,evidence_not_adapted_yet,false,false,false,false,false,false,false,false,Track-A same-engine rewrite candidate scaffold row only.; No retained candidate evidence parsed.; No generated/executed/exact/timed status inferred.; No metrics computed.; case present in inventory/case_registry.csv
rewrite_candidate_adapter_v0:track_a_same_engine:PERF_0007:postgres:sqlglot_noop,rewrite_candidate_cell,rewrite_candidate_adapter_v0,track_a_same_engine_scaffold_only,PERF_0007,PERF,common_core_v0,track_a_same_engine:PERF_0007:postgres,postgres,sqlglot_noop,SQLGlot no-op,same_engine_rewrite,sqlglot_noop,low_transform_infrastructure_route,candidate:PERF_0007:postgres:sqlglot_noop:planned,cases/PERF/PERF_0007/sql/source.sql,,true,N.A.,N.A.,N.A.,N.A.,N.A.,evidence_not_adapted_yet,N.A.,N.A.,N.A.,N.A.,N.A.,,,,N.A.,release_denominator_scaffold,,N.A.,evidence_not_adapted_yet,false,false,false,false,false,false,false,false,Track-A same-engine rewrite candidate scaffold row only.; No retained candidate evidence parsed.; No generated/executed/exact/timed status inferred.; No metrics computed.; case present in inventory/case_registry.csv
rewrite_candidate_adapter_v0:track_a_same_engine:PERF_0007:postgres:calcite_hep_fail_closed,rewrite_candidate_cell,rewrite_candidate_adapter_v0,track_a_same_engine_scaffold_only,PERF_0007,PERF,common_core_v0,track_a_same_engine:PERF_0007:postgres,postgres,calcite_hep_fail_closed,Calcite HEP fail-closed,same_engine_rewrite,calcite_hep,rule_based_fail_closed_rewrite_method,candidate:PERF_0007:postgres:calcite_hep_fail_closed:planned,cases/PERF/PERF_0007/sql/source.sql,,true,N.A.,N.A.,N.A.,N.A.,N.A.,evidence_not_adapted_yet,N.A.,N.A.,N.A.,N.A.,N.A.,,,,N.A.,release_denominator_scaffold,,N.A.,evidence_not_adapted_yet,false,false,false,false,false,false,false,false,Track-A same-engine rewrite candidate scaffold row only.; No retained candidate evidence parsed.; No generated/executed/exact/timed status inferred.; No metrics computed.; case present in inventory/case_registry.csv
rewrite_candidate_adapter_v0:track_a_same_engine:PERF_0007:mysql:direct_llm_original,rewrite_candidate_cell,rewrite_candidate_adapter_v0,track_a_same_engine_scaffold_only,PERF_0007,PERF,common_core_v0,track_a_same_engine:PERF_0007:mysql,mysql,direct_llm_original,Direct LLM original,same_engine_rewrite,llm_direct,same_engine_rewrite_method,candidate:PERF_0007:mysql:direct_llm_original:planned,cases/PERF/PERF_0007/sql/source.sql,,true,N.A.,N.A.,N.A.,N.A.,N.A.,evidence_not_adapted_yet,N.A.,N.A.,N.A.,N.A.,N.A.,,,,N.A.,release_denominator_scaffold,,N.A.,evidence_not_adapted_yet,false,false,false,false,false,false,false,false,Track-A same-engine rewrite candidate scaffold row only.; No retained candidate evidence parsed.; No generated/executed/exact/timed status inferred.; No metrics computed.; case present in inventory/case_registry.csv
rewrite_candidate_adapter_v0:track_a_same_engine:PERF_0007:mysql:direct_llm_repair_1,rewrite_candidate_cell,rewrite_candidate_adapter_v0,track_a_same_engine_scaffold_only,PERF_0007,PERF,common_core_v0,track_a_same_engine:PERF_0007:mysql,mysql,direct_llm_repair_1,Direct LLM + Repair-1,same_engine_rewrite,llm_feedback_repair,same_engine_feedback_rewrite_method,candidate:PERF_0007:mysql:direct_llm_repair_1:planned,cases/PERF/PERF_0007/sql/source.sql,,true,N.A.,N.A.,N.A.,N.A.,N.A.,evidence_not_adapted_yet,N.A.,N.A.,N.A.,N.A.,N.A.,,,,N.A.,release_denominator_scaffold,,N.A.,evidence_not_adapted_yet,false,false,false,false,false,false,false,false,Track-A same-engine rewrite candidate scaffold row only.; No retained candidate evidence parsed.; No generated/executed/exact/timed status inferred.; No metrics computed.; case present in inventory/case_registry.csv
rewrite_candidate_adapter_v0:track_a_same_engine:PERF_0007:mysql:sqlglot_optimize,rewrite_candidate_cell,rewrite_candidate_adapter_v0,track_a_same_engine_scaffold_only,PERF_0007,PERF,common_core_v0,track_a_same_engine:PERF_0007:mysql,mysql,sqlglot_optimize,SQLGlot optimize,same_engine_rewrite,sqlglot_optimize,deterministic_same_engine_rewrite_method,candidate:PERF_0007:mysql:sqlglot_optimize:planned,cases/PERF/PERF_0007/sql/source.sql,,true,N.A.,N.A.,N.A.,N.A.,N.A.,evidence_not_adapted_yet,N.A.,N.A.,N.A.,N.A.,N.A.,,,,N.A.,release_denominator_scaffold,,N.A.,evidence_not_adapted_yet,false,false,false,false,false,false,false,false,Track-A same-engine rewrite candidate scaffold row only.; No retained candidate evidence parsed.; No generated/executed/exact/timed status inferred.; No metrics computed.; case present in inventory/case_registry.csv
rewrite_candidate_adapter_v0:track_a_same_engine:PERF_0007:mysql:sqlglot_noop,rewrite_candidate_cell,rewrite_candidate_adapter_v0,track_a_same_engine_scaffold_only,PERF_0007,PERF,common_core_v0,track_a_same_engine:PERF_0007:mysql,mysql,sqlglot_noop,SQLGlot no-op,same_engine_rewrite,sqlglot_noop,low_transform_infrastructure_route,candidate:PERF_0007:mysql:sqlglot_noop:planned,cases/PERF/PERF_0007/sql/source.sql,,true,N.A.,N.A.,N.A.,N.A.,N.A.,evidence_not_adapted_yet,N.A.,N.A.,N.A.,N.A.,N.A.,,,,N.A.,release_denominator_scaffold,,N.A.,evidence_not_adapted_yet,false,false,false,false,false,false,false,false,Track-A same-engine rewrite candidate scaffold row only.; No retained candidate evidence parsed.; No generated/executed/exact/timed status inferred.; No metrics computed.; case present in inventory/case_registry.csv
rewrite_candidate_adapter_v0:track_a_same_engine:PERF_0007:mysql:calcite_hep_fail_closed,rewrite_candidate_cell,rewrite_candidate_adapter_v0,track_a_same_engine_scaffold_only,PERF_0007,PERF,common_core_v0,track_a_same_engine:PERF_0007:mysql,mysql,calcite_hep_fail_closed,Calcite HEP fail-closed,same_engine_rewrite,calcite_hep,rule_based_fail_closed_rewrite_method,candidate:PERF_0007:mysql:calcite_hep_fail_closed:planned,cases/PERF/PERF_0007/sql/source.sql,,true,N.A.,N.A.,N.A.,N.A.,N.A.,evidence_not_adapted_yet,N.A.,N.A.,N.A.,N.A.,N.A.,,,,N.A.,release_denominator_scaffold,,N.A.,evidence_not_adapted_yet,false,false,false,false,false,false,false,false,Track-A same-engine rewrite candidate scaffold row only.; No retained candidate evidence parsed.; No generated/executed/exact/timed status inferred.; No metrics computed.; case present in inventory/case_registry.csv
rewrite_candidate_adapter_v0:track_a_same_engine:PERF_0007:spark:direct_llm_original,rewrite_candidate_cell,rewrite_candidate_adapter_v0,track_a_same_engine_scaffold_only,PERF_0007,PERF,common_core_v0,track_a_same_engine:PERF_0007:spark,spark,direct_llm_original,Direct LLM original,same_engine_rewrite,llm_direct,same_engine_rewrite_method,candidate:PERF_0007:spark:direct_llm_original:planned,cases/PERF/PERF_0007/sql/source.sql,,true,N.A.,N.A.,N.A.,N.A.,N.A.,evidence_not_adapted_yet,N.A.,N.A.,N.A.,N.A.,N.A.,,,,N.A.,release_denominator_scaffold,,N.A.,evidence_not_adapted_yet,false,false,false,false,false,false,false,false,Track-A same-engine rewrite candidate scaffold row only.; No retained candidate evidence parsed.; No generated/executed/exact/timed status inferred.; No metrics computed.; case present in inventory/case_registry.csv
rewrite_candidate_adapter_v0:track_a_same_engine:PERF_0007:spark:direct_llm_repair_1,rewrite_candidate_cell,rewrite_candidate_adapter_v0,track_a_same_engine_scaffold_only,PERF_0007,PERF,common_core_v0,track_a_same_engine:PERF_0007:spark,spark,direct_llm_repair_1,Direct LLM + Repair-1,same_engine_rewrite,llm_feedback_repair,same_engine_feedback_rewrite_method,candidate:PERF_0007:spark:direct_llm_repair_1:planned,cases/PERF/PERF_0007/sql/source.sql,,true,N.A.,N.A.,N.A.,N.A.,N.A.,evidence_not_adapted_yet,N.A.,N.A.,N.A.,N.A.,N.A.,,,,N.A.,release_denominator_scaffold,,N.A.,evidence_not_adapted_yet,false,false,false,false,false,false,false,false,Track-A same-engine rewrite candidate scaffold row only.; No retained candidate evidence parsed.; No generated/executed/exact/timed status inferred.; No metrics computed.; case present in inventory/case_registry.csv
rewrite_candidate_adapter_v0:track_a_same_engine:PERF_0007:spark:sqlglot_optimize,rewrite_candidate_cell,rewrite_candidate_adapter_v0,track_a_same_engine_scaffold_only,PERF_0007,PERF,common_core_v0,track_a_same_engine:PERF_0007:spark,spark,sqlglot_optimize,SQLGlot optimize,same_engine_rewrite,sqlglot_optimize,deterministic_same_engine_rewrite_method,candidate:PERF_0007:spark:sqlglot_optimize:planned,cases/PERF/PERF_0007/sql/source.sql,,true,N.A.,N.A.,N.A.,N.A.,N.A.,evidence_not_adapted_yet,N.A.,N.A.,N.A.,N.A.,N.A.,,,,N.A.,release_denominator_scaffold,,N.A.,evidence_not_adapted_yet,false,false,false,false,false,false,false,false,Track-A same-engine rewrite candidate scaffold row only.; No retained candidate evidence parsed.; No generated/executed/exact/timed status inferred.; No metrics computed.; case present in inventory/case_registry.csv
rewrite_candidate_adapter_v0:track_a_same_engine:PERF_0007:spark:sqlglot_noop,rewrite_candidate_cell,rewrite_candidate_adapter_v0,track_a_same_engine_scaffold_only,PERF_0007,PERF,common_core_v0,track_a_same_engine:PERF_0007:spark,spark,sqlglot_noop,SQLGlot no-op,same_engine_rewrite,sqlglot_noop,low_transform_infrastructure_route,candidate:PERF_0007:spark:sqlglot_noop:planned,cases/PERF/PERF_0007/sql/source.sql,,true,N.A.,N.A.,N.A.,N.A.,N.A.,evidence_not_adapted_yet,N.A.,N.A.,N.A.,N.A.,N.A.,,,,N.A.,release_denominator_scaffold,,N.A.,evidence_not_adapted_yet,false,false,false,false,false,false,false,false,Track-A same-engine rewrite candidate scaffold row only.; No retained candidate evidence parsed.; No generated/executed/exact/timed status inferred.; No metrics computed.; case present in inventory/case_registry.csv
rewrite_candidate_adapter_v0:track_a_same_engine:PERF_0007:spark:calcite_hep_fail_closed,rewrite_candidate_cell,rewrite_candidate_adapter_v0,track_a_same_engine_scaffold_only,PERF_0007,PERF,common_core_v0,track_a_same_engine:PERF_0007:spark,spark,calcite_hep_fail_closed,Calcite HEP fail-closed,same_engine_rewrite,calcite_hep,rule_based_fail_closed_rewrite_method,candidate:PERF_0007:spark:calcite_hep_fail_closed:planned,cases/PERF/PERF_0007/sql/source.sql,,true,N.A.,N.A.,N.A.,N.A.,N.A.,evidence_not_adapted_yet,N.A.,N.A.,N.A.,N.A.,N.A.,,,,N.A.,release_denominator_scaffold,,N.A.,evidence_not_adapted_yet,false,false,false,false,false,false,false,false,Track-A same-engine rewrite candidate scaffold row only.; No retained candidate evidence parsed.; No generated/executed/exact/timed status inferred.; No metrics computed.; case present in inventory/case_registry.csv
