annotation_run_id,case_id,engine,method_id,route_id,provider_label,model_label,call_status,token counts if available,error_type if any,api_key_value_recorded
pocr_annotation_tri_engine_pilot_repair1_spark_v0,LONGTAIL_0011,spark,direct_llm_repair_1,direct_llm_repair_1_tri_engine_pocr_pilot_v0,openai_compatible,gpt-5.4,schema_valid,"{""completion_tokens"": 791, ""prompt_tokens"": 2118, ""total_tokens"": 2909}",,false
pocr_annotation_tri_engine_pilot_repair1_spark_v0,LONGTAIL_0022,spark,direct_llm_repair_1,direct_llm_repair_1_tri_engine_pocr_pilot_v0,openai_compatible,gpt-5.4,malformed_json,,JSONDecodeError,false
pocr_annotation_tri_engine_pilot_repair1_spark_v0,PERF_0006,spark,direct_llm_repair_1,direct_llm_repair_1_tri_engine_pocr_pilot_v0,openai_compatible,gpt-5.4,malformed_json,,JSONDecodeError,false
pocr_annotation_tri_engine_pilot_repair1_spark_v0,PORT_0003,spark,direct_llm_repair_1,direct_llm_repair_1_tri_engine_pocr_pilot_v0,openai_compatible,gpt-5.4,schema_valid,"{""completion_tokens"": 560, ""prompt_tokens"": 1529, ""total_tokens"": 2089}",,false
pocr_annotation_tri_engine_pilot_sqlglot_noop_postgres_v0,CONS_0005,postgres,sqlglot_noop,sqlglot_noop_tri_engine_pocr_sanity_control_v0,openai_compatible,gpt-5.4,schema_valid,"{""completion_tokens"": 738, ""prompt_tokens"": 1525, ""total_tokens"": 2263}",,false
pocr_annotation_tri_engine_pilot_sqlglot_noop_postgres_v0,LONGTAIL_0011,postgres,sqlglot_noop,sqlglot_noop_tri_engine_pocr_sanity_control_v0,openai_compatible,gpt-5.4,schema_valid,"{""completion_tokens"": 927, ""prompt_tokens"": 2137, ""total_tokens"": 3064}",,false
pocr_annotation_tri_engine_pilot_sqlglot_noop_postgres_v0,LONGTAIL_0022,postgres,sqlglot_noop,sqlglot_noop_tri_engine_pocr_sanity_control_v0,openai_compatible,gpt-5.4,schema_valid,"{""completion_tokens"": 683, ""prompt_tokens"": 1925, ""total_tokens"": 2608}",,false
pocr_annotation_tri_engine_pilot_sqlglot_noop_postgres_v0,PERF_0006,postgres,sqlglot_noop,sqlglot_noop_tri_engine_pocr_sanity_control_v0,openai_compatible,gpt-5.4,malformed_json,,JSONDecodeError,false
pocr_annotation_tri_engine_pilot_sqlglot_noop_postgres_v0,PORT_0003,postgres,sqlglot_noop,sqlglot_noop_tri_engine_pocr_sanity_control_v0,openai_compatible,gpt-5.4,malformed_json,,JSONDecodeError,false
pocr_annotation_tri_engine_pilot_sqlglot_noop_mysql_v0,CONS_0005,mysql,sqlglot_noop,sqlglot_noop_tri_engine_pocr_sanity_control_v0,openai_compatible,gpt-5.4,schema_valid,"{""completion_tokens"": 746, ""prompt_tokens"": 1524, ""total_tokens"": 2270}",,false
pocr_annotation_tri_engine_pilot_sqlglot_noop_mysql_v0,LONGTAIL_0011,mysql,sqlglot_noop,sqlglot_noop_tri_engine_pocr_sanity_control_v0,openai_compatible,gpt-5.4,schema_valid,"{""completion_tokens"": 654, ""prompt_tokens"": 2136, ""total_tokens"": 2790}",,false
pocr_annotation_tri_engine_pilot_sqlglot_noop_mysql_v0,LONGTAIL_0022,mysql,sqlglot_noop,sqlglot_noop_tri_engine_pocr_sanity_control_v0,openai_compatible,gpt-5.4,provider_call_failed,,RuntimeError,false
pocr_annotation_tri_engine_pilot_sqlglot_noop_mysql_v0,PERF_0006,mysql,sqlglot_noop,sqlglot_noop_tri_engine_pocr_sanity_control_v0,openai_compatible,gpt-5.4,malformed_json,,JSONDecodeError,false
pocr_annotation_tri_engine_pilot_sqlglot_noop_mysql_v0,PORT_0003,mysql,sqlglot_noop,sqlglot_noop_tri_engine_pocr_sanity_control_v0,openai_compatible,gpt-5.4,schema_valid,"{""completion_tokens"": 515, ""prompt_tokens"": 1550, ""total_tokens"": 2065}",,false
pocr_annotation_tri_engine_pilot_sqlglot_noop_spark_v0,CONS_0005,spark,sqlglot_noop,sqlglot_noop_tri_engine_pocr_sanity_control_v0,openai_compatible,gpt-5.4,schema_valid,"{""completion_tokens"": 739, ""prompt_tokens"": 1526, ""total_tokens"": 2265}",,false
pocr_annotation_tri_engine_pilot_sqlglot_noop_spark_v0,LONGTAIL_0011,spark,sqlglot_noop,sqlglot_noop_tri_engine_pocr_sanity_control_v0,openai_compatible,gpt-5.4,schema_valid,"{""completion_tokens"": 684, ""prompt_tokens"": 2138, ""total_tokens"": 2822}",,false
pocr_annotation_tri_engine_pilot_sqlglot_noop_spark_v0,LONGTAIL_0022,spark,sqlglot_noop,sqlglot_noop_tri_engine_pocr_sanity_control_v0,openai_compatible,gpt-5.4,schema_valid,"{""completion_tokens"": 678, ""prompt_tokens"": 1926, ""total_tokens"": 2604}",,false
pocr_annotation_tri_engine_pilot_sqlglot_noop_spark_v0,PERF_0006,spark,sqlglot_noop,sqlglot_noop_tri_engine_pocr_sanity_control_v0,openai_compatible,gpt-5.4,schema_valid,"{""completion_tokens"": 1436, ""prompt_tokens"": 2378, ""total_tokens"": 3814}",,false
pocr_annotation_tri_engine_pilot_sqlglot_noop_spark_v0,PORT_0003,spark,sqlglot_noop,sqlglot_noop_tri_engine_pocr_sanity_control_v0,openai_compatible,gpt-5.4,schema_valid,"{""completion_tokens"": 538, ""prompt_tokens"": 1552, ""total_tokens"": 2090}",,false
