case_id,relative_path,public_release_path,source_kind,source_legacy_path_or_generated_from,size_bytes,sha256_public_copy,sha256_source_if_applicable,sha256_matches_source_if_applicable,category,canonical_section,public_hygiene_scan_ok,evidence_role,notes
PERF_0052,data/data_profile.yaml,cases/PERF/PERF_0052/data/data_profile.yaml,generated,legacy data profile summary,541,f99fd66122499e6ebd867bcf87dfa4c04e8abd2185cf10a1cb0a26ccab48f559,,not_applicable,profile,data,True,data_profile,generated canonical metadata or summary
PERF_0052,data/witness_profile.yaml,cases/PERF/PERF_0052/data/witness_profile.yaml,generated,legacy witness summary,898,c1154d75744dccef0d24eeb0f35226abad09d09f234cc9d0439a7e26e8eedacc,,not_applicable,profile,data,True,witness_profile,generated canonical metadata or summary
PERF_0052,checker/checker.yaml,cases/PERF/PERF_0052/checker/checker.yaml,generated,generated canonical checker config,411,8905abe9f30ce8fd6b792adf76fae0f9523239158ae269fdd3c48ec026e0f89b,,not_applicable,checker,checker,True,checker_config,generated canonical metadata or summary
PERF_0052,checker/normalization.yaml,cases/PERF/PERF_0052/checker/normalization.yaml,generated,generated canonical normalization summary,437,e4adb91cbda8ff639e607c916a2e2ce5c8bf9119ce8620e052695ed136803525,,not_applicable,checker,checker,True,checker_normalization,generated canonical metadata or summary
PERF_0052,checker/compare_config.yaml,cases/PERF/PERF_0052/checker/compare_config.yaml,generated,generated canonical compare config,461,706a607a43af646e1e4cb951115a020234b65ab8410ac119b16cde9897f43412,,not_applicable,checker,checker,True,compare_config,generated canonical metadata or summary
PERF_0052,checker/expected_rejections.yaml,cases/PERF/PERF_0052/checker/expected_rejections.yaml,generated,generated static hard-negative summary,1280,2f3825d09fb01d25c455c8dda5376fea58ea2c949e1a5b1590f4b21b791039d2,,not_applicable,checker,checker,True,expected_rejections,generated canonical metadata or summary
PERF_0052,validation/run_postgres_validation.sh,cases/PERF/PERF_0052/validation/run_postgres_validation.sh,adapted_legacy_file,cases/PERF/PERF_0052/validation/run_pg_validation.sh,2520,237f86abe8dd1f92b9bc46a9815d8a06f480f4b10712d1b1fe6aa850133f4d44,e440bff5d65b9644dde17c81095aab051beca9ea1524cd7335c1203f9a736925,False,validation_script,validation,True,retained_legacy_validation_asset,"adapted public copy uses canonical paths, neutral environment wording, and caveat"
PERF_0052,validation/run_mysql_validation.sh,cases/PERF/PERF_0052/validation/run_mysql_validation.sh,adapted_legacy_file,cases/PERF/PERF_0052/validation/run_mysql_validation.sh,3703,3b818faedbdaf8fc0adf8851ff80aae2ffd96074885fc2e3601c484d41436ca2,9e704f9929d0b9387a3d331fa6f3036835e2a89cef2f03ddac4248b8a45aa9a9,False,validation_script,validation,True,retained_legacy_validation_asset,"adapted public copy uses canonical paths, neutral environment wording, and caveat"
PERF_0052,validation/run_spark_validation.sh,cases/PERF/PERF_0052/validation/run_spark_validation.sh,adapted_legacy_file,cases/PERF/PERF_0052/validation/run_spark_validation.sh,4877,ef58d243960551691ab0eaa62e7cd6d338a23c8f3110a2012820186c72940266,a650f425604eb961c2881d10de1fd52ca886d0ee0c208e098ec25f2f1a684a54,False,validation_script,validation,True,retained_legacy_validation_asset,"adapted public copy uses canonical paths, neutral environment wording, and caveat"
PERF_0052,validation/run_postgres_plan_collection.sh,cases/PERF/PERF_0052/validation/run_postgres_plan_collection.sh,adapted_legacy_file,cases/PERF/PERF_0052/validation/run_pg_plan_collection.sh,6038,790aea7adffe19200b63658d866f5dea77a8ab20c503fed4d09eac04782e966e,88db3ed32e4d5b3cae56aa1b18bd76f58aa724416bfba47de9ecd8a2a427f080,False,validation_script,validation,True,retained_legacy_validation_asset,"adapted public copy uses canonical paths, neutral environment wording, and caveat"
PERF_0052,validation/run_mysql_plan_collection.sh,cases/PERF/PERF_0052/validation/run_mysql_plan_collection.sh,adapted_legacy_file,cases/PERF/PERF_0052/validation/run_mysql_plan_collection.sh,3923,29c2314fc5b4b90d3c842b9efca0513d146fe7ff7e84ef143ccb0d603aa2f839,93b9db28a160dcacdd19a5552f24a9eee2c02ea17f3ffc62bc550910ca3d2eec,False,validation_script,validation,True,retained_legacy_validation_asset,"adapted public copy uses canonical paths, neutral environment wording, and caveat"
PERF_0052,validation/run_spark_plan_collection.sh,cases/PERF/PERF_0052/validation/run_spark_plan_collection.sh,adapted_legacy_file,cases/PERF/PERF_0052/validation/run_spark_plan_collection.sh,4886,258ff5729b3eba6ddbfa5ac5646dd67db26343daa16c15476510d65ee2913c2c,93084c7b853c02349fd835e66e4c6f64368b51edfb75cc1ef79586a5b7779882,False,validation_script,validation,True,retained_legacy_validation_asset,"adapted public copy uses canonical paths, neutral environment wording, and caveat"
PERF_0052,evidence/retained_controls/result_check.json,cases/PERF/PERF_0052/evidence/retained_controls/result_check.json,legacy_file,cases/PERF/PERF_0052/runs/result_check.json,906,74e9f6e09cbd7f131ee3654cdbcc26edd61033c1aabb8867b1850142cad36aad,74e9f6e09cbd7f131ee3654cdbcc26edd61033c1aabb8867b1850142cad36aad,True,retained_control_evidence,evidence,True,control_validation,aggregate result check
PERF_0052,evidence/retained_controls/mysql/result_check.json,cases/PERF/PERF_0052/evidence/retained_controls/mysql/result_check.json,legacy_file,cases/PERF/PERF_0052/runs/mysql/result_check.json,836,5f40c9698e9bad993c772be353afc46e0e7b7cf9b3ea17e685c65599de528397,5f40c9698e9bad993c772be353afc46e0e7b7cf9b3ea17e685c65599de528397,True,retained_control_evidence,evidence,True,control_validation,MySQL result check
PERF_0052,evidence/retained_controls/spark/result_check.json,cases/PERF/PERF_0052/evidence/retained_controls/spark/result_check.json,legacy_file,cases/PERF/PERF_0052/runs/spark/result_check.json,823,6cd2f0997b1c258016dc3bfe8a1b8a61a3b75d932422e551ad3f35ddbc53f2c3,6cd2f0997b1c258016dc3bfe8a1b8a61a3b75d932422e551ad3f35ddbc53f2c3,True,retained_control_evidence,evidence,True,control_validation,Spark result check
PERF_0052,evidence/retained_controls/postgres/source.tsv,cases/PERF/PERF_0052/evidence/retained_controls/postgres/source.tsv,legacy_file,cases/PERF/PERF_0052/runs/pg/source.tsv,7,736efda25af31ee18e49bc87e238eda6ba58f845499e98e1ccb1e483869b6962,736efda25af31ee18e49bc87e238eda6ba58f845499e98e1ccb1e483869b6962,True,retained_control_evidence,evidence,True,control_validation,postgres source output
PERF_0052,evidence/retained_controls/mysql/source.tsv,cases/PERF/PERF_0052/evidence/retained_controls/mysql/source.tsv,legacy_file,cases/PERF/PERF_0052/runs/mysql/source.tsv,7,736efda25af31ee18e49bc87e238eda6ba58f845499e98e1ccb1e483869b6962,736efda25af31ee18e49bc87e238eda6ba58f845499e98e1ccb1e483869b6962,True,retained_control_evidence,evidence,True,control_validation,mysql source output
PERF_0052,evidence/retained_controls/mysql/rewrite_pos_01.tsv,cases/PERF/PERF_0052/evidence/retained_controls/mysql/rewrite_pos_01.tsv,legacy_file,cases/PERF/PERF_0052/runs/mysql/rewrite_pos_01.tsv,7,736efda25af31ee18e49bc87e238eda6ba58f845499e98e1ccb1e483869b6962,736efda25af31ee18e49bc87e238eda6ba58f845499e98e1ccb1e483869b6962,True,retained_control_evidence,evidence,True,control_validation,mysql positive output
PERF_0052,evidence/hard_negative/mysql/rewrite_neg_01.tsv,cases/PERF/PERF_0052/evidence/hard_negative/mysql/rewrite_neg_01.tsv,legacy_file,cases/PERF/PERF_0052/runs/mysql/rewrite_neg_01.tsv,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,True,hard_negative_evidence,evidence,True,hard_negative_rejection,mysql hard-negative rejection output
PERF_0052,evidence/retained_controls/spark/source.tsv,cases/PERF/PERF_0052/evidence/retained_controls/spark/source.tsv,legacy_file,cases/PERF/PERF_0052/runs/spark/source.tsv,7,736efda25af31ee18e49bc87e238eda6ba58f845499e98e1ccb1e483869b6962,736efda25af31ee18e49bc87e238eda6ba58f845499e98e1ccb1e483869b6962,True,retained_control_evidence,evidence,True,control_validation,spark source output
PERF_0052,evidence/retained_controls/spark/rewrite_pos_01.tsv,cases/PERF/PERF_0052/evidence/retained_controls/spark/rewrite_pos_01.tsv,legacy_file,cases/PERF/PERF_0052/runs/spark/rewrite_pos_01.tsv,7,736efda25af31ee18e49bc87e238eda6ba58f845499e98e1ccb1e483869b6962,736efda25af31ee18e49bc87e238eda6ba58f845499e98e1ccb1e483869b6962,True,retained_control_evidence,evidence,True,control_validation,spark positive output
PERF_0052,evidence/hard_negative/spark/rewrite_neg_01.tsv,cases/PERF/PERF_0052/evidence/hard_negative/spark/rewrite_neg_01.tsv,legacy_file,cases/PERF/PERF_0052/runs/spark/rewrite_neg_01.tsv,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,True,hard_negative_evidence,evidence,True,hard_negative_rejection,spark hard-negative rejection output
PERF_0052,evidence/retained_plans/plan_check.json,cases/PERF/PERF_0052/evidence/retained_plans/plan_check.json,legacy_file,cases/PERF/PERF_0052/runs/plan_check.json,767,aa35b59a53f6488f862df45e1d45828089c43432643ca190622bff57b1945175,aa35b59a53f6488f862df45e1d45828089c43432643ca190622bff57b1945175,True,retained_plan_evidence,evidence,True,plan_observability,aggregate plan artifact presence
PERF_0052,evidence/retained_plans/mysql/plan_check.json,cases/PERF/PERF_0052/evidence/retained_plans/mysql/plan_check.json,legacy_file,cases/PERF/PERF_0052/runs/mysql/plans/plan_check.json,918,fbf08a41960f6882b40b03bdcb53e91ede519d0b32ca87e9084553f6fdad410c,fbf08a41960f6882b40b03bdcb53e91ede519d0b32ca87e9084553f6fdad410c,True,retained_plan_evidence,evidence,True,plan_observability,MySQL plan check
PERF_0052,evidence/retained_plans/spark/plan_check.json,cases/PERF/PERF_0052/evidence/retained_plans/spark/plan_check.json,legacy_file,cases/PERF/PERF_0052/runs/spark/plans/plan_check.json,913,2cf15f845c6a3df1dd50c8f81e0dc1910b14d149cff5c8d4cd155162b6c8c920,2cf15f845c6a3df1dd50c8f81e0dc1910b14d149cff5c8d4cd155162b6c8c920,True,retained_plan_evidence,evidence,True,plan_observability,Spark plan check
PERF_0052,evidence/retained_plans/postgres/source.json,cases/PERF/PERF_0052/evidence/retained_plans/postgres/source.json,legacy_file,cases/PERF/PERF_0052/runs/pg/plans/source.json,8427,23326ddb9af316ca1030180cc8ef32f12022d7c96c77e7c84cb1d8da81d7cbc5,23326ddb9af316ca1030180cc8ef32f12022d7c96c77e7c84cb1d8da81d7cbc5,True,retained_plan_evidence,evidence,True,plan_observability,postgres source.json plan
PERF_0052,evidence/retained_plans/mysql/source.json,cases/PERF/PERF_0052/evidence/retained_plans/mysql/source.json,legacy_file,cases/PERF/PERF_0052/runs/mysql/plans/source.json,6813,48028f77d6982b800162935cc38b0216804a34e7816e5ce0678ab2805bf212e7,48028f77d6982b800162935cc38b0216804a34e7816e5ce0678ab2805bf212e7,True,retained_plan_evidence,evidence,True,plan_observability,mysql source.json plan
PERF_0052,evidence/retained_plans/mysql/rewrite_pos_01.json,cases/PERF/PERF_0052/evidence/retained_plans/mysql/rewrite_pos_01.json,legacy_file,cases/PERF/PERF_0052/runs/mysql/plans/rewrite_pos_01.json,6813,48028f77d6982b800162935cc38b0216804a34e7816e5ce0678ab2805bf212e7,48028f77d6982b800162935cc38b0216804a34e7816e5ce0678ab2805bf212e7,True,retained_plan_evidence,evidence,True,plan_observability,mysql rewrite_pos_01.json plan
PERF_0052,evidence/retained_plans/mysql/rewrite_neg_01.json,cases/PERF/PERF_0052/evidence/retained_plans/mysql/rewrite_neg_01.json,legacy_file,cases/PERF/PERF_0052/runs/mysql/plans/rewrite_neg_01.json,6813,6f3b98148c8631dbe6d19614a0b72a04735fca869f7492d4b5e1612791c7c031,6f3b98148c8631dbe6d19614a0b72a04735fca869f7492d4b5e1612791c7c031,True,retained_plan_evidence,evidence,True,plan_observability,mysql rewrite_neg_01.json plan
PERF_0052,evidence/retained_plans/spark/source.sanitized.txt,cases/PERF/PERF_0052/evidence/retained_plans/spark/source.sanitized.txt,generated_from_raw_plan,cases/PERF/PERF_0052/runs/spark/plans/source.txt,10595,6339a9ec4f32683aed5b7ad12ca0d106b6bddb3361db84851e6f6c53b9f9aeb5,9a0ec023b289f5ed8029d1fd7c8eaf006bfb41a1115e0501ca3174eadf5120d7,False,retained_plan_evidence,evidence,True,plan_observability,Spark source plan observability; local temporary paths redacted
PERF_0052,evidence/retained_plans/spark/rewrite_pos_01.sanitized.txt,cases/PERF/PERF_0052/evidence/retained_plans/spark/rewrite_pos_01.sanitized.txt,generated_from_raw_plan,cases/PERF/PERF_0052/runs/spark/plans/rewrite_pos_01.txt,10697,83fe78f82d4652be30b5050df63f9d6256066aadd3ee06d06d7ba1bfa6882f32,29bf99f99beaff9791d93236d9ef51b00997d05d598b730f29f36cf50a0823fa,False,retained_plan_evidence,evidence,True,plan_observability,Spark positive plan observability; local temporary paths redacted
PERF_0052,evidence/retained_plans/spark/rewrite_neg_01.sanitized.txt,cases/PERF/PERF_0052/evidence/retained_plans/spark/rewrite_neg_01.sanitized.txt,generated_from_raw_plan,cases/PERF/PERF_0052/runs/spark/plans/rewrite_neg_01.txt,10721,5cdc27ccc3f7e6403472ea4ede46bebf8722e212fe03bf5d3927c6f96a6f5ca9,27a6fafcda44010c048f4ba7b95543b223576c2c7c4ee0e2903a7ae9572ed098,False,retained_plan_evidence,evidence,True,plan_observability,Spark hard-negative plan observability; local temporary paths redacted
PERF_0052,evidence/hard_negative/hard_negative_summary.json,cases/PERF/PERF_0052/evidence/hard_negative/hard_negative_summary.json,generated,generated from static SQL/evidence mapping,949,0bcb07e3dfbd346586b14e4ee802166b0cf58ab2a173f2f0972838a02a7e4355,,not_applicable,hard_negative_evidence,evidence,True,hard_negative_rejection,generated canonical metadata or summary
PERF_0052,evidence/package_validation_summary.json,cases/PERF/PERF_0052/evidence/package_validation_summary.json,generated,generated retained evidence summary,523,e226734a3a70efffed856aa23a9f58edb7f391020f1c59ddc77ae546c1e6e6f7,,not_applicable,summary,evidence,True,package_validation_summary,generated canonical metadata or summary
PERF_0052,metadata/provenance.yaml,cases/PERF/PERF_0052/metadata/provenance.yaml,generated,generated from legacy manifest and static inspection,725,a593f05aa9893461c2169aef570ef911354abac147cb3e38e51e38668de41195,,not_applicable,metadata,metadata,True,provenance,generated canonical metadata or summary
PERF_0052,metadata/taxonomy.yaml,cases/PERF/PERF_0052/metadata/taxonomy.yaml,generated,generated from legacy manifest tags and static SQL inspection,548,6652ccd34c98babd8b20fcb9f8fa90e7a003314f21159b2c6d84c2b3182b9520,,not_applicable,metadata,metadata,True,taxonomy,generated canonical metadata or summary
PERF_0052,metadata/engine_support.yaml,cases/PERF/PERF_0052/metadata/engine_support.yaml,generated,generated engine support summary,469,942d942b23e83f8e1dcf9732e6855facd56b65715a4954d359827ad5494ba2b5,,not_applicable,metadata,metadata,True,engine_support,generated canonical metadata or summary
PERF_0052,metadata/denominator_eligibility.yaml,cases/PERF/PERF_0052/metadata/denominator_eligibility.yaml,generated,generated denominator boundary summary,412,834229aa0c430045b0f19d77888f1d345951ed9b60fedc85e82d62c63789e1f5,,not_applicable,metadata,metadata,True,denominator_eligibility,generated canonical metadata or summary
PERF_0052,metadata/artifact_paths.yaml,cases/PERF/PERF_0052/metadata/artifact_paths.yaml,generated,generated canonical artifact path map,2176,3aeb8f17f2fcb3c57918c061d00d2758a762a621d126833dbaeee28d82d26862,,not_applicable,metadata,metadata,True,artifact_paths,generated canonical metadata or summary
PERF_0052,README.md,cases/PERF/PERF_0052/README.md,generated,generated canonical README,2155,0ebbeb87a4653dfdb534f533b4fa41b08d94c981eee9bd4af02c64bca071ddc6,,not_applicable,readme,root,True,case_readme,generated canonical metadata or summary
PERF_0052,notes/witness_design_notes.md,cases/PERF/PERF_0052/notes/witness_design_notes.md,generated,generated witness summary,467,626c0cab5ae6b4646229ad4e3616f567837b79c528806007e4a32e84c15f46b5,,not_applicable,notes,notes,True,witness_notes,generated canonical metadata or summary
PERF_0052,notes/risk_notes.md,cases/PERF/PERF_0052/notes/risk_notes.md,generated,generated risk summary,457,d84d260f8b19ad8b811885fd841e0cfee8378301c9218b92301124bb93698e8d,,not_applicable,notes,notes,True,risk_notes,generated canonical metadata or summary
PERF_0052,notes/schema_notes.md,cases/PERF/PERF_0052/notes/schema_notes.md,generated,generated schema summary,343,b77c280b113882f093d3a55b7019368ea50200f925bfd28f47bb1baebdf92588,,not_applicable,notes,notes,True,schema_notes,generated canonical metadata or summary
PERF_0052,notes/promotion_checklist.md,cases/PERF/PERF_0052/notes/promotion_checklist.md,generated,generated migration packaging checklist,464,f9357083ec67660020b41c5a99a338b66c354890b19dd3f554dbaf4028cf2898,,not_applicable,notes,notes,True,promotion_checklist,generated canonical metadata or summary
PERF_0052,notes/migration_notes.md,cases/PERF/PERF_0052/notes/migration_notes.md,generated,generated migration notes,1260,33b9c6e25b40e00fb1cc34574d77af7992b2ef04a8b92e82b3e76cdb565817a2,,not_applicable,notes,notes,True,migration_notes,generated canonical metadata or summary
PERF_0052,runs/README.md,cases/PERF/PERF_0052/runs/README.md,generated,generated placeholder; raw runs not copied wholesale,265,80e05491c2c3cba4614840e8fffed4ca04c68870efc15cca16dd79e6e3ffa3ee,,not_applicable,runs_placeholder,runs,True,raw_runs_placeholder,generated canonical metadata or summary
PERF_0052,manifest.yaml,cases/PERF/PERF_0052/manifest.yaml,generated,generated canonical manifest,4109,fcc7be20d7025a1a4f5eff6c5607506dbb748997ee6508bdab61267a930fb10e,,not_applicable,manifest,root,True,manifest,generated canonical metadata or summary
PERF_0052,evidence/runs_retention.yaml,cases/PERF/PERF_0052/evidence/runs_retention.yaml,generated,generated runs retention map,26749,ac32e83bf3bbdfb3ba6eb890b0a8c4e61a9117b1d96eb8934163c3fadde442c5,,not_applicable,runs_retention,evidence,True,runs_retention,generated canonical metadata or summary
PERF_0054,sql/source.sql,cases/PERF/PERF_0054/sql/source.sql,legacy_file,cases/PERF/PERF_0054/source.sql,613,0a97395e9cd01c7d4c8a83f25406e83d1c1e5dec2ce9cfda696a90b8633bee3f,0a97395e9cd01c7d4c8a83f25406e83d1c1e5dec2ce9cfda696a90b8633bee3f,True,sql,sql,True,source_sql,copied byte-for-byte from legacy source
PERF_0054,sql/positives/pos_01.sql,cases/PERF/PERF_0054/sql/positives/pos_01.sql,legacy_file,cases/PERF/PERF_0054/rewrite_pos_01.sql,636,db94752dfc40979ecee8f0872bebf341ca60cc410f37359bb07741ff3f8cfbb6,db94752dfc40979ecee8f0872bebf341ca60cc410f37359bb07741ff3f8cfbb6,True,sql,sql,True,positive_rewrite,copied byte-for-byte from legacy source
PERF_0054,sql/negatives/neg_01.sql,cases/PERF/PERF_0054/sql/negatives/neg_01.sql,legacy_file,cases/PERF/PERF_0054/rewrite_neg_01.sql,623,982cfa432229c3effe312c8ee283101a5c8481410f4a9054fa1deb99d686a182,982cfa432229c3effe312c8ee283101a5c8481410f4a9054fa1deb99d686a182,True,sql,sql,True,hard_negative,copied byte-for-byte from legacy source
PERF_0054,schema/postgres/ddl.sql,cases/PERF/PERF_0054/schema/postgres/ddl.sql,legacy_file,cases/PERF/PERF_0054/schema/ddl_pg.sql,296,37e8d9bae0c7c1b068ab94b7f088575be156807fbe1c3c04e69804f9b69d83cd,37e8d9bae0c7c1b068ab94b7f088575be156807fbe1c3c04e69804f9b69d83cd,True,schema_data_context,schema,True,postgres_schema_context,copied byte-for-byte from legacy source
PERF_0054,schema/mysql/ddl.sql,cases/PERF/PERF_0054/schema/mysql/ddl.sql,legacy_file,cases/PERF/PERF_0054/schema/ddl_mysql.sql,450,76e2afb5152d13a22003a11c052f1b88c1aa5d44f6f27bd653f17ae07d9ac946,76e2afb5152d13a22003a11c052f1b88c1aa5d44f6f27bd653f17ae07d9ac946,True,schema_data_context,schema,True,mysql_schema_context,copied byte-for-byte from legacy source
PERF_0054,schema/spark/ddl.sql,cases/PERF/PERF_0054/schema/spark/ddl.sql,legacy_file,cases/PERF/PERF_0054/schema/ddl_spark.sql,342,e425eed42fa8e13960e9362f1ba969342a62ac49344e74df03f8410ada915da5,e425eed42fa8e13960e9362f1ba969342a62ac49344e74df03f8410ada915da5,True,schema_data_context,schema,True,spark_schema_context,copied byte-for-byte from legacy source
PERF_0054,schema/postgres/load.sql,cases/PERF/PERF_0054/schema/postgres/load.sql,legacy_file,cases/PERF/PERF_0054/validation/pg_witness_data.sql,144,df6adbf701b8f40c96e329a0a6f4dd13074bd21dfd8c0014b7ac77dd150dde64,df6adbf701b8f40c96e329a0a6f4dd13074bd21dfd8c0014b7ac77dd150dde64,True,schema_data_context,schema,True,postgres_witness_load,copied byte-for-byte from legacy source
PERF_0054,schema/mysql/load.sql,cases/PERF/PERF_0054/schema/mysql/load.sql,legacy_file,cases/PERF/PERF_0054/validation/mysql_witness_data.sql,334,a413f968d0140fbebbc68acb799b650c4ff1d3107f92d5bb04f92c04561754cc,a413f968d0140fbebbc68acb799b650c4ff1d3107f92d5bb04f92c04561754cc,True,schema_data_context,schema,True,mysql_witness_load,copied byte-for-byte from legacy source
PERF_0054,schema/spark/load.sql,cases/PERF/PERF_0054/schema/spark/load.sql,legacy_file,cases/PERF/PERF_0054/validation/spark_witness_data.sql,346,8118d60643d5fb8cbbda9c6bde1ef49776da04df67bb2e690078f24428493285,8118d60643d5fb8cbbda9c6bde1ef49776da04df67bb2e690078f24428493285,True,schema_data_context,schema,True,spark_witness_load,copied byte-for-byte from legacy source
PERF_0054,schema/schema_profile.yaml,cases/PERF/PERF_0054/schema/schema_profile.yaml,generated,legacy schema/load summary,576,4a66c33963d29eef04ef43c57f6b6886ef8d0235c55d898df2c6f76e12aafca8,,not_applicable,profile,schema,True,schema_profile,generated canonical metadata or summary
PERF_0054,data/data_profile.yaml,cases/PERF/PERF_0054/data/data_profile.yaml,generated,legacy data profile summary,510,a71a9bf96276cddda17bd54f0938213693b865ef96cb2ae1df26a3cca8fc5abb,,not_applicable,profile,data,True,data_profile,generated canonical metadata or summary
PERF_0054,data/witness_profile.yaml,cases/PERF/PERF_0054/data/witness_profile.yaml,generated,legacy witness summary,884,1b53d59e8400831b383764dd3cf7ff60a068bc128daefed6ed0de1cf388272ac,,not_applicable,profile,data,True,witness_profile,generated canonical metadata or summary
PERF_0054,checker/checker.yaml,cases/PERF/PERF_0054/checker/checker.yaml,generated,generated canonical checker config,411,76f6056924b044cf7bf5f6393156619d0de5fa9b034887786b87cce1f723a0f7,,not_applicable,checker,checker,True,checker_config,generated canonical metadata or summary
PERF_0054,checker/normalization.yaml,cases/PERF/PERF_0054/checker/normalization.yaml,generated,generated canonical normalization summary,437,7e0f438ccd60966b7e41378633bfb040aa61c2e3cc4450f2d6dfcbccd1e8d8cc,,not_applicable,checker,checker,True,checker_normalization,generated canonical metadata or summary
PERF_0054,checker/compare_config.yaml,cases/PERF/PERF_0054/checker/compare_config.yaml,generated,generated canonical compare config,461,1af21e816a8fb6f758fdf1ec7c55a90e0048329a8c257801d91b611f1c280f6a,,not_applicable,checker,checker,True,compare_config,generated canonical metadata or summary
PERF_0054,checker/expected_rejections.yaml,cases/PERF/PERF_0054/checker/expected_rejections.yaml,generated,generated static hard-negative summary,1170,030db18a45e99a183050872f3750f72b0bd3df139cf8fcf03b8bc96dced7c55c,,not_applicable,checker,checker,True,expected_rejections,generated canonical metadata or summary
