path,file_type,likely_purpose,db_dependency,llm_or_api_dependency,local_path_risk,output_path_risk,writes_to_case_local_runs_risk,recommended_classification,future_layer,notes
scripts/check_longtail_0002_mysql.py,python,validation_or_preflight_reference,true,false,false,true,true,refactor_candidate,scripts/dev,contains DB/engine terms; contains output/write/report/run path terms; may write/read case-local runs; future public runners must not write there
scripts/check_longtail_0002_spark.py,python,validation_or_preflight_reference,true,false,false,true,true,refactor_candidate,scripts/dev,contains DB/engine terms; contains output/write/report/run path terms; may write/read case-local runs; future public runners must not write there
scripts/check_mysql.sh,shell,validation_or_preflight_reference,true,false,false,false,false,refactor_candidate,scripts/dev,contains DB/engine terms
scripts/check_perf_0002_pg_mysql_source.py,python,validation_or_preflight_reference,true,false,false,true,true,refactor_candidate,scripts/dev,contains DB/engine terms; contains output/write/report/run path terms; may write/read case-local runs; future public runners must not write there
scripts/check_perf_0002_pg_mysql_spark_source.py,python,validation_or_preflight_reference,true,false,false,true,true,refactor_candidate,scripts/dev,contains DB/engine terms; contains output/write/report/run path terms; may write/read case-local runs; future public runners must not write there
scripts/check_perf_0002_rewrites.py,python,validation_or_preflight_reference,true,false,false,true,true,refactor_candidate,scripts/dev,contains DB/engine terms; contains output/write/report/run path terms; may write/read case-local runs; future public runners must not write there
scripts/check_perf_0003_pg.py,python,validation_or_preflight_reference,true,false,false,true,true,refactor_candidate,scripts/dev,contains DB/engine terms; contains output/write/report/run path terms; may write/read case-local runs; future public runners must not write there
scripts/check_perf_0004_pg.py,python,validation_or_preflight_reference,true,false,false,true,true,refactor_candidate,scripts/dev,contains DB/engine terms; contains output/write/report/run path terms; may write/read case-local runs; future public runners must not write there
scripts/check_port_0001_consistency.py,python,validation_or_preflight_reference,true,false,false,true,true,refactor_candidate,scripts/dev,contains DB/engine terms; contains output/write/report/run path terms; may write/read case-local runs; future public runners must not write there
scripts/check_port_0002_pg_mysql_spark.py,python,validation_or_preflight_reference,true,false,false,true,true,refactor_candidate,scripts/dev,contains DB/engine terms; contains output/write/report/run path terms; may write/read case-local runs; future public runners must not write there
scripts/check_port_0002_portability.py,python,validation_or_preflight_reference,true,false,false,true,true,refactor_candidate,scripts/dev,contains DB/engine terms; contains output/write/report/run path terms; may write/read case-local runs; future public runners must not write there
scripts/check_postgres.sh,shell,validation_or_preflight_reference,true,false,false,false,false,refactor_candidate,scripts/dev,contains DB/engine terms
scripts/check_smoke_case_consistency.py,python,validation_or_preflight_reference,true,false,false,true,true,refactor_candidate,scripts/dev,contains DB/engine terms; contains output/write/report/run path terms; may write/read case-local runs; future public runners must not write there
scripts/cli.py,python,legacy_cli_reference,true,false,true,false,false,refactor_candidate,src/sql_rewrite_bench,contains DB/engine terms; contains local path or host-specific terms
scripts/collect_mysql_cons_0001.sh,shell,evidence_or_plan_collection_reference,true,false,false,true,true,wrap_candidate,scripts/reproduce,contains DB/engine terms; contains output/write/report/run path terms; may write/read case-local runs; future public runners must not write there
scripts/collect_mysql_cons_0003.sh,shell,evidence_or_plan_collection_reference,true,false,false,true,true,wrap_candidate,scripts/reproduce,contains DB/engine terms; contains output/write/report/run path terms; may write/read case-local runs; future public runners must not write there
scripts/collect_mysql_cons_0004.sh,shell,evidence_or_plan_collection_reference,true,false,false,true,true,wrap_candidate,scripts/reproduce,contains DB/engine terms; contains output/write/report/run path terms; may write/read case-local runs; future public runners must not write there
scripts/collect_mysql_longtail_0001.sh,shell,evidence_or_plan_collection_reference,true,false,false,true,true,wrap_candidate,scripts/reproduce,contains DB/engine terms; contains output/write/report/run path terms; may write/read case-local runs; future public runners must not write there
scripts/collect_mysql_longtail_0002.sh,shell,evidence_or_plan_collection_reference,true,false,false,true,true,wrap_candidate,scripts/reproduce,contains DB/engine terms; contains output/write/report/run path terms; may write/read case-local runs; future public runners must not write there
scripts/collect_mysql_perf_0002.sh,shell,evidence_or_plan_collection_reference,true,false,false,true,true,wrap_candidate,scripts/reproduce,contains DB/engine terms; contains output/write/report/run path terms; may write/read case-local runs; future public runners must not write there
scripts/collect_mysql_plans.sh,shell,evidence_or_plan_collection_reference,true,false,false,true,true,wrap_candidate,scripts/reproduce,contains DB/engine terms; contains output/write/report/run path terms; may write/read case-local runs; future public runners must not write there
scripts/collect_mysql_port_0001.sh,shell,evidence_or_plan_collection_reference,true,false,false,true,true,wrap_candidate,scripts/reproduce,contains DB/engine terms; contains output/write/report/run path terms; may write/read case-local runs; future public runners must not write there
scripts/collect_mysql_port_0002.sh,shell,evidence_or_plan_collection_reference,true,false,false,true,true,wrap_candidate,scripts/reproduce,contains DB/engine terms; contains output/write/report/run path terms; may write/read case-local runs; future public runners must not write there
scripts/collect_pg_cons_0001.sh,shell,evidence_or_plan_collection_reference,true,false,false,true,true,wrap_candidate,scripts/reproduce,contains DB/engine terms; contains output/write/report/run path terms; may write/read case-local runs; future public runners must not write there
scripts/collect_pg_cons_0002.sh,shell,evidence_or_plan_collection_reference,true,false,false,true,true,wrap_candidate,scripts/reproduce,contains DB/engine terms; contains output/write/report/run path terms; may write/read case-local runs; future public runners must not write there
scripts/collect_pg_cons_0003.sh,shell,evidence_or_plan_collection_reference,true,false,false,true,true,wrap_candidate,scripts/reproduce,contains DB/engine terms; contains output/write/report/run path terms; may write/read case-local runs; future public runners must not write there
scripts/collect_pg_cons_0004.sh,shell,evidence_or_plan_collection_reference,true,false,false,true,true,wrap_candidate,scripts/reproduce,contains DB/engine terms; contains output/write/report/run path terms; may write/read case-local runs; future public runners must not write there
scripts/collect_pg_longtail_0001.sh,shell,evidence_or_plan_collection_reference,true,false,false,true,true,wrap_candidate,scripts/reproduce,contains DB/engine terms; contains output/write/report/run path terms; may write/read case-local runs; future public runners must not write there
scripts/collect_pg_longtail_0002.sh,shell,evidence_or_plan_collection_reference,true,false,false,true,true,wrap_candidate,scripts/reproduce,contains DB/engine terms; contains output/write/report/run path terms; may write/read case-local runs; future public runners must not write there
scripts/collect_pg_perf_0002.sh,shell,evidence_or_plan_collection_reference,true,false,false,true,true,wrap_candidate,scripts/reproduce,contains DB/engine terms; contains output/write/report/run path terms; may write/read case-local runs; future public runners must not write there
scripts/collect_pg_perf_0003.sh,shell,evidence_or_plan_collection_reference,true,false,false,true,true,wrap_candidate,scripts/reproduce,contains DB/engine terms; contains output/write/report/run path terms; may write/read case-local runs; future public runners must not write there
scripts/collect_pg_perf_0004.sh,shell,evidence_or_plan_collection_reference,true,false,false,true,true,wrap_candidate,scripts/reproduce,contains DB/engine terms; contains output/write/report/run path terms; may write/read case-local runs; future public runners must not write there
scripts/collect_pg_plans.sh,shell,evidence_or_plan_collection_reference,true,false,false,true,true,wrap_candidate,scripts/reproduce,contains DB/engine terms; contains output/write/report/run path terms; may write/read case-local runs; future public runners must not write there
scripts/collect_pg_port_0001.sh,shell,evidence_or_plan_collection_reference,true,false,false,true,true,wrap_candidate,scripts/reproduce,contains DB/engine terms; contains output/write/report/run path terms; may write/read case-local runs; future public runners must not write there
scripts/collect_pg_port_0002.sh,shell,evidence_or_plan_collection_reference,true,false,false,true,true,wrap_candidate,scripts/reproduce,contains DB/engine terms; contains output/write/report/run path terms; may write/read case-local runs; future public runners must not write there
scripts/collect_spark_cons_0001.py,python,evidence_or_plan_collection_reference,true,false,false,true,false,wrap_candidate,scripts/reproduce,contains DB/engine terms; contains output/write/report/run path terms
scripts/collect_spark_cons_plans.py,python,evidence_or_plan_collection_reference,true,false,false,true,false,wrap_candidate,scripts/reproduce,contains DB/engine terms; contains output/write/report/run path terms
scripts/collect_spark_longtail_0001.py,python,evidence_or_plan_collection_reference,true,false,false,true,false,wrap_candidate,scripts/reproduce,contains DB/engine terms; contains output/write/report/run path terms
scripts/collect_spark_perf_0002.py,python,evidence_or_plan_collection_reference,true,false,false,true,true,wrap_candidate,scripts/reproduce,contains DB/engine terms; contains output/write/report/run path terms; may write/read case-local runs; future public runners must not write there
scripts/collect_spark_plans.py,python,evidence_or_plan_collection_reference,true,false,false,true,false,wrap_candidate,scripts/reproduce,contains DB/engine terms; contains output/write/report/run path terms
scripts/collect_spark_port_0001.py,python,evidence_or_plan_collection_reference,true,false,false,true,false,wrap_candidate,scripts/reproduce,contains DB/engine terms; contains output/write/report/run path terms
scripts/collect_spark_port_0002.py,python,evidence_or_plan_collection_reference,true,false,false,true,true,wrap_candidate,scripts/reproduce,contains DB/engine terms; contains output/write/report/run path terms; may write/read case-local runs; future public runners must not write there
scripts/common_core_v0_validation.py,python,legacy_helper_or_one_off_reference,false,false,false,true,false,reference_only,scripts/dev,contains output/write/report/run path terms
scripts/detect_windows_host_ip.sh,shell,legacy_helper_or_one_off_reference,false,false,false,false,false,reference_only,scripts/dev,read-only reference classification only
scripts/env_mysql.sh,shell,legacy_helper_or_one_off_reference,true,false,true,false,false,reference_only,scripts/dev,contains DB/engine terms; contains local path or host-specific terms
scripts/env_postgres.sh,shell,legacy_helper_or_one_off_reference,true,false,false,false,false,reference_only,scripts/dev,contains DB/engine terms
scripts/env_spark.sh,shell,legacy_helper_or_one_off_reference,true,false,false,false,false,reference_only,scripts/dev,contains DB/engine terms
scripts/export_perf_0002_mysql_ddl.py,python,legacy_helper_or_one_off_reference,true,false,true,true,false,reference_only,scripts/dev,contains DB/engine terms; contains local path or host-specific terms; contains output/write/report/run path terms
scripts/export_port_0002_mysql_ddl.py,python,legacy_helper_or_one_off_reference,true,false,true,true,false,reference_only,scripts/dev,contains DB/engine terms; contains local path or host-specific terms; contains output/write/report/run path terms
scripts/export_port_0002_pg_ddl.sh,shell,legacy_helper_or_one_off_reference,true,false,false,true,false,reference_only,scripts/dev,contains DB/engine terms; contains output/write/report/run path terms
scripts/make_perf_0002_spark_ddl.py,python,legacy_helper_or_one_off_reference,true,false,false,true,false,reference_only,scripts/dev,contains DB/engine terms; contains output/write/report/run path terms
scripts/make_port_0002_spark_ddl.py,python,legacy_helper_or_one_off_reference,true,false,false,true,false,reference_only,scripts/dev,contains DB/engine terms; contains output/write/report/run path terms
scripts/prepare_mysql_cons_0001.sh,shell,legacy_helper_or_one_off_reference,true,false,false,false,false,reference_only,scripts/dev,contains DB/engine terms
scripts/prepare_mysql_cons_0003.sh,shell,legacy_helper_or_one_off_reference,true,false,false,false,false,reference_only,scripts/dev,contains DB/engine terms
scripts/prepare_mysql_cons_0004.sh,shell,legacy_helper_or_one_off_reference,true,false,false,false,false,reference_only,scripts/dev,contains DB/engine terms
scripts/prepare_mysql_longtail_0001.sh,shell,legacy_helper_or_one_off_reference,true,false,false,false,false,reference_only,scripts/dev,contains DB/engine terms
scripts/prepare_mysql_longtail_0002.sh,shell,legacy_helper_or_one_off_reference,true,false,false,false,false,reference_only,scripts/dev,contains DB/engine terms
scripts/prepare_mysql_perf_0002.sh,shell,legacy_helper_or_one_off_reference,true,false,false,true,false,reference_only,scripts/dev,contains DB/engine terms; contains output/write/report/run path terms
scripts/prepare_mysql_perf_0003.py,python,legacy_helper_or_one_off_reference,true,false,true,false,false,reference_only,scripts/dev,contains DB/engine terms; contains local path or host-specific terms
scripts/prepare_mysql_port_0001.sh,shell,legacy_helper_or_one_off_reference,true,false,false,false,false,reference_only,scripts/dev,contains DB/engine terms
scripts/prepare_mysql_port_0002.sh,shell,legacy_helper_or_one_off_reference,true,false,false,false,false,reference_only,scripts/dev,contains DB/engine terms
scripts/prepare_mysql_smoke_case.sh,shell,legacy_helper_or_one_off_reference,true,false,false,false,false,reference_only,scripts/dev,contains DB/engine terms
scripts/prepare_pg_cons_0001.sh,shell,legacy_helper_or_one_off_reference,true,false,false,false,false,reference_only,scripts/dev,contains DB/engine terms
scripts/prepare_pg_cons_0002.sh,shell,legacy_helper_or_one_off_reference,true,false,false,false,false,reference_only,scripts/dev,contains DB/engine terms
scripts/prepare_pg_cons_0003.sh,shell,legacy_helper_or_one_off_reference,true,false,false,false,false,reference_only,scripts/dev,contains DB/engine terms
scripts/prepare_pg_cons_0004.sh,shell,legacy_helper_or_one_off_reference,true,false,false,false,false,reference_only,scripts/dev,contains DB/engine terms
scripts/prepare_pg_longtail_0001.sh,shell,legacy_helper_or_one_off_reference,true,false,false,false,false,reference_only,scripts/dev,contains DB/engine terms
scripts/prepare_pg_longtail_0002.sh,shell,legacy_helper_or_one_off_reference,true,false,false,false,false,reference_only,scripts/dev,contains DB/engine terms
scripts/prepare_pg_perf_0002.sh,shell,legacy_helper_or_one_off_reference,true,false,false,true,false,reference_only,scripts/dev,contains DB/engine terms; contains output/write/report/run path terms
scripts/prepare_pg_perf_0003.sh,shell,legacy_helper_or_one_off_reference,true,false,false,false,false,reference_only,scripts/dev,contains DB/engine terms
scripts/prepare_pg_perf_0004.sh,shell,legacy_helper_or_one_off_reference,true,false,false,false,false,reference_only,scripts/dev,contains DB/engine terms
scripts/prepare_pg_port_0001.sh,shell,legacy_helper_or_one_off_reference,true,false,false,false,false,reference_only,scripts/dev,contains DB/engine terms
scripts/prepare_pg_port_0002.sh,shell,legacy_helper_or_one_off_reference,true,false,false,false,false,reference_only,scripts/dev,contains DB/engine terms
scripts/prepare_pg_smoke_case.sh,shell,legacy_helper_or_one_off_reference,true,false,false,false,false,reference_only,scripts/dev,contains DB/engine terms
scripts/reproduce_common_core_v0.sh,shell,legacy_helper_or_one_off_reference,false,false,false,true,false,reference_only,scripts/dev,contains output/write/report/run path terms
scripts/run_mysql_case.sh,shell,legacy_helper_or_one_off_reference,true,false,false,true,true,reference_only,scripts/dev,contains DB/engine terms; contains output/write/report/run path terms; may write/read case-local runs; future public runners must not write there
scripts/run_mysql_cons_0001.sh,shell,legacy_helper_or_one_off_reference,true,false,false,true,true,reference_only,scripts/dev,contains DB/engine terms; contains output/write/report/run path terms; may write/read case-local runs; future public runners must not write there
scripts/run_mysql_cons_0003.sh,shell,legacy_helper_or_one_off_reference,true,false,false,true,true,reference_only,scripts/dev,contains DB/engine terms; contains output/write/report/run path terms; may write/read case-local runs; future public runners must not write there
scripts/run_mysql_cons_0004.sh,shell,legacy_helper_or_one_off_reference,true,false,false,true,true,reference_only,scripts/dev,contains DB/engine terms; contains output/write/report/run path terms; may write/read case-local runs; future public runners must not write there
scripts/run_mysql_longtail_0001.sh,shell,legacy_helper_or_one_off_reference,true,false,false,true,true,reference_only,scripts/dev,contains DB/engine terms; contains output/write/report/run path terms; may write/read case-local runs; future public runners must not write there
scripts/run_mysql_longtail_0002.sh,shell,legacy_helper_or_one_off_reference,true,false,false,true,true,reference_only,scripts/dev,contains DB/engine terms; contains output/write/report/run path terms; may write/read case-local runs; future public runners must not write there
scripts/run_mysql_perf_0002.sh,shell,legacy_helper_or_one_off_reference,true,false,false,true,true,reference_only,scripts/dev,contains DB/engine terms; contains output/write/report/run path terms; may write/read case-local runs; future public runners must not write there
scripts/run_mysql_port_0001.sh,shell,legacy_helper_or_one_off_reference,true,false,false,true,true,reference_only,scripts/dev,contains DB/engine terms; contains output/write/report/run path terms; may write/read case-local runs; future public runners must not write there
scripts/run_mysql_port_0002.sh,shell,legacy_helper_or_one_off_reference,true,false,false,true,true,reference_only,scripts/dev,contains DB/engine terms; contains output/write/report/run path terms; may write/read case-local runs; future public runners must not write there
scripts/run_pg_case.sh,shell,legacy_helper_or_one_off_reference,true,false,false,true,true,reference_only,scripts/dev,contains DB/engine terms; contains output/write/report/run path terms; may write/read case-local runs; future public runners must not write there
scripts/run_pg_cons_0001.sh,shell,legacy_helper_or_one_off_reference,true,false,false,true,true,reference_only,scripts/dev,contains DB/engine terms; contains output/write/report/run path terms; may write/read case-local runs; future public runners must not write there
scripts/run_pg_cons_0002.sh,shell,legacy_helper_or_one_off_reference,true,false,false,true,true,reference_only,scripts/dev,contains DB/engine terms; contains output/write/report/run path terms; may write/read case-local runs; future public runners must not write there
scripts/run_pg_cons_0003.sh,shell,legacy_helper_or_one_off_reference,true,false,false,true,true,reference_only,scripts/dev,contains DB/engine terms; contains output/write/report/run path terms; may write/read case-local runs; future public runners must not write there
scripts/run_pg_cons_0004.sh,shell,legacy_helper_or_one_off_reference,true,false,false,true,true,reference_only,scripts/dev,contains DB/engine terms; contains output/write/report/run path terms; may write/read case-local runs; future public runners must not write there
scripts/run_pg_longtail_0001.sh,shell,legacy_helper_or_one_off_reference,true,false,false,true,true,reference_only,scripts/dev,contains DB/engine terms; contains output/write/report/run path terms; may write/read case-local runs; future public runners must not write there
scripts/run_pg_longtail_0002.sh,shell,legacy_helper_or_one_off_reference,true,false,false,true,true,reference_only,scripts/dev,contains DB/engine terms; contains output/write/report/run path terms; may write/read case-local runs; future public runners must not write there
scripts/run_pg_perf_0002.sh,shell,legacy_helper_or_one_off_reference,true,false,false,true,true,reference_only,scripts/dev,contains DB/engine terms; contains output/write/report/run path terms; may write/read case-local runs; future public runners must not write there
scripts/run_pg_perf_0003.sh,shell,legacy_helper_or_one_off_reference,true,false,false,true,true,reference_only,scripts/dev,contains DB/engine terms; contains output/write/report/run path terms; may write/read case-local runs; future public runners must not write there
scripts/run_pg_perf_0004.sh,shell,legacy_helper_or_one_off_reference,true,false,false,true,true,reference_only,scripts/dev,contains DB/engine terms; contains output/write/report/run path terms; may write/read case-local runs; future public runners must not write there
scripts/run_pg_port_0001.sh,shell,legacy_helper_or_one_off_reference,true,false,false,true,true,reference_only,scripts/dev,contains DB/engine terms; contains output/write/report/run path terms; may write/read case-local runs; future public runners must not write there
scripts/run_pg_port_0002.sh,shell,legacy_helper_or_one_off_reference,true,false,false,true,true,reference_only,scripts/dev,contains DB/engine terms; contains output/write/report/run path terms; may write/read case-local runs; future public runners must not write there
scripts/run_spark_case.py,python,legacy_helper_or_one_off_reference,true,false,false,true,false,reference_only,scripts/dev,contains DB/engine terms; contains output/write/report/run path terms
scripts/run_spark_cons_0001.py,python,legacy_helper_or_one_off_reference,true,false,false,true,false,reference_only,scripts/dev,contains DB/engine terms; contains output/write/report/run path terms
scripts/run_spark_cons_case.py,python,legacy_helper_or_one_off_reference,true,false,false,false,false,reference_only,scripts/dev,contains DB/engine terms
scripts/run_spark_longtail_0001.py,python,legacy_helper_or_one_off_reference,true,false,false,true,false,reference_only,scripts/dev,contains DB/engine terms; contains output/write/report/run path terms
scripts/run_spark_longtail_0002.py,python,legacy_helper_or_one_off_reference,true,false,false,true,false,reference_only,scripts/dev,contains DB/engine terms; contains output/write/report/run path terms
scripts/run_spark_perf_0002.py,python,legacy_helper_or_one_off_reference,true,false,false,true,true,reference_only,scripts/dev,contains DB/engine terms; contains output/write/report/run path terms; may write/read case-local runs; future public runners must not write there
scripts/run_spark_perf_0003.py,python,legacy_helper_or_one_off_reference,true,false,false,true,false,reference_only,scripts/dev,contains DB/engine terms; contains output/write/report/run path terms
scripts/run_spark_port_0001.py,python,legacy_helper_or_one_off_reference,true,false,false,true,false,reference_only,scripts/dev,contains DB/engine terms; contains output/write/report/run path terms
scripts/run_spark_port_0002.py,python,legacy_helper_or_one_off_reference,true,false,false,true,true,reference_only,scripts/dev,contains DB/engine terms; contains output/write/report/run path terms; may write/read case-local runs; future public runners must not write there
scripts/smoke_spark.py,python,legacy_helper_or_one_off_reference,true,false,false,false,false,reference_only,scripts/dev,contains DB/engine terms
scripts/spark_cons_witness.py,python,legacy_helper_or_one_off_reference,true,false,false,true,false,reference_only,scripts/dev,contains DB/engine terms; contains output/write/report/run path terms
scripts/validate_case_package.py,python,validation_or_preflight_reference,true,false,false,true,false,refactor_candidate,scripts/dev,contains DB/engine terms; contains output/write/report/run path terms
tools/calcite_hep/CalciteHepRewriteSmoke.java,java,baseline_tool_reference,true,false,false,false,false,refactor_candidate,baselines,contains DB/engine terms
