case_id,pool,engine,planned_pocr_eligible,candidate_bound,annotation_status,route_mismatch,candidate_mismatch,expected_operation_atoms,stage_b_supported_operation_atoms,presence_only_operation_atoms,insufficient_transformation_evidence_atoms,rejected_noop_equivalent_atoms,oc_i,included_in_pocr_planned,included_in_pocr_candidate,fail_closed_status,source_artifact_path,notes
PERF_0006,PERF,postgres,true,true,schema_valid,false,false,3,0,0,3,0,0.000000000000,true,true,none,/tmp/sqlrb_pocr_user_replay_direct_llm_repair1_pg40_targeted_retry_v0/output/results/pocr_user_replay_direct_llm_repair1_pg40_targeted_retry_v0/pocr/diagnostic_rows.csv,diagnostic macro dry-run only; official_pocr_computed=false
PERF_0054,PERF,postgres,true,true,schema_valid,false,false,2,2,0,0,0,1.000000000000,true,true,none,/tmp/sqlrb_pocr_user_replay_direct_llm_repair1_pg40_targeted_retry_v0/output/results/pocr_user_replay_direct_llm_repair1_pg40_targeted_retry_v0/pocr/diagnostic_rows.csv,diagnostic macro dry-run only; official_pocr_computed=false
PERF_0056,PERF,postgres,true,true,schema_valid,false,false,2,2,0,0,0,1.000000000000,true,true,none,/tmp/sqlrb_pocr_user_replay_direct_llm_repair1_pg40_targeted_retry_v0/output/results/pocr_user_replay_direct_llm_repair1_pg40_targeted_retry_v0/pocr/diagnostic_rows.csv,diagnostic macro dry-run only; official_pocr_computed=false
PERF_0062,PERF,postgres,true,true,schema_valid,false,false,2,2,0,0,0,1.000000000000,true,true,none,/tmp/sqlrb_pocr_user_replay_direct_llm_repair1_pg40_targeted_retry_v0/output/results/pocr_user_replay_direct_llm_repair1_pg40_targeted_retry_v0/pocr/diagnostic_rows.csv,diagnostic macro dry-run only; official_pocr_computed=false
PERF_0077,PERF,postgres,true,true,schema_valid,false,false,2,2,0,0,0,1.000000000000,true,true,none,/tmp/sqlrb_pocr_user_replay_direct_llm_repair1_pg40_targeted_retry_v0/output/results/pocr_user_replay_direct_llm_repair1_pg40_targeted_retry_v0/pocr/diagnostic_rows.csv,diagnostic macro dry-run only; official_pocr_computed=false
PERF_0082,PERF,postgres,true,true,schema_valid,false,false,2,2,0,0,0,1.000000000000,true,true,none,/tmp/sqlrb_pocr_user_replay_direct_llm_repair1_pg40_targeted_retry_v0/output/results/pocr_user_replay_direct_llm_repair1_pg40_targeted_retry_v0/pocr/diagnostic_rows.csv,diagnostic macro dry-run only; official_pocr_computed=false
CONS_0005,CONS,postgres,true,true,schema_valid,false,false,3,0,0,3,0,0.000000000000,true,true,none,/tmp/sqlrb_pocr_user_replay_direct_llm_repair1_pg40_targeted_retry_v0/output/results/pocr_user_replay_direct_llm_repair1_pg40_targeted_retry_v0/pocr/diagnostic_rows.csv,diagnostic macro dry-run only; official_pocr_computed=false
CONS_0007,CONS,postgres,true,true,schema_valid,false,false,3,0,0,3,0,0.000000000000,true,true,none,/tmp/sqlrb_pocr_user_replay_direct_llm_repair1_pg40_targeted_retry_v0/output/results/pocr_user_replay_direct_llm_repair1_pg40_targeted_retry_v0/pocr/diagnostic_rows.csv,diagnostic macro dry-run only; official_pocr_computed=false
CONS_0009,CONS,postgres,true,true,schema_valid,false,false,3,2,0,1,0,0.666666666667,true,true,none,/tmp/sqlrb_pocr_user_replay_direct_llm_repair1_pg40_targeted_retry_v0/output/results/pocr_user_replay_direct_llm_repair1_pg40_targeted_retry_v0/pocr/diagnostic_rows.csv,diagnostic macro dry-run only; official_pocr_computed=false
CONS_0010,CONS,postgres,true,true,schema_valid,false,false,2,0,0,2,0,0.000000000000,true,true,none,/tmp/sqlrb_pocr_user_replay_direct_llm_repair1_pg40_targeted_retry_v0/output/results/pocr_user_replay_direct_llm_repair1_pg40_targeted_retry_v0/pocr/diagnostic_rows.csv,diagnostic macro dry-run only; official_pocr_computed=false
CONS_0011,CONS,postgres,true,true,schema_valid,false,false,2,1,0,1,0,0.500000000000,true,true,none,/tmp/sqlrb_pocr_user_replay_direct_llm_repair1_pg40_targeted_retry_v0/output/results/pocr_user_replay_direct_llm_repair1_pg40_targeted_retry_v0/pocr/diagnostic_rows.csv,diagnostic macro dry-run only; official_pocr_computed=false
CONS_0012,CONS,postgres,true,true,schema_valid,false,false,2,0,0,2,0,0.000000000000,true,true,none,/tmp/sqlrb_pocr_user_replay_direct_llm_repair1_pg40_targeted_retry_v0/output/results/pocr_user_replay_direct_llm_repair1_pg40_targeted_retry_v0/pocr/diagnostic_rows.csv,diagnostic macro dry-run only; official_pocr_computed=false
CONS_0024,CONS,postgres,true,true,schema_valid,false,false,2,0,0,2,0,0.000000000000,true,true,none,/tmp/sqlrb_pocr_user_replay_direct_llm_repair1_pg40_targeted_retry_v0/output/results/pocr_user_replay_direct_llm_repair1_pg40_targeted_retry_v0/pocr/diagnostic_rows.csv,diagnostic macro dry-run only; official_pocr_computed=false
CONS_0036,CONS,postgres,true,true,schema_valid,false,false,2,2,0,0,0,1.000000000000,true,true,none,/tmp/sqlrb_pocr_user_replay_direct_llm_repair1_pg40_targeted_retry_v0/output/results/pocr_user_replay_direct_llm_repair1_pg40_targeted_retry_v0/pocr/diagnostic_rows.csv,diagnostic macro dry-run only; official_pocr_computed=false
CONS_0037,CONS,postgres,true,true,schema_valid,false,false,2,0,0,2,0,0.000000000000,true,true,none,/tmp/sqlrb_pocr_user_replay_direct_llm_repair1_pg40_targeted_retry_v0/output/results/pocr_user_replay_direct_llm_repair1_pg40_targeted_retry_v0/pocr/diagnostic_rows.csv,diagnostic macro dry-run only; official_pocr_computed=false
PORT_0003,PORT,postgres,true,true,schema_valid,false,false,3,0,1,2,0,0.000000000000,true,true,none,/tmp/sqlrb_pocr_user_replay_direct_llm_repair1_pg40_targeted_retry_v0/output/results/pocr_user_replay_direct_llm_repair1_pg40_targeted_retry_v0/pocr/diagnostic_rows.csv,diagnostic macro dry-run only; official_pocr_computed=false
PORT_0004,PORT,postgres,true,true,schema_valid,false,false,3,0,1,2,0,0.000000000000,true,true,none,/tmp/sqlrb_pocr_user_replay_direct_llm_repair1_pg40_targeted_retry_v0/output/results/pocr_user_replay_direct_llm_repair1_pg40_targeted_retry_v0/pocr/diagnostic_rows.csv,diagnostic macro dry-run only; official_pocr_computed=false
PORT_0005,PORT,postgres,true,true,schema_valid,false,false,3,1,0,2,0,0.333333333333,true,true,none,/tmp/sqlrb_pocr_user_replay_direct_llm_repair1_pg40_targeted_retry_v0/output/results/pocr_user_replay_direct_llm_repair1_pg40_targeted_retry_v0/pocr/diagnostic_rows.csv,diagnostic macro dry-run only; official_pocr_computed=false
PORT_0008,PORT,postgres,true,true,schema_valid,false,false,3,1,0,2,0,0.333333333333,true,true,none,/tmp/sqlrb_pocr_user_replay_direct_llm_repair1_pg40_targeted_retry_v0/output/results/pocr_user_replay_direct_llm_repair1_pg40_targeted_retry_v0/pocr/diagnostic_rows.csv,diagnostic macro dry-run only; official_pocr_computed=false
PORT_0012,PORT,postgres,true,true,schema_valid,false,false,3,1,1,1,0,0.333333333333,true,true,none,/tmp/sqlrb_pocr_user_replay_direct_llm_repair1_pg40_targeted_retry_v0/output/results/pocr_user_replay_direct_llm_repair1_pg40_targeted_retry_v0/pocr/diagnostic_rows.csv,diagnostic macro dry-run only; official_pocr_computed=false
PORT_0013,PORT,postgres,true,true,schema_valid,false,false,3,0,2,1,0,0.000000000000,true,true,none,/tmp/sqlrb_pocr_user_replay_direct_llm_repair1_pg40_targeted_retry_v0/output/results/pocr_user_replay_direct_llm_repair1_pg40_targeted_retry_v0/pocr/diagnostic_rows.csv,diagnostic macro dry-run only; official_pocr_computed=false
PORT_0022,PORT,postgres,true,true,schema_valid,false,false,3,0,1,2,0,0.000000000000,true,true,none,/tmp/sqlrb_pocr_user_replay_direct_llm_repair1_pg40_targeted_retry_v0/output/results/pocr_user_replay_direct_llm_repair1_pg40_targeted_retry_v0/pocr/diagnostic_rows.csv,diagnostic macro dry-run only; official_pocr_computed=false
PORT_0024,PORT,postgres,true,true,schema_valid,false,false,2,0,0,2,0,0.000000000000,true,true,none,/tmp/sqlrb_pocr_user_replay_direct_llm_repair1_pg40_targeted_retry_v0/output/results/pocr_user_replay_direct_llm_repair1_pg40_targeted_retry_v0/pocr/diagnostic_rows.csv,diagnostic macro dry-run only; official_pocr_computed=false
PORT_0025,PORT,postgres,true,true,schema_valid,false,false,3,1,2,0,0,0.333333333333,true,true,none,/tmp/sqlrb_pocr_user_replay_direct_llm_repair1_pg40_targeted_retry_v0/output/results/pocr_user_replay_direct_llm_repair1_pg40_targeted_retry_v0/pocr/diagnostic_rows.csv,diagnostic macro dry-run only; official_pocr_computed=false
LONGTAIL_0011,LONGTAIL,postgres,true,true,schema_valid,false,false,2,0,1,1,0,0.000000000000,true,true,none,/tmp/sqlrb_pocr_user_replay_direct_llm_repair1_pg40_targeted_retry_v0/output/results/pocr_user_replay_direct_llm_repair1_pg40_targeted_retry_v0/pocr/diagnostic_rows.csv,diagnostic macro dry-run only; official_pocr_computed=false
LONGTAIL_0012,LONGTAIL,postgres,true,true,schema_valid,false,false,3,0,1,2,0,0.000000000000,true,true,none,/tmp/sqlrb_pocr_user_replay_direct_llm_repair1_pg40_targeted_retry_v0/output/results/pocr_user_replay_direct_llm_repair1_pg40_targeted_retry_v0/pocr/diagnostic_rows.csv,diagnostic macro dry-run only; official_pocr_computed=false
LONGTAIL_0013,LONGTAIL,postgres,true,true,schema_valid,false,false,3,1,0,2,0,0.333333333333,true,true,none,/tmp/sqlrb_pocr_user_replay_direct_llm_repair1_pg40_targeted_retry_v0/output/results/pocr_user_replay_direct_llm_repair1_pg40_targeted_retry_v0/pocr/diagnostic_rows.csv,diagnostic macro dry-run only; official_pocr_computed=false
LONGTAIL_0022,LONGTAIL,postgres,true,true,schema_valid,false,false,3,1,0,2,0,0.333333333333,true,true,none,/tmp/sqlrb_pocr_user_replay_direct_llm_repair1_pg40_targeted_retry_v0/output/results/pocr_user_replay_direct_llm_repair1_pg40_targeted_retry_v0/pocr/diagnostic_rows.csv,diagnostic macro dry-run only; official_pocr_computed=false
LONGTAIL_0023,LONGTAIL,postgres,true,true,schema_valid,false,false,3,1,0,2,0,0.333333333333,true,true,none,/tmp/sqlrb_pocr_user_replay_direct_llm_repair1_pg40_targeted_retry_v0/output/results/pocr_user_replay_direct_llm_repair1_pg40_targeted_retry_v0/pocr/diagnostic_rows.csv,diagnostic macro dry-run only; official_pocr_computed=false
LONGTAIL_0024,LONGTAIL,postgres,true,true,schema_valid,false,false,3,2,0,1,0,0.666666666667,true,true,none,/tmp/sqlrb_pocr_user_replay_direct_llm_repair1_pg40_targeted_retry_v0/output/results/pocr_user_replay_direct_llm_repair1_pg40_targeted_retry_v0/pocr/diagnostic_rows.csv,diagnostic macro dry-run only; official_pocr_computed=false
