retry_run_id,case_id,engine,method_id,route_id,candidate_sha256,live_call_attempted,retry_status,schema_valid,error_type,safe_annotation_row_written,notes
pocr_annotation_track_a120_final_retry_v0,PERF_0006,mysql,direct_llm_original,direct_llm_original_pg40_pocr_diagnostic,4da582fe46ca527d0e901d772dd2c97133950b2750c62ded95dfb33a2c71073b,true,malformed_json,false,JSONDecodeError,true,safe metadata only; api_key_value_recorded=false
pocr_annotation_track_a120_final_retry_v0,PORT_0008,mysql,direct_llm_repair_1,direct_llm_repair_1_tri_engine_pocr_pilot_v0,80c283fd2014e4db989b71e8c09dbc78225fb86514d4254d63e04f3a6e9d335c,true,schema_valid,true,,true,safe metadata only; api_key_value_recorded=false
pocr_annotation_track_a120_final_retry_v0,PORT_0012,mysql,direct_llm_repair_1,direct_llm_repair_1_tri_engine_pocr_pilot_v0,31590e8f253f22320f340589298ef844def166752a967f3bdcfce98ba465c678,true,schema_valid,true,,true,safe metadata only; api_key_value_recorded=false
pocr_annotation_track_a120_final_retry_v0,PORT_0013,mysql,direct_llm_repair_1,direct_llm_repair_1_tri_engine_pocr_pilot_v0,98c956e59551e1f62b5edb49cde0cefbfa93b8c3be27a573fa46580a43d569a3,true,schema_valid,true,,true,safe metadata only; api_key_value_recorded=false
pocr_annotation_track_a120_final_retry_v0,PORT_0022,mysql,direct_llm_repair_1,direct_llm_repair_1_tri_engine_pocr_pilot_v0,99d3bfa94acc2448cecf4f82bc79fca23a815f5cc78ecd2c67e59354e66ff396,true,schema_valid,true,,true,safe metadata only; api_key_value_recorded=false
pocr_annotation_track_a120_final_retry_v0,PORT_0024,mysql,direct_llm_repair_1,direct_llm_repair_1_tri_engine_pocr_pilot_v0,c5759f65cbc0e8cce1dbe4d438eba5900eeae2400acff029c43bd2ee5b6e5969,true,schema_valid,true,,true,safe metadata only; api_key_value_recorded=false
pocr_annotation_track_a120_final_retry_v0,PORT_0025,mysql,direct_llm_repair_1,direct_llm_repair_1_tri_engine_pocr_pilot_v0,8b43e640fd799f33e61b799c413e6aeec147f5fc6576693099454d34377bc8d5,true,schema_valid,true,,true,safe metadata only; api_key_value_recorded=false
pocr_annotation_track_a120_final_retry_v0,PERF_0006,spark,direct_llm_repair_1,direct_llm_repair_1_tri_engine_pocr_pilot_v0,b7b3ab07efd60755f8d6dac2d299a2e38f1eee1cfbdfc88d85acd7be07a0dbd2,true,malformed_json,false,JSONDecodeError,true,safe metadata only; api_key_value_recorded=false
pocr_annotation_track_a120_final_retry_v0,PERF_0007,spark,direct_llm_repair_1,direct_llm_repair_1_tri_engine_pocr_pilot_v0,dbd1810b1477d1613239849dea3c53ef4aa637423c929a6a9ba101778a7a5a82,true,malformed_json,false,JSONDecodeError,true,safe metadata only; api_key_value_recorded=false
pocr_annotation_track_a120_final_retry_v0,PERF_0033,spark,direct_llm_repair_1,direct_llm_repair_1_tri_engine_pocr_pilot_v0,74ea710ebaf45481ab9f67eadc8faeee3b4066b7ab332815c7c27dedbbea8ef4,true,schema_valid,true,,true,safe metadata only; api_key_value_recorded=false
pocr_annotation_track_a120_final_retry_v0,CONS_0010,mysql,sqlglot_noop,sqlglot_noop_tri_engine_pocr_sanity_control_v0,1af72c63f62480db554a907264092d5c0457bf93bd7e12c5f080685bd2178785,true,schema_valid,true,,true,safe metadata only; api_key_value_recorded=false
pocr_annotation_track_a120_final_retry_v0,CONS_0024,mysql,sqlglot_noop,sqlglot_noop_tri_engine_pocr_sanity_control_v0,ebbf16b71ff32d3789ee056631ff035375744192381265de1767a529ba166132,true,schema_valid,true,,true,safe metadata only; api_key_value_recorded=false
pocr_annotation_track_a120_final_retry_v0,LONGTAIL_0024,mysql,sqlglot_noop,sqlglot_noop_tri_engine_pocr_sanity_control_v0,9d46fb0a71730e776594aa7c8d40cf359572fc7ceb6edc6572c0a2431b390c53,true,schema_valid,true,,true,safe metadata only; api_key_value_recorded=false
pocr_annotation_track_a120_final_retry_v0,PERF_0017,mysql,sqlglot_noop,sqlglot_noop_tri_engine_pocr_sanity_control_v0,710366ebada2ecaa7d56a6a84b1bb8a7571ebbf296d1664f4530b3a0c8f850ca,true,schema_valid,true,,true,safe metadata only; api_key_value_recorded=false
pocr_annotation_track_a120_final_retry_v0,PERF_0033,mysql,sqlglot_noop,sqlglot_noop_tri_engine_pocr_sanity_control_v0,d0f865f84426d3b2cbf7c887f2c70b14fc1279f2c0822ea212e1542aaa9fd3c2,true,schema_valid,true,,true,safe metadata only; api_key_value_recorded=false
pocr_annotation_track_a120_final_retry_v0,PERF_0062,mysql,sqlglot_noop,sqlglot_noop_tri_engine_pocr_sanity_control_v0,1173728ec616c63fc26002b5c832448959956cab9ec40c7598b1ca3b3eebdc2a,true,schema_valid,true,,true,safe metadata only; api_key_value_recorded=false
pocr_annotation_track_a120_final_retry_v0,PERF_0077,mysql,sqlglot_noop,sqlglot_noop_tri_engine_pocr_sanity_control_v0,b3e94a9ed53d9362995072b587f973f0defa1f2b879be53870396babd45b2bcd,true,schema_valid,true,,true,safe metadata only; api_key_value_recorded=false
pocr_annotation_track_a120_final_retry_v0,PERF_0082,mysql,sqlglot_noop,sqlglot_noop_tri_engine_pocr_sanity_control_v0,931544a23fdc970ac15b6daf6b2aed935887bf70ea114f59bcfd74d304a3fb80,true,schema_valid,true,,true,safe metadata only; api_key_value_recorded=false
pocr_annotation_track_a120_final_retry_v0,PORT_0008,mysql,sqlglot_noop,sqlglot_noop_tri_engine_pocr_sanity_control_v0,338cf9bd10d592102ca3b7a17fa725dd70b895d55f5a7dd7f59cc623d876aaf2,true,schema_valid,true,,true,safe metadata only; api_key_value_recorded=false
pocr_annotation_track_a120_final_retry_v0,CONS_0012,postgres,sqlglot_noop,sqlglot_noop_pg40_pocr_sanity_control,c0808116a402e85af71bd2812818e68b4b8e47422806a537a1f636d00f9f16b7,true,schema_valid,true,,true,safe metadata only; api_key_value_recorded=false
pocr_annotation_track_a120_final_retry_v0,LONGTAIL_0012,postgres,sqlglot_noop,sqlglot_noop_pg40_pocr_sanity_control,fee7b11be08a3461f07797bcee5e404d7deb2ff0e42acb44e7fc5bed35cf4de1,true,malformed_json,false,JSONDecodeError,true,safe metadata only; api_key_value_recorded=false
pocr_annotation_track_a120_final_retry_v0,PERF_0006,postgres,sqlglot_noop,sqlglot_noop_pg40_pocr_sanity_control,250256397b1969ed1f7080c201b9440b0c917720508edf89497dab51e841562b,true,malformed_json,false,JSONDecodeError,true,safe metadata only; api_key_value_recorded=false
pocr_annotation_track_a120_final_retry_v0,PERF_0007,postgres,sqlglot_noop,sqlglot_noop_pg40_pocr_sanity_control,9dc696fb97b2ee3ebc57a8cc63e0eae624c07a2fd005ce0e396a5b70c8a61939,true,schema_valid,true,,true,safe metadata only; api_key_value_recorded=false
pocr_annotation_track_a120_final_retry_v0,PERF_0008,postgres,sqlglot_noop,sqlglot_noop_pg40_pocr_sanity_control,c99c82eda540a5873e8a3eb1ef8827ef013ff1433510bf7b78c2c773f81d3ba8,true,schema_valid,true,,true,safe metadata only; api_key_value_recorded=false
pocr_annotation_track_a120_final_retry_v0,PERF_0017,postgres,sqlglot_noop,sqlglot_noop_pg40_pocr_sanity_control,710366ebada2ecaa7d56a6a84b1bb8a7571ebbf296d1664f4530b3a0c8f850ca,true,timeout,false,TimeoutError,true,safe metadata only; api_key_value_recorded=false
pocr_annotation_track_a120_final_retry_v0,LONGTAIL_0024,spark,sqlglot_noop,sqlglot_noop_tri_engine_pocr_sanity_control_v0,9d46fb0a71730e776594aa7c8d40cf359572fc7ceb6edc6572c0a2431b390c53,true,schema_valid,true,,true,safe metadata only; api_key_value_recorded=false
pocr_annotation_track_a120_final_retry_v0,PERF_0007,spark,sqlglot_noop,sqlglot_noop_tri_engine_pocr_sanity_control_v0,9dc696fb97b2ee3ebc57a8cc63e0eae624c07a2fd005ce0e396a5b70c8a61939,true,schema_valid,true,,true,safe metadata only; api_key_value_recorded=false
pocr_annotation_track_a120_final_retry_v0,PERF_0077,spark,sqlglot_noop,sqlglot_noop_tri_engine_pocr_sanity_control_v0,b3e94a9ed53d9362995072b587f973f0defa1f2b879be53870396babd45b2bcd,true,schema_valid,true,,true,safe metadata only; api_key_value_recorded=false
pocr_annotation_track_a120_final_retry_v0,LONGTAIL_0012,mysql,sqlglot_optimize_schema_aware,sqlglot_optimize_schema_aware_pg40_pocr_diagnostic,547aedfc4302ffc0ddb7c62cf37890dcc9aa13ed379662ada1bb594544a82ebd,true,schema_valid,true,,true,safe metadata only; api_key_value_recorded=false
pocr_annotation_track_a120_final_retry_v0,PORT_0024,mysql,sqlglot_optimize_schema_aware,sqlglot_optimize_schema_aware_pg40_pocr_diagnostic,55bb9311706436011e910a3bf3f82ae4a9e79a0b4a886894381a564356777990,true,schema_valid,true,,true,safe metadata only; api_key_value_recorded=false
pocr_annotation_track_a120_final_retry_v0,CONS_0012,postgres,sqlglot_optimize_schema_aware,sqlglot_optimize_schema_aware_pg40_pocr_diagnostic,662957e8ea1e0987eaaac0beea6697dde4a6317c671bc87df6ec595c0e7d6e08,true,schema_valid,true,,true,safe metadata only; api_key_value_recorded=false
pocr_annotation_track_a120_final_retry_v0,PERF_0006,postgres,sqlglot_optimize_schema_aware,sqlglot_optimize_schema_aware_pg40_pocr_diagnostic,f61640bfcaa08f6e4a0f4c1d57a52f5e12603a382feb019569a3f697038a124c,true,schema_valid,true,,true,safe metadata only; api_key_value_recorded=false
pocr_annotation_track_a120_final_retry_v0,PERF_0034,postgres,sqlglot_optimize_schema_aware,sqlglot_optimize_schema_aware_pg40_pocr_diagnostic,0243f06c803aa41369d30d19459b93f54e61b6a79aef7b69e7663bae9bb18b93,true,timeout,false,TimeoutError,true,safe metadata only; api_key_value_recorded=false
pocr_annotation_track_a120_final_retry_v0,PERF_0054,postgres,sqlglot_optimize_schema_aware,sqlglot_optimize_schema_aware_pg40_pocr_diagnostic,c04896148c4f9ec98324107025653f58cc6c6b28b3ad9f2ac7677b563383c6c4,true,schema_valid,true,,true,safe metadata only; api_key_value_recorded=false
pocr_annotation_track_a120_final_retry_v0,PORT_0005,postgres,sqlglot_optimize_schema_aware,sqlglot_optimize_schema_aware_pg40_pocr_diagnostic,c2dcdb66d2b1c0cfd2084cd798cdf7db330775078d6e65303b3ce6f2dabebabb,true,schema_valid,true,,true,safe metadata only; api_key_value_recorded=false
pocr_annotation_track_a120_final_retry_v0,CONS_0012,spark,sqlglot_optimize_schema_aware,sqlglot_optimize_schema_aware_pg40_pocr_diagnostic,7841e99060b87dac697f1734c0e8e09867b6f7739b2475e774a345a2bdc6d0c5,true,schema_valid,true,,true,safe metadata only; api_key_value_recorded=false
pocr_annotation_track_a120_final_retry_v0,PERF_0033,spark,sqlglot_optimize_schema_aware,sqlglot_optimize_schema_aware_pg40_pocr_diagnostic,03f452930d15e647506cce18272ba5403a3019407a2e04c35a87e4a0dc2cfd41,true,schema_valid,true,,true,safe metadata only; api_key_value_recorded=false
pocr_annotation_track_a120_final_retry_v0,PERF_0034,spark,sqlglot_optimize_schema_aware,sqlglot_optimize_schema_aware_pg40_pocr_diagnostic,123b066fc191f9fe4ae15d36d8bb368c579d7b706f3f60c8164fea407770994e,true,schema_valid,true,,true,safe metadata only; api_key_value_recorded=false
pocr_annotation_track_a120_final_retry_v0,PERF_0035,spark,sqlglot_optimize_schema_aware,sqlglot_optimize_schema_aware_pg40_pocr_diagnostic,9cb63f44c7fce9887b7e47c1229bc9aa265c3834172f54128fdcca682bdc3fb9,true,schema_valid,true,,true,safe metadata only; api_key_value_recorded=false
pocr_annotation_track_a120_final_retry_v0,PERF_0052,spark,sqlglot_optimize_schema_aware,sqlglot_optimize_schema_aware_pg40_pocr_diagnostic,d84c2a7a28d521318d3bb392a32686b7f22c20dc5d52688ebb4488bdff882349,true,schema_valid,true,,true,safe metadata only; api_key_value_recorded=false
pocr_annotation_track_a120_final_retry_v0,PERF_0056,spark,sqlglot_optimize_schema_aware,sqlglot_optimize_schema_aware_pg40_pocr_diagnostic,07d17486f98506dca08bad83babe6fc65e0845209e8a5b98d5f6e5c6c5fd09a7,true,schema_valid,true,,true,safe metadata only; api_key_value_recorded=false
pocr_annotation_track_a120_final_retry_v0,PORT_0004,spark,sqlglot_optimize_schema_aware,sqlglot_optimize_schema_aware_pg40_pocr_diagnostic,24879cd4cfd4d089e3d5332eb82be62585fcb2144f9190ae63d0ca1111aa8fba,true,schema_valid,true,,true,safe metadata only; api_key_value_recorded=false
pocr_annotation_track_a120_final_retry_v0,PORT_0008,spark,sqlglot_optimize_schema_aware,sqlglot_optimize_schema_aware_pg40_pocr_diagnostic,74d94f3b820a805a5427de8858542e68c99f072b46ecc4b87fee744e2cd178b6,true,malformed_json,false,JSONDecodeError,true,safe metadata only; api_key_value_recorded=false
pocr_annotation_track_a120_final_retry_v0,PORT_0024,spark,sqlglot_optimize_schema_aware,sqlglot_optimize_schema_aware_pg40_pocr_diagnostic,55bb9311706436011e910a3bf3f82ae4a9e79a0b4a886894381a564356777990,true,schema_valid,true,,true,safe metadata only; api_key_value_recorded=false
