case_id,field,present,value_status,recovery_source,notes
PERF_0008,source_query_identity,true,present,branch_history_or_current_manifest,
PERF_0008,source_path,true,present,branch_history_or_current_manifest,
PERF_0008,draft_origin,true,manual_review_required,branch_history_or_current_manifest,not fabricated; manual review caveat retained
PERF_0008,taxonomy,true,present,branch_history_or_current_manifest,
PERF_0008,sql,true,present,branch_history_or_current_manifest,
PERF_0008,schema,true,present,branch_history_or_current_manifest,
PERF_0008,witness,true,present,branch_history_or_current_manifest,
PERF_0008,checker,true,present,branch_history_or_current_manifest,
PERF_0008,validation,true,present,branch_history_or_current_manifest,
PERF_0008,evidence_policy,true,present,branch_history_or_current_manifest,
PERF_0008,status,true,present,branch_history_or_current_manifest,
PERF_0008,known_caveats,true,present,branch_history_or_current_manifest,
PERF_0008,artifact_warning,true,present,branch_history_or_current_manifest,
PERF_0013,case_id,true,present,branch_history_or_current_manifest,
PERF_0013,pool,true,present,branch_history_or_current_manifest,
PERF_0013,primary_pool,true,present,branch_history_or_current_manifest,
PERF_0013,package_path,true,present,branch_history_or_current_manifest,
PERF_0013,source_family,true,present,branch_history_or_current_manifest,
PERF_0013,source_workload,true,present,branch_history_or_current_manifest,
PERF_0013,based_benchmark,true,present,branch_history_or_current_manifest,
PERF_0013,source_query_identity,true,present,branch_history_or_current_manifest,
PERF_0013,source_path,true,present,branch_history_or_current_manifest,
PERF_0013,draft_origin,true,manual_review_required,branch_history_or_current_manifest,not fabricated; manual review caveat retained
PERF_0013,taxonomy,true,present,branch_history_or_current_manifest,
PERF_0013,sql,true,present,branch_history_or_current_manifest,
PERF_0013,schema,true,present,branch_history_or_current_manifest,
PERF_0013,witness,true,present,branch_history_or_current_manifest,
PERF_0013,checker,true,present,branch_history_or_current_manifest,
PERF_0013,validation,true,present,branch_history_or_current_manifest,
PERF_0013,evidence_policy,true,present,branch_history_or_current_manifest,
PERF_0013,status,true,present,branch_history_or_current_manifest,
PERF_0013,known_caveats,true,present,branch_history_or_current_manifest,
PERF_0013,artifact_warning,true,present,branch_history_or_current_manifest,
PERF_0017,case_id,true,present,branch_history_or_current_manifest,
PERF_0017,pool,true,present,branch_history_or_current_manifest,
PERF_0017,primary_pool,true,present,branch_history_or_current_manifest,
PERF_0017,package_path,true,present,branch_history_or_current_manifest,
PERF_0017,source_family,true,present,branch_history_or_current_manifest,
PERF_0017,source_workload,true,present,branch_history_or_current_manifest,
PERF_0017,based_benchmark,true,present,branch_history_or_current_manifest,
PERF_0017,source_query_identity,true,present,branch_history_or_current_manifest,
PERF_0017,source_path,true,present,branch_history_or_current_manifest,
PERF_0017,draft_origin,true,manual_review_required,branch_history_or_current_manifest,not fabricated; manual review caveat retained
PERF_0017,taxonomy,true,present,branch_history_or_current_manifest,
PERF_0017,sql,true,present,branch_history_or_current_manifest,
PERF_0017,schema,true,present,branch_history_or_current_manifest,
PERF_0017,witness,true,present,branch_history_or_current_manifest,
PERF_0017,checker,true,present,branch_history_or_current_manifest,
PERF_0017,validation,true,present,branch_history_or_current_manifest,
PERF_0017,evidence_policy,true,present,branch_history_or_current_manifest,
PERF_0017,status,true,present,branch_history_or_current_manifest,
PERF_0017,known_caveats,true,present,branch_history_or_current_manifest,
PERF_0017,artifact_warning,true,present,branch_history_or_current_manifest,
PERF_0019,case_id,true,present,branch_history_or_current_manifest,
PERF_0019,pool,true,present,branch_history_or_current_manifest,
PERF_0019,primary_pool,true,present,branch_history_or_current_manifest,
PERF_0019,package_path,true,present,branch_history_or_current_manifest,
PERF_0019,source_family,true,present,branch_history_or_current_manifest,
PERF_0019,source_workload,true,present,branch_history_or_current_manifest,
PERF_0019,based_benchmark,true,present,branch_history_or_current_manifest,
PERF_0019,source_query_identity,true,present,branch_history_or_current_manifest,
PERF_0019,source_path,true,present,branch_history_or_current_manifest,
PERF_0019,draft_origin,true,manual_review_required,branch_history_or_current_manifest,not fabricated; manual review caveat retained
PERF_0019,taxonomy,true,present,branch_history_or_current_manifest,
PERF_0019,sql,true,present,branch_history_or_current_manifest,
PERF_0019,schema,true,present,branch_history_or_current_manifest,
PERF_0019,witness,true,present,branch_history_or_current_manifest,
PERF_0019,checker,true,present,branch_history_or_current_manifest,
PERF_0019,validation,true,present,branch_history_or_current_manifest,
PERF_0019,evidence_policy,true,present,branch_history_or_current_manifest,
PERF_0019,status,true,present,branch_history_or_current_manifest,
PERF_0019,known_caveats,true,present,branch_history_or_current_manifest,
PERF_0019,artifact_warning,true,present,branch_history_or_current_manifest,
PERF_0024,case_id,true,present,branch_history_or_current_manifest,
PERF_0024,pool,true,present,branch_history_or_current_manifest,
PERF_0024,primary_pool,true,present,branch_history_or_current_manifest,
PERF_0024,package_path,true,present,branch_history_or_current_manifest,
PERF_0024,source_family,true,present,branch_history_or_current_manifest,
PERF_0024,source_workload,true,present,branch_history_or_current_manifest,
PERF_0024,based_benchmark,true,present,branch_history_or_current_manifest,
PERF_0024,source_query_identity,true,present,branch_history_or_current_manifest,
PERF_0024,source_path,true,present,branch_history_or_current_manifest,
PERF_0024,draft_origin,true,manual_review_required,branch_history_or_current_manifest,not fabricated; manual review caveat retained
PERF_0024,taxonomy,true,present,branch_history_or_current_manifest,
PERF_0024,sql,true,present,branch_history_or_current_manifest,
PERF_0024,schema,true,present,branch_history_or_current_manifest,
PERF_0024,witness,true,present,branch_history_or_current_manifest,
PERF_0024,checker,true,present,branch_history_or_current_manifest,
PERF_0024,validation,true,present,branch_history_or_current_manifest,
PERF_0024,evidence_policy,true,present,branch_history_or_current_manifest,
PERF_0024,status,true,present,branch_history_or_current_manifest,
PERF_0024,known_caveats,true,present,branch_history_or_current_manifest,
PERF_0024,artifact_warning,true,present,branch_history_or_current_manifest,
PERF_0033,case_id,true,present,branch_history_or_current_manifest,
PERF_0033,pool,true,present,branch_history_or_current_manifest,
PERF_0033,primary_pool,true,present,branch_history_or_current_manifest,
PERF_0033,package_path,true,present,branch_history_or_current_manifest,
PERF_0033,source_family,true,present,branch_history_or_current_manifest,
PERF_0033,source_workload,true,present,branch_history_or_current_manifest,
PERF_0033,based_benchmark,true,present,branch_history_or_current_manifest,
PERF_0033,source_query_identity,true,present,branch_history_or_current_manifest,
PERF_0033,source_path,true,present,branch_history_or_current_manifest,
PERF_0033,draft_origin,true,manual_review_required,branch_history_or_current_manifest,not fabricated; manual review caveat retained
PERF_0033,taxonomy,true,present,branch_history_or_current_manifest,
PERF_0033,sql,true,present,branch_history_or_current_manifest,
PERF_0033,schema,true,present,branch_history_or_current_manifest,
PERF_0033,witness,true,present,branch_history_or_current_manifest,
PERF_0033,checker,true,present,branch_history_or_current_manifest,
PERF_0033,validation,true,present,branch_history_or_current_manifest,
PERF_0033,evidence_policy,true,present,branch_history_or_current_manifest,
PERF_0033,status,true,present,branch_history_or_current_manifest,
PERF_0033,known_caveats,true,present,branch_history_or_current_manifest,
PERF_0033,artifact_warning,true,present,branch_history_or_current_manifest,
PERF_0034,case_id,true,present,branch_history_or_current_manifest,
PERF_0034,pool,true,present,branch_history_or_current_manifest,
PERF_0034,primary_pool,true,present,branch_history_or_current_manifest,
PERF_0034,package_path,true,present,branch_history_or_current_manifest,
PERF_0034,source_family,true,present,branch_history_or_current_manifest,
PERF_0034,source_workload,true,present,branch_history_or_current_manifest,
PERF_0034,based_benchmark,true,present,branch_history_or_current_manifest,
PERF_0034,source_query_identity,true,present,branch_history_or_current_manifest,
PERF_0034,source_path,true,present,branch_history_or_current_manifest,
PERF_0034,draft_origin,true,manual_review_required,branch_history_or_current_manifest,not fabricated; manual review caveat retained
PERF_0034,taxonomy,true,present,branch_history_or_current_manifest,
PERF_0034,sql,true,present,branch_history_or_current_manifest,
PERF_0034,schema,true,present,branch_history_or_current_manifest,
PERF_0034,witness,true,present,branch_history_or_current_manifest,
PERF_0034,checker,true,present,branch_history_or_current_manifest,
PERF_0034,validation,true,present,branch_history_or_current_manifest,
PERF_0034,evidence_policy,true,present,branch_history_or_current_manifest,
PERF_0034,status,true,present,branch_history_or_current_manifest,
PERF_0034,known_caveats,true,present,branch_history_or_current_manifest,
PERF_0034,artifact_warning,true,present,branch_history_or_current_manifest,
PERF_0035,case_id,true,present,branch_history_or_current_manifest,
PERF_0035,pool,true,present,branch_history_or_current_manifest,
PERF_0035,primary_pool,true,present,branch_history_or_current_manifest,
PERF_0035,package_path,true,present,branch_history_or_current_manifest,
PERF_0035,source_family,true,present,branch_history_or_current_manifest,
PERF_0035,source_workload,true,present,branch_history_or_current_manifest,
PERF_0035,based_benchmark,true,present,branch_history_or_current_manifest,
PERF_0035,source_query_identity,true,present,branch_history_or_current_manifest,
PERF_0035,source_path,true,present,branch_history_or_current_manifest,
PERF_0035,draft_origin,true,manual_review_required,branch_history_or_current_manifest,not fabricated; manual review caveat retained
PERF_0035,taxonomy,true,present,branch_history_or_current_manifest,
PERF_0035,sql,true,present,branch_history_or_current_manifest,
PERF_0035,schema,true,present,branch_history_or_current_manifest,
PERF_0035,witness,true,present,branch_history_or_current_manifest,
PERF_0035,checker,true,present,branch_history_or_current_manifest,
PERF_0035,validation,true,present,branch_history_or_current_manifest,
PERF_0035,evidence_policy,true,present,branch_history_or_current_manifest,
PERF_0035,status,true,present,branch_history_or_current_manifest,
PERF_0035,known_caveats,true,present,branch_history_or_current_manifest,
PERF_0035,artifact_warning,true,present,branch_history_or_current_manifest,
PERF_0052,case_id,true,present,branch_history_or_current_manifest,
PERF_0052,pool,true,present,branch_history_or_current_manifest,
PERF_0052,primary_pool,true,present,branch_history_or_current_manifest,
PERF_0052,package_path,true,present,branch_history_or_current_manifest,
PERF_0052,source_family,true,present,branch_history_or_current_manifest,
PERF_0052,source_workload,true,present,branch_history_or_current_manifest,
PERF_0052,based_benchmark,true,present,branch_history_or_current_manifest,
PERF_0052,source_query_identity,true,present,branch_history_or_current_manifest,
PERF_0052,source_path,true,present,branch_history_or_current_manifest,
PERF_0052,draft_origin,true,manual_review_required,branch_history_or_current_manifest,not fabricated; manual review caveat retained
PERF_0052,taxonomy,true,present,branch_history_or_current_manifest,
PERF_0052,sql,true,present,branch_history_or_current_manifest,
PERF_0052,schema,true,present,branch_history_or_current_manifest,
PERF_0052,witness,true,present,branch_history_or_current_manifest,
PERF_0052,checker,true,present,branch_history_or_current_manifest,
PERF_0052,validation,true,present,branch_history_or_current_manifest,
PERF_0052,evidence_policy,true,present,branch_history_or_current_manifest,
PERF_0052,status,true,present,branch_history_or_current_manifest,
PERF_0052,known_caveats,true,present,branch_history_or_current_manifest,
PERF_0052,artifact_warning,true,present,branch_history_or_current_manifest,
PERF_0054,case_id,true,present,branch_history_or_current_manifest,
PERF_0054,pool,true,present,branch_history_or_current_manifest,
PERF_0054,primary_pool,true,present,branch_history_or_current_manifest,
PERF_0054,package_path,true,present,branch_history_or_current_manifest,
PERF_0054,source_family,true,present,branch_history_or_current_manifest,
PERF_0054,source_workload,true,present,branch_history_or_current_manifest,
PERF_0054,based_benchmark,true,present,branch_history_or_current_manifest,
PERF_0054,source_query_identity,true,present,branch_history_or_current_manifest,
PERF_0054,source_path,true,present,branch_history_or_current_manifest,
PERF_0054,draft_origin,true,manual_review_required,branch_history_or_current_manifest,not fabricated; manual review caveat retained
PERF_0054,taxonomy,true,present,branch_history_or_current_manifest,
PERF_0054,sql,true,present,branch_history_or_current_manifest,
PERF_0054,schema,true,present,branch_history_or_current_manifest,
PERF_0054,witness,true,present,branch_history_or_current_manifest,
PERF_0054,checker,true,present,branch_history_or_current_manifest,
PERF_0054,validation,true,present,branch_history_or_current_manifest,
PERF_0054,evidence_policy,true,present,branch_history_or_current_manifest,
PERF_0054,status,true,present,branch_history_or_current_manifest,
PERF_0054,known_caveats,true,present,branch_history_or_current_manifest,
PERF_0054,artifact_warning,true,present,branch_history_or_current_manifest,
PERF_0056,case_id,true,present,branch_history_or_current_manifest,
PERF_0056,pool,true,present,branch_history_or_current_manifest,
PERF_0056,primary_pool,true,present,branch_history_or_current_manifest,
PERF_0056,package_path,true,present,branch_history_or_current_manifest,
PERF_0056,source_family,true,present,branch_history_or_current_manifest,
PERF_0056,source_workload,true,present,branch_history_or_current_manifest,
PERF_0056,based_benchmark,true,present,branch_history_or_current_manifest,
PERF_0056,source_query_identity,true,present,branch_history_or_current_manifest,
PERF_0056,source_path,true,present,branch_history_or_current_manifest,
PERF_0056,draft_origin,true,manual_review_required,branch_history_or_current_manifest,not fabricated; manual review caveat retained
PERF_0056,taxonomy,true,present,branch_history_or_current_manifest,
PERF_0056,sql,true,present,branch_history_or_current_manifest,
PERF_0056,schema,true,present,branch_history_or_current_manifest,
PERF_0056,witness,true,present,branch_history_or_current_manifest,
PERF_0056,checker,true,present,branch_history_or_current_manifest,
PERF_0056,validation,true,present,branch_history_or_current_manifest,
PERF_0056,evidence_policy,true,present,branch_history_or_current_manifest,
PERF_0056,status,true,present,branch_history_or_current_manifest,
PERF_0056,known_caveats,true,present,branch_history_or_current_manifest,
PERF_0056,artifact_warning,true,present,branch_history_or_current_manifest,
PERF_0062,case_id,true,present,branch_history_or_current_manifest,
PERF_0062,pool,true,present,branch_history_or_current_manifest,
PERF_0062,primary_pool,true,present,branch_history_or_current_manifest,
PERF_0062,package_path,true,present,branch_history_or_current_manifest,
PERF_0062,source_family,true,present,branch_history_or_current_manifest,
PERF_0062,source_workload,true,present,branch_history_or_current_manifest,
PERF_0062,based_benchmark,true,present,branch_history_or_current_manifest,
PERF_0062,source_query_identity,true,present,branch_history_or_current_manifest,
PERF_0062,source_path,true,present,branch_history_or_current_manifest,
PERF_0062,draft_origin,true,manual_review_required,branch_history_or_current_manifest,not fabricated; manual review caveat retained
PERF_0062,taxonomy,true,present,branch_history_or_current_manifest,
PERF_0062,sql,true,present,branch_history_or_current_manifest,
PERF_0062,schema,true,present,branch_history_or_current_manifest,
PERF_0062,witness,true,present,branch_history_or_current_manifest,
PERF_0062,checker,true,present,branch_history_or_current_manifest,
PERF_0062,validation,true,present,branch_history_or_current_manifest,
PERF_0062,evidence_policy,true,present,branch_history_or_current_manifest,
PERF_0062,status,true,present,branch_history_or_current_manifest,
PERF_0062,known_caveats,true,present,branch_history_or_current_manifest,
PERF_0062,artifact_warning,true,present,branch_history_or_current_manifest,
PERF_0077,case_id,true,present,branch_history_or_current_manifest,
PERF_0077,pool,true,present,branch_history_or_current_manifest,
PERF_0077,primary_pool,true,present,branch_history_or_current_manifest,
PERF_0077,package_path,true,present,branch_history_or_current_manifest,
PERF_0077,source_family,true,present,branch_history_or_current_manifest,
PERF_0077,source_workload,true,present,branch_history_or_current_manifest,
PERF_0077,based_benchmark,true,present,branch_history_or_current_manifest,
PERF_0077,source_query_identity,true,present,branch_history_or_current_manifest,
PERF_0077,source_path,true,manual_review_required,branch_history_or_current_manifest,not fabricated; manual review caveat retained
PERF_0077,draft_origin,true,manual_review_required,branch_history_or_current_manifest,not fabricated; manual review caveat retained
PERF_0077,taxonomy,true,present,branch_history_or_current_manifest,
PERF_0077,sql,true,present,branch_history_or_current_manifest,
PERF_0077,schema,true,present,branch_history_or_current_manifest,
PERF_0077,witness,true,present,branch_history_or_current_manifest,
PERF_0077,checker,true,present,branch_history_or_current_manifest,
PERF_0077,validation,true,present,branch_history_or_current_manifest,
PERF_0077,evidence_policy,true,present,branch_history_or_current_manifest,
PERF_0077,status,true,present,branch_history_or_current_manifest,
PERF_0077,known_caveats,true,present,branch_history_or_current_manifest,
PERF_0077,artifact_warning,true,present,branch_history_or_current_manifest,
PERF_0082,case_id,true,present,branch_history_or_current_manifest,
PERF_0082,pool,true,present,branch_history_or_current_manifest,
PERF_0082,primary_pool,true,present,branch_history_or_current_manifest,
PERF_0082,package_path,true,present,branch_history_or_current_manifest,
PERF_0082,source_family,true,present,branch_history_or_current_manifest,
PERF_0082,source_workload,true,present,branch_history_or_current_manifest,
PERF_0082,based_benchmark,true,present,branch_history_or_current_manifest,
PERF_0082,source_query_identity,true,present,branch_history_or_current_manifest,
PERF_0082,source_path,true,manual_review_required,branch_history_or_current_manifest,not fabricated; manual review caveat retained
PERF_0082,draft_origin,true,manual_review_required,branch_history_or_current_manifest,not fabricated; manual review caveat retained
PERF_0082,taxonomy,true,present,branch_history_or_current_manifest,
PERF_0082,sql,true,present,branch_history_or_current_manifest,
PERF_0082,schema,true,present,branch_history_or_current_manifest,
PERF_0082,witness,true,present,branch_history_or_current_manifest,
PERF_0082,checker,true,present,branch_history_or_current_manifest,
PERF_0082,validation,true,present,branch_history_or_current_manifest,
PERF_0082,evidence_policy,true,present,branch_history_or_current_manifest,
PERF_0082,status,true,present,branch_history_or_current_manifest,
PERF_0082,known_caveats,true,present,branch_history_or_current_manifest,
PERF_0082,artifact_warning,true,present,branch_history_or_current_manifest,
CONS_0007,case_id,true,present,branch_history_or_current_manifest,
CONS_0007,pool,true,present,branch_history_or_current_manifest,
CONS_0007,primary_pool,true,present,branch_history_or_current_manifest,
CONS_0007,package_path,true,present,branch_history_or_current_manifest,
CONS_0007,source_family,true,present,branch_history_or_current_manifest,
CONS_0007,source_workload,true,present,branch_history_or_current_manifest,
CONS_0007,based_benchmark,true,present,branch_history_or_current_manifest,
CONS_0007,source_query_identity,true,present,branch_history_or_current_manifest,
CONS_0007,source_path,true,present,branch_history_or_current_manifest,
CONS_0007,draft_origin,true,present,branch_history_or_current_manifest,
CONS_0007,taxonomy,true,present,branch_history_or_current_manifest,
CONS_0007,sql,true,present,branch_history_or_current_manifest,
CONS_0007,schema,true,present,branch_history_or_current_manifest,
CONS_0007,witness,true,present,branch_history_or_current_manifest,
CONS_0007,checker,true,present,branch_history_or_current_manifest,
CONS_0007,validation,true,present,branch_history_or_current_manifest,
CONS_0007,evidence_policy,true,present,branch_history_or_current_manifest,
CONS_0007,status,true,present,branch_history_or_current_manifest,
CONS_0007,known_caveats,true,present,branch_history_or_current_manifest,
CONS_0007,artifact_warning,true,present,branch_history_or_current_manifest,
CONS_0009,case_id,true,present,branch_history_or_current_manifest,
CONS_0009,pool,true,present,branch_history_or_current_manifest,
CONS_0009,primary_pool,true,present,branch_history_or_current_manifest,
CONS_0009,package_path,true,present,branch_history_or_current_manifest,
CONS_0009,source_family,true,present,branch_history_or_current_manifest,
CONS_0009,source_workload,true,present,branch_history_or_current_manifest,
CONS_0009,based_benchmark,true,present,branch_history_or_current_manifest,
CONS_0009,source_query_identity,true,present,branch_history_or_current_manifest,
CONS_0009,source_path,true,present,branch_history_or_current_manifest,
CONS_0009,draft_origin,true,present,branch_history_or_current_manifest,
CONS_0009,taxonomy,true,present,branch_history_or_current_manifest,
CONS_0009,sql,true,present,branch_history_or_current_manifest,
CONS_0009,schema,true,present,branch_history_or_current_manifest,
CONS_0009,witness,true,present,branch_history_or_current_manifest,
CONS_0009,checker,true,present,branch_history_or_current_manifest,
CONS_0009,validation,true,present,branch_history_or_current_manifest,
CONS_0009,evidence_policy,true,present,branch_history_or_current_manifest,
CONS_0009,status,true,present,branch_history_or_current_manifest,
CONS_0009,known_caveats,true,present,branch_history_or_current_manifest,
CONS_0009,artifact_warning,true,present,branch_history_or_current_manifest,
CONS_0010,case_id,true,present,branch_history_or_current_manifest,
CONS_0010,pool,true,present,branch_history_or_current_manifest,
CONS_0010,primary_pool,true,present,branch_history_or_current_manifest,
CONS_0010,package_path,true,present,branch_history_or_current_manifest,
CONS_0010,source_family,true,present,branch_history_or_current_manifest,
CONS_0010,source_workload,true,present,branch_history_or_current_manifest,
CONS_0010,based_benchmark,true,present,branch_history_or_current_manifest,
CONS_0010,source_query_identity,true,present,branch_history_or_current_manifest,
CONS_0010,source_path,true,present,branch_history_or_current_manifest,
CONS_0010,draft_origin,true,present,branch_history_or_current_manifest,
CONS_0010,taxonomy,true,present,branch_history_or_current_manifest,
CONS_0010,sql,true,present,branch_history_or_current_manifest,
CONS_0010,schema,true,present,branch_history_or_current_manifest,
CONS_0010,witness,true,present,branch_history_or_current_manifest,
CONS_0010,checker,true,present,branch_history_or_current_manifest,
CONS_0010,validation,true,present,branch_history_or_current_manifest,
CONS_0010,evidence_policy,true,present,branch_history_or_current_manifest,
CONS_0010,status,true,present,branch_history_or_current_manifest,
CONS_0010,known_caveats,true,present,branch_history_or_current_manifest,
CONS_0010,artifact_warning,true,present,branch_history_or_current_manifest,
CONS_0011,case_id,true,present,branch_history_or_current_manifest,
CONS_0011,pool,true,present,branch_history_or_current_manifest,
CONS_0011,primary_pool,true,present,branch_history_or_current_manifest,
CONS_0011,package_path,true,present,branch_history_or_current_manifest,
CONS_0011,source_family,true,present,branch_history_or_current_manifest,
CONS_0011,source_workload,true,present,branch_history_or_current_manifest,
CONS_0011,based_benchmark,true,present,branch_history_or_current_manifest,
CONS_0011,source_query_identity,true,present,branch_history_or_current_manifest,
CONS_0011,source_path,true,present,branch_history_or_current_manifest,
CONS_0011,draft_origin,true,present,branch_history_or_current_manifest,
CONS_0011,taxonomy,true,present,branch_history_or_current_manifest,
CONS_0011,sql,true,present,branch_history_or_current_manifest,
CONS_0011,schema,true,present,branch_history_or_current_manifest,
CONS_0011,witness,true,present,branch_history_or_current_manifest,
CONS_0011,checker,true,present,branch_history_or_current_manifest,
CONS_0011,validation,true,present,branch_history_or_current_manifest,
