case_id,pool,candidate_class,method_id,route_id,engine,source_sql_path,candidate_sql_path,positive_sql_path,negative_sql_path,candidate_source_status,notes
CONS_0036,CONS,noop_control,sqlglot_noop,common_core_pg_noop_db_checker,postgres,cases/CONS/CONS_0036/sql/source.sql,runs/user/common_core_pg_noop_db_checker/candidate_sql/CONS_0036__postgres.sql,cases/CONS/CONS_0036/sql/pos_01.sql,cases/CONS/CONS_0036/sql/neg_01.sql,ready,Existing no-op candidate SQL artifact; read-only calibration input; no baseline rerun.
CONS_0037,CONS,positive_control,human_positive_control,pocr_positive_control_full40_calibration,postgres,cases/CONS/CONS_0037/sql/source.sql,cases/CONS/CONS_0037/sql/pos_01.sql,cases/CONS/CONS_0037/sql/pos_01.sql,cases/CONS/CONS_0037/sql/neg_01.sql,ready,Human positive SQL from case-local pos_01.sql; read-only calibration input.
CONS_0037,CONS,noop_control,sqlglot_noop,common_core_pg_noop_db_checker,postgres,cases/CONS/CONS_0037/sql/source.sql,runs/user/common_core_pg_noop_db_checker/candidate_sql/CONS_0037__postgres.sql,cases/CONS/CONS_0037/sql/pos_01.sql,cases/CONS/CONS_0037/sql/neg_01.sql,ready,Existing no-op candidate SQL artifact; read-only calibration input; no baseline rerun.
PORT_0003,PORT,positive_control,human_positive_control,pocr_positive_control_full40_calibration,postgres,cases/PORT/PORT_0003/sql/source.sql,cases/PORT/PORT_0003/sql/pos_01.sql,cases/PORT/PORT_0003/sql/pos_01.sql,cases/PORT/PORT_0003/sql/neg_01.sql,ready,Human positive SQL from case-local pos_01.sql; read-only calibration input.
PORT_0003,PORT,noop_control,sqlglot_noop,common_core_pg_noop_db_checker,postgres,cases/PORT/PORT_0003/sql/source.sql,runs/user/common_core_pg_noop_db_checker/candidate_sql/PORT_0003__postgres.sql,cases/PORT/PORT_0003/sql/pos_01.sql,cases/PORT/PORT_0003/sql/neg_01.sql,ready,Existing no-op candidate SQL artifact; read-only calibration input; no baseline rerun.
PORT_0004,PORT,positive_control,human_positive_control,pocr_positive_control_full40_calibration,postgres,cases/PORT/PORT_0004/sql/source.sql,cases/PORT/PORT_0004/sql/pos_01.sql,cases/PORT/PORT_0004/sql/pos_01.sql,cases/PORT/PORT_0004/sql/neg_01.sql,ready,Human positive SQL from case-local pos_01.sql; read-only calibration input.
PORT_0004,PORT,noop_control,sqlglot_noop,common_core_pg_noop_db_checker,postgres,cases/PORT/PORT_0004/sql/source.sql,runs/user/common_core_pg_noop_db_checker/candidate_sql/PORT_0004__postgres.sql,cases/PORT/PORT_0004/sql/pos_01.sql,cases/PORT/PORT_0004/sql/neg_01.sql,ready,Existing no-op candidate SQL artifact; read-only calibration input; no baseline rerun.
PORT_0005,PORT,positive_control,human_positive_control,pocr_positive_control_full40_calibration,postgres,cases/PORT/PORT_0005/sql/source.sql,cases/PORT/PORT_0005/sql/pos_01.sql,cases/PORT/PORT_0005/sql/pos_01.sql,cases/PORT/PORT_0005/sql/neg_01.sql,ready,Human positive SQL from case-local pos_01.sql; read-only calibration input.
PORT_0005,PORT,noop_control,sqlglot_noop,common_core_pg_noop_db_checker,postgres,cases/PORT/PORT_0005/sql/source.sql,runs/user/common_core_pg_noop_db_checker/candidate_sql/PORT_0005__postgres.sql,cases/PORT/PORT_0005/sql/pos_01.sql,cases/PORT/PORT_0005/sql/neg_01.sql,ready,Existing no-op candidate SQL artifact; read-only calibration input; no baseline rerun.
PORT_0008,PORT,positive_control,human_positive_control,pocr_positive_control_full40_calibration,postgres,cases/PORT/PORT_0008/sql/source.sql,cases/PORT/PORT_0008/sql/pos_01.sql,cases/PORT/PORT_0008/sql/pos_01.sql,cases/PORT/PORT_0008/sql/neg_01.sql,ready,Human positive SQL from case-local pos_01.sql; read-only calibration input.
PORT_0008,PORT,noop_control,sqlglot_noop,common_core_pg_noop_db_checker,postgres,cases/PORT/PORT_0008/sql/source.sql,runs/user/common_core_pg_noop_db_checker/candidate_sql/PORT_0008__postgres.sql,cases/PORT/PORT_0008/sql/pos_01.sql,cases/PORT/PORT_0008/sql/neg_01.sql,ready,Existing no-op candidate SQL artifact; read-only calibration input; no baseline rerun.
PORT_0012,PORT,positive_control,human_positive_control,pocr_positive_control_full40_calibration,postgres,cases/PORT/PORT_0012/sql/source.sql,cases/PORT/PORT_0012/sql/pos_01.sql,cases/PORT/PORT_0012/sql/pos_01.sql,cases/PORT/PORT_0012/sql/neg_01.sql,ready,Human positive SQL from case-local pos_01.sql; read-only calibration input.
PORT_0012,PORT,noop_control,sqlglot_noop,common_core_pg_noop_db_checker,postgres,cases/PORT/PORT_0012/sql/source.sql,runs/user/common_core_pg_noop_db_checker/candidate_sql/PORT_0012__postgres.sql,cases/PORT/PORT_0012/sql/pos_01.sql,cases/PORT/PORT_0012/sql/neg_01.sql,ready,Existing no-op candidate SQL artifact; read-only calibration input; no baseline rerun.
PORT_0013,PORT,positive_control,human_positive_control,pocr_positive_control_full40_calibration,postgres,cases/PORT/PORT_0013/sql/source.sql,cases/PORT/PORT_0013/sql/pos_01.sql,cases/PORT/PORT_0013/sql/pos_01.sql,cases/PORT/PORT_0013/sql/neg_01.sql,ready,Human positive SQL from case-local pos_01.sql; read-only calibration input.
PORT_0013,PORT,noop_control,sqlglot_noop,common_core_pg_noop_db_checker,postgres,cases/PORT/PORT_0013/sql/source.sql,runs/user/common_core_pg_noop_db_checker/candidate_sql/PORT_0013__postgres.sql,cases/PORT/PORT_0013/sql/pos_01.sql,cases/PORT/PORT_0013/sql/neg_01.sql,ready,Existing no-op candidate SQL artifact; read-only calibration input; no baseline rerun.
PORT_0022,PORT,positive_control,human_positive_control,pocr_positive_control_full40_calibration,postgres,cases/PORT/PORT_0022/sql/source.sql,cases/PORT/PORT_0022/sql/pos_01.sql,cases/PORT/PORT_0022/sql/pos_01.sql,cases/PORT/PORT_0022/sql/neg_01.sql,ready,Human positive SQL from case-local pos_01.sql; read-only calibration input.
PORT_0022,PORT,noop_control,sqlglot_noop,common_core_pg_noop_db_checker,postgres,cases/PORT/PORT_0022/sql/source.sql,runs/user/common_core_pg_noop_db_checker/candidate_sql/PORT_0022__postgres.sql,cases/PORT/PORT_0022/sql/pos_01.sql,cases/PORT/PORT_0022/sql/neg_01.sql,ready,Existing no-op candidate SQL artifact; read-only calibration input; no baseline rerun.
PORT_0024,PORT,positive_control,human_positive_control,pocr_positive_control_full40_calibration,postgres,cases/PORT/PORT_0024/sql/source.sql,cases/PORT/PORT_0024/sql/pos_01.sql,cases/PORT/PORT_0024/sql/pos_01.sql,cases/PORT/PORT_0024/sql/neg_01.sql,ready,Human positive SQL from case-local pos_01.sql; read-only calibration input.
PORT_0024,PORT,noop_control,sqlglot_noop,common_core_pg_noop_db_checker,postgres,cases/PORT/PORT_0024/sql/source.sql,runs/user/common_core_pg_noop_db_checker/candidate_sql/PORT_0024__postgres.sql,cases/PORT/PORT_0024/sql/pos_01.sql,cases/PORT/PORT_0024/sql/neg_01.sql,ready,Existing no-op candidate SQL artifact; read-only calibration input; no baseline rerun.
PORT_0025,PORT,positive_control,human_positive_control,pocr_positive_control_full40_calibration,postgres,cases/PORT/PORT_0025/sql/source.sql,cases/PORT/PORT_0025/sql/pos_01.sql,cases/PORT/PORT_0025/sql/pos_01.sql,cases/PORT/PORT_0025/sql/neg_01.sql,ready,Human positive SQL from case-local pos_01.sql; read-only calibration input.
PORT_0025,PORT,noop_control,sqlglot_noop,common_core_pg_noop_db_checker,postgres,cases/PORT/PORT_0025/sql/source.sql,runs/user/common_core_pg_noop_db_checker/candidate_sql/PORT_0025__postgres.sql,cases/PORT/PORT_0025/sql/pos_01.sql,cases/PORT/PORT_0025/sql/neg_01.sql,ready,Existing no-op candidate SQL artifact; read-only calibration input; no baseline rerun.
LONGTAIL_0011,LONGTAIL,positive_control,human_positive_control,pocr_positive_control_full40_calibration,postgres,cases/LONGTAIL/LONGTAIL_0011/sql/source.sql,cases/LONGTAIL/LONGTAIL_0011/sql/pos_01.sql,cases/LONGTAIL/LONGTAIL_0011/sql/pos_01.sql,cases/LONGTAIL/LONGTAIL_0011/sql/neg_01.sql,ready,Human positive SQL from case-local pos_01.sql; read-only calibration input.
LONGTAIL_0011,LONGTAIL,noop_control,sqlglot_noop,common_core_pg_noop_db_checker,postgres,cases/LONGTAIL/LONGTAIL_0011/sql/source.sql,runs/user/common_core_pg_noop_db_checker/candidate_sql/LONGTAIL_0011__postgres.sql,cases/LONGTAIL/LONGTAIL_0011/sql/pos_01.sql,cases/LONGTAIL/LONGTAIL_0011/sql/neg_01.sql,ready,Existing no-op candidate SQL artifact; read-only calibration input; no baseline rerun.
LONGTAIL_0012,LONGTAIL,positive_control,human_positive_control,pocr_positive_control_full40_calibration,postgres,cases/LONGTAIL/LONGTAIL_0012/sql/source.sql,cases/LONGTAIL/LONGTAIL_0012/sql/pos_01.sql,cases/LONGTAIL/LONGTAIL_0012/sql/pos_01.sql,cases/LONGTAIL/LONGTAIL_0012/sql/neg_01.sql,ready,Human positive SQL from case-local pos_01.sql; read-only calibration input.
LONGTAIL_0012,LONGTAIL,noop_control,sqlglot_noop,common_core_pg_noop_db_checker,postgres,cases/LONGTAIL/LONGTAIL_0012/sql/source.sql,runs/user/common_core_pg_noop_db_checker/candidate_sql/LONGTAIL_0012__postgres.sql,cases/LONGTAIL/LONGTAIL_0012/sql/pos_01.sql,cases/LONGTAIL/LONGTAIL_0012/sql/neg_01.sql,ready,Existing no-op candidate SQL artifact; read-only calibration input; no baseline rerun.
LONGTAIL_0013,LONGTAIL,positive_control,human_positive_control,pocr_positive_control_full40_calibration,postgres,cases/LONGTAIL/LONGTAIL_0013/sql/source.sql,cases/LONGTAIL/LONGTAIL_0013/sql/pos_01.sql,cases/LONGTAIL/LONGTAIL_0013/sql/pos_01.sql,cases/LONGTAIL/LONGTAIL_0013/sql/neg_01.sql,ready,Human positive SQL from case-local pos_01.sql; read-only calibration input.
LONGTAIL_0013,LONGTAIL,noop_control,sqlglot_noop,common_core_pg_noop_db_checker,postgres,cases/LONGTAIL/LONGTAIL_0013/sql/source.sql,runs/user/common_core_pg_noop_db_checker/candidate_sql/LONGTAIL_0013__postgres.sql,cases/LONGTAIL/LONGTAIL_0013/sql/pos_01.sql,cases/LONGTAIL/LONGTAIL_0013/sql/neg_01.sql,ready,Existing no-op candidate SQL artifact; read-only calibration input; no baseline rerun.
