case_id,pool,engine,method_id,route_id,denominator_id,pair_id,pair_type,logical_pair_type,pair_role,source_sql_path,candidate_sql_path,schema_source_path,sqlsolver_left_input_path,sqlsolver_right_input_path,sqlsolver_schema_input_path,verifier_tool,verifier_mode,raw_output,normalized_verdict,invocation_status,runtime_ms,timeout_seconds,raw_stdout_path,raw_stderr_path,raw_output_path,result_checker_exactness_used,local_only,official_metric_input,paper_result
PERF_0013,PERF,postgres,sqlglot_noop,noop,track_a_same_engine:PERF_0013:postgres,perf_0013__postgres__sqlglot_noop__candidate_vs_candidate__sqlsolver,source_vs_candidate,candidate_vs_candidate,identity_sanity,cases/PERF/PERF_0013/sql/source.sql,runs/user/common_core_pg_noop_db_checker/candidate_sql/PERF_0013__postgres.sql,schemas/tpch_perf0013_v0/postgres/ddl.sql,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/sqlsolver_inputs/PERF_0013/candidate.sql,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/sqlsolver_inputs/PERF_0013/candidate.sql,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/sqlsolver_inputs/PERF_0013/schema.sql,sqlsolver,jar_cli,EQ,equivalent,completed,1089.088442036882,30,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/row_outputs/PERF_0013/results/sqlsolver_pg_noop_all_exact_identity_guard_pass_v0_perf_0013/verifier/tools/sqlsolver/perf_0013__postgres__sqlglot_noop__candidate_vs_candidate__sqlsolver/raw_stdout.txt,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/row_outputs/PERF_0013/results/sqlsolver_pg_noop_all_exact_identity_guard_pass_v0_perf_0013/verifier/tools/sqlsolver/perf_0013__postgres__sqlglot_noop__candidate_vs_candidate__sqlsolver/raw_stderr.txt,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/row_outputs/PERF_0013/results/sqlsolver_pg_noop_all_exact_identity_guard_pass_v0_perf_0013/verifier/tools/sqlsolver/perf_0013__postgres__sqlglot_noop__candidate_vs_candidate__sqlsolver/sqlsolver_output.txt,false,true,false,false
PERF_0013,PERF,postgres,sqlglot_noop,noop,track_a_same_engine:PERF_0013:postgres,perf_0013__postgres__sqlglot_noop__source_vs_candidate__sqlsolver,source_vs_candidate,source_vs_candidate,method_candidate_verification,cases/PERF/PERF_0013/sql/source.sql,runs/user/common_core_pg_noop_db_checker/candidate_sql/PERF_0013__postgres.sql,schemas/tpch_perf0013_v0/postgres/ddl.sql,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/sqlsolver_inputs/PERF_0013/source.sql,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/sqlsolver_inputs/PERF_0013/candidate.sql,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/sqlsolver_inputs/PERF_0013/schema.sql,sqlsolver,jar_cli,EQ,equivalent,completed,1107.244584010914,30,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/row_outputs/PERF_0013/results/sqlsolver_pg_noop_all_exact_identity_guard_pass_v0_perf_0013/verifier/tools/sqlsolver/perf_0013__postgres__sqlglot_noop__source_vs_candidate__sqlsolver/raw_stdout.txt,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/row_outputs/PERF_0013/results/sqlsolver_pg_noop_all_exact_identity_guard_pass_v0_perf_0013/verifier/tools/sqlsolver/perf_0013__postgres__sqlglot_noop__source_vs_candidate__sqlsolver/raw_stderr.txt,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/row_outputs/PERF_0013/results/sqlsolver_pg_noop_all_exact_identity_guard_pass_v0_perf_0013/verifier/tools/sqlsolver/perf_0013__postgres__sqlglot_noop__source_vs_candidate__sqlsolver/sqlsolver_output.txt,false,true,false,false
PERF_0017,PERF,postgres,sqlglot_noop,noop,track_a_same_engine:PERF_0017:postgres,perf_0017__postgres__sqlglot_noop__source_vs_source__sqlsolver,source_vs_candidate,source_vs_source,identity_sanity,cases/PERF/PERF_0017/sql/source.sql,runs/user/common_core_pg_noop_db_checker/candidate_sql/PERF_0017__postgres.sql,schemas/tpch_perf0017_v0/postgres/ddl.sql,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/sqlsolver_inputs/PERF_0017/source.sql,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/sqlsolver_inputs/PERF_0017/source.sql,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/sqlsolver_inputs/PERF_0017/schema.sql,sqlsolver,jar_cli,EQ,equivalent,completed,1060.1447320077568,30,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/row_outputs/PERF_0017/results/sqlsolver_pg_noop_all_exact_identity_guard_pass_v0_perf_0017/verifier/tools/sqlsolver/perf_0017__postgres__sqlglot_noop__source_vs_source__sqlsolver/raw_stdout.txt,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/row_outputs/PERF_0017/results/sqlsolver_pg_noop_all_exact_identity_guard_pass_v0_perf_0017/verifier/tools/sqlsolver/perf_0017__postgres__sqlglot_noop__source_vs_source__sqlsolver/raw_stderr.txt,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/row_outputs/PERF_0017/results/sqlsolver_pg_noop_all_exact_identity_guard_pass_v0_perf_0017/verifier/tools/sqlsolver/perf_0017__postgres__sqlglot_noop__source_vs_source__sqlsolver/sqlsolver_output.txt,false,true,false,false
PERF_0017,PERF,postgres,sqlglot_noop,noop,track_a_same_engine:PERF_0017:postgres,perf_0017__postgres__sqlglot_noop__candidate_vs_candidate__sqlsolver,source_vs_candidate,candidate_vs_candidate,identity_sanity,cases/PERF/PERF_0017/sql/source.sql,runs/user/common_core_pg_noop_db_checker/candidate_sql/PERF_0017__postgres.sql,schemas/tpch_perf0017_v0/postgres/ddl.sql,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/sqlsolver_inputs/PERF_0017/candidate.sql,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/sqlsolver_inputs/PERF_0017/candidate.sql,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/sqlsolver_inputs/PERF_0017/schema.sql,sqlsolver,jar_cli,EQ,equivalent,completed,1093.118644086644,30,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/row_outputs/PERF_0017/results/sqlsolver_pg_noop_all_exact_identity_guard_pass_v0_perf_0017/verifier/tools/sqlsolver/perf_0017__postgres__sqlglot_noop__candidate_vs_candidate__sqlsolver/raw_stdout.txt,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/row_outputs/PERF_0017/results/sqlsolver_pg_noop_all_exact_identity_guard_pass_v0_perf_0017/verifier/tools/sqlsolver/perf_0017__postgres__sqlglot_noop__candidate_vs_candidate__sqlsolver/raw_stderr.txt,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/row_outputs/PERF_0017/results/sqlsolver_pg_noop_all_exact_identity_guard_pass_v0_perf_0017/verifier/tools/sqlsolver/perf_0017__postgres__sqlglot_noop__candidate_vs_candidate__sqlsolver/sqlsolver_output.txt,false,true,false,false
PERF_0017,PERF,postgres,sqlglot_noop,noop,track_a_same_engine:PERF_0017:postgres,perf_0017__postgres__sqlglot_noop__source_vs_candidate__sqlsolver,source_vs_candidate,source_vs_candidate,method_candidate_verification,cases/PERF/PERF_0017/sql/source.sql,runs/user/common_core_pg_noop_db_checker/candidate_sql/PERF_0017__postgres.sql,schemas/tpch_perf0017_v0/postgres/ddl.sql,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/sqlsolver_inputs/PERF_0017/source.sql,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/sqlsolver_inputs/PERF_0017/candidate.sql,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/sqlsolver_inputs/PERF_0017/schema.sql,sqlsolver,jar_cli,EQ,equivalent,completed,1088.0931389983743,30,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/row_outputs/PERF_0017/results/sqlsolver_pg_noop_all_exact_identity_guard_pass_v0_perf_0017/verifier/tools/sqlsolver/perf_0017__postgres__sqlglot_noop__source_vs_candidate__sqlsolver/raw_stdout.txt,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/row_outputs/PERF_0017/results/sqlsolver_pg_noop_all_exact_identity_guard_pass_v0_perf_0017/verifier/tools/sqlsolver/perf_0017__postgres__sqlglot_noop__source_vs_candidate__sqlsolver/raw_stderr.txt,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/row_outputs/PERF_0017/results/sqlsolver_pg_noop_all_exact_identity_guard_pass_v0_perf_0017/verifier/tools/sqlsolver/perf_0017__postgres__sqlglot_noop__source_vs_candidate__sqlsolver/sqlsolver_output.txt,false,true,false,false
PERF_0019,PERF,postgres,sqlglot_noop,noop,track_a_same_engine:PERF_0019:postgres,perf_0019__postgres__sqlglot_noop__source_vs_source__sqlsolver,source_vs_candidate,source_vs_source,identity_sanity,cases/PERF/PERF_0019/sql/source.sql,runs/user/common_core_pg_noop_db_checker/candidate_sql/PERF_0019__postgres.sql,schemas/tpch_perf0019_v0/postgres/ddl.sql,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/sqlsolver_inputs/PERF_0019/source.sql,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/sqlsolver_inputs/PERF_0019/source.sql,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/sqlsolver_inputs/PERF_0019/schema.sql,sqlsolver,jar_cli,EQ,equivalent,completed,2265.3457620181143,30,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/row_outputs/PERF_0019/results/sqlsolver_pg_noop_all_exact_identity_guard_pass_v0_perf_0019/verifier/tools/sqlsolver/perf_0019__postgres__sqlglot_noop__source_vs_source__sqlsolver/raw_stdout.txt,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/row_outputs/PERF_0019/results/sqlsolver_pg_noop_all_exact_identity_guard_pass_v0_perf_0019/verifier/tools/sqlsolver/perf_0019__postgres__sqlglot_noop__source_vs_source__sqlsolver/raw_stderr.txt,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/row_outputs/PERF_0019/results/sqlsolver_pg_noop_all_exact_identity_guard_pass_v0_perf_0019/verifier/tools/sqlsolver/perf_0019__postgres__sqlglot_noop__source_vs_source__sqlsolver/sqlsolver_output.txt,false,true,false,false
PERF_0019,PERF,postgres,sqlglot_noop,noop,track_a_same_engine:PERF_0019:postgres,perf_0019__postgres__sqlglot_noop__candidate_vs_candidate__sqlsolver,source_vs_candidate,candidate_vs_candidate,identity_sanity,cases/PERF/PERF_0019/sql/source.sql,runs/user/common_core_pg_noop_db_checker/candidate_sql/PERF_0019__postgres.sql,schemas/tpch_perf0019_v0/postgres/ddl.sql,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/sqlsolver_inputs/PERF_0019/candidate.sql,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/sqlsolver_inputs/PERF_0019/candidate.sql,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/sqlsolver_inputs/PERF_0019/schema.sql,sqlsolver,jar_cli,EQ,equivalent,completed,2110.5163110187277,30,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/row_outputs/PERF_0019/results/sqlsolver_pg_noop_all_exact_identity_guard_pass_v0_perf_0019/verifier/tools/sqlsolver/perf_0019__postgres__sqlglot_noop__candidate_vs_candidate__sqlsolver/raw_stdout.txt,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/row_outputs/PERF_0019/results/sqlsolver_pg_noop_all_exact_identity_guard_pass_v0_perf_0019/verifier/tools/sqlsolver/perf_0019__postgres__sqlglot_noop__candidate_vs_candidate__sqlsolver/raw_stderr.txt,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/row_outputs/PERF_0019/results/sqlsolver_pg_noop_all_exact_identity_guard_pass_v0_perf_0019/verifier/tools/sqlsolver/perf_0019__postgres__sqlglot_noop__candidate_vs_candidate__sqlsolver/sqlsolver_output.txt,false,true,false,false
PERF_0019,PERF,postgres,sqlglot_noop,noop,track_a_same_engine:PERF_0019:postgres,perf_0019__postgres__sqlglot_noop__source_vs_candidate__sqlsolver,source_vs_candidate,source_vs_candidate,method_candidate_verification,cases/PERF/PERF_0019/sql/source.sql,runs/user/common_core_pg_noop_db_checker/candidate_sql/PERF_0019__postgres.sql,schemas/tpch_perf0019_v0/postgres/ddl.sql,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/sqlsolver_inputs/PERF_0019/source.sql,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/sqlsolver_inputs/PERF_0019/candidate.sql,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/sqlsolver_inputs/PERF_0019/schema.sql,sqlsolver,jar_cli,EQ,equivalent,completed,2161.8614599574357,30,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/row_outputs/PERF_0019/results/sqlsolver_pg_noop_all_exact_identity_guard_pass_v0_perf_0019/verifier/tools/sqlsolver/perf_0019__postgres__sqlglot_noop__source_vs_candidate__sqlsolver/raw_stdout.txt,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/row_outputs/PERF_0019/results/sqlsolver_pg_noop_all_exact_identity_guard_pass_v0_perf_0019/verifier/tools/sqlsolver/perf_0019__postgres__sqlglot_noop__source_vs_candidate__sqlsolver/raw_stderr.txt,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/row_outputs/PERF_0019/results/sqlsolver_pg_noop_all_exact_identity_guard_pass_v0_perf_0019/verifier/tools/sqlsolver/perf_0019__postgres__sqlglot_noop__source_vs_candidate__sqlsolver/sqlsolver_output.txt,false,true,false,false
PERF_0024,PERF,postgres,sqlglot_noop,noop,track_a_same_engine:PERF_0024:postgres,perf_0024__postgres__sqlglot_noop__source_vs_source__sqlsolver,source_vs_candidate,source_vs_source,identity_sanity,cases/PERF/PERF_0024/sql/source.sql,runs/user/common_core_pg_noop_db_checker/candidate_sql/PERF_0024__postgres.sql,schemas/tpch_perf0024_v0/postgres/ddl.sql,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/sqlsolver_inputs/PERF_0024/source.sql,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/sqlsolver_inputs/PERF_0024/source.sql,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/sqlsolver_inputs/PERF_0024/schema.sql,sqlsolver,jar_cli,EQ,equivalent,completed,1075.641933013685,30,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/row_outputs/PERF_0024/results/sqlsolver_pg_noop_all_exact_identity_guard_pass_v0_perf_0024/verifier/tools/sqlsolver/perf_0024__postgres__sqlglot_noop__source_vs_source__sqlsolver/raw_stdout.txt,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/row_outputs/PERF_0024/results/sqlsolver_pg_noop_all_exact_identity_guard_pass_v0_perf_0024/verifier/tools/sqlsolver/perf_0024__postgres__sqlglot_noop__source_vs_source__sqlsolver/raw_stderr.txt,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/row_outputs/PERF_0024/results/sqlsolver_pg_noop_all_exact_identity_guard_pass_v0_perf_0024/verifier/tools/sqlsolver/perf_0024__postgres__sqlglot_noop__source_vs_source__sqlsolver/sqlsolver_output.txt,false,true,false,false
PERF_0024,PERF,postgres,sqlglot_noop,noop,track_a_same_engine:PERF_0024:postgres,perf_0024__postgres__sqlglot_noop__candidate_vs_candidate__sqlsolver,source_vs_candidate,candidate_vs_candidate,identity_sanity,cases/PERF/PERF_0024/sql/source.sql,runs/user/common_core_pg_noop_db_checker/candidate_sql/PERF_0024__postgres.sql,schemas/tpch_perf0024_v0/postgres/ddl.sql,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/sqlsolver_inputs/PERF_0024/candidate.sql,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/sqlsolver_inputs/PERF_0024/candidate.sql,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/sqlsolver_inputs/PERF_0024/schema.sql,sqlsolver,jar_cli,EQ,equivalent,completed,1113.6393169872463,30,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/row_outputs/PERF_0024/results/sqlsolver_pg_noop_all_exact_identity_guard_pass_v0_perf_0024/verifier/tools/sqlsolver/perf_0024__postgres__sqlglot_noop__candidate_vs_candidate__sqlsolver/raw_stdout.txt,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/row_outputs/PERF_0024/results/sqlsolver_pg_noop_all_exact_identity_guard_pass_v0_perf_0024/verifier/tools/sqlsolver/perf_0024__postgres__sqlglot_noop__candidate_vs_candidate__sqlsolver/raw_stderr.txt,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/row_outputs/PERF_0024/results/sqlsolver_pg_noop_all_exact_identity_guard_pass_v0_perf_0024/verifier/tools/sqlsolver/perf_0024__postgres__sqlglot_noop__candidate_vs_candidate__sqlsolver/sqlsolver_output.txt,false,true,false,false
PERF_0024,PERF,postgres,sqlglot_noop,noop,track_a_same_engine:PERF_0024:postgres,perf_0024__postgres__sqlglot_noop__source_vs_candidate__sqlsolver,source_vs_candidate,source_vs_candidate,method_candidate_verification,cases/PERF/PERF_0024/sql/source.sql,runs/user/common_core_pg_noop_db_checker/candidate_sql/PERF_0024__postgres.sql,schemas/tpch_perf0024_v0/postgres/ddl.sql,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/sqlsolver_inputs/PERF_0024/source.sql,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/sqlsolver_inputs/PERF_0024/candidate.sql,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/sqlsolver_inputs/PERF_0024/schema.sql,sqlsolver,jar_cli,EQ,equivalent,completed,1051.4058039989322,30,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/row_outputs/PERF_0024/results/sqlsolver_pg_noop_all_exact_identity_guard_pass_v0_perf_0024/verifier/tools/sqlsolver/perf_0024__postgres__sqlglot_noop__source_vs_candidate__sqlsolver/raw_stdout.txt,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/row_outputs/PERF_0024/results/sqlsolver_pg_noop_all_exact_identity_guard_pass_v0_perf_0024/verifier/tools/sqlsolver/perf_0024__postgres__sqlglot_noop__source_vs_candidate__sqlsolver/raw_stderr.txt,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/row_outputs/PERF_0024/results/sqlsolver_pg_noop_all_exact_identity_guard_pass_v0_perf_0024/verifier/tools/sqlsolver/perf_0024__postgres__sqlglot_noop__source_vs_candidate__sqlsolver/sqlsolver_output.txt,false,true,false,false
PERF_0033,PERF,postgres,sqlglot_noop,noop,track_a_same_engine:PERF_0033:postgres,perf_0033__postgres__sqlglot_noop__source_vs_source__sqlsolver,source_vs_candidate,source_vs_source,identity_sanity,cases/PERF/PERF_0033/sql/source.sql,runs/user/common_core_pg_noop_db_checker/candidate_sql/PERF_0033__postgres.sql,schemas/tpcds_perf0033_v0/postgres/ddl.sql,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/sqlsolver_inputs/PERF_0033/source.sql,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/sqlsolver_inputs/PERF_0033/source.sql,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/sqlsolver_inputs/PERF_0033/schema.sql,sqlsolver,jar_cli,EQ,equivalent,completed,971.8515609856695,30,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/row_outputs/PERF_0033/results/sqlsolver_pg_noop_all_exact_identity_guard_pass_v0_perf_0033/verifier/tools/sqlsolver/perf_0033__postgres__sqlglot_noop__source_vs_source__sqlsolver/raw_stdout.txt,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/row_outputs/PERF_0033/results/sqlsolver_pg_noop_all_exact_identity_guard_pass_v0_perf_0033/verifier/tools/sqlsolver/perf_0033__postgres__sqlglot_noop__source_vs_source__sqlsolver/raw_stderr.txt,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/row_outputs/PERF_0033/results/sqlsolver_pg_noop_all_exact_identity_guard_pass_v0_perf_0033/verifier/tools/sqlsolver/perf_0033__postgres__sqlglot_noop__source_vs_source__sqlsolver/sqlsolver_output.txt,false,true,false,false
PERF_0033,PERF,postgres,sqlglot_noop,noop,track_a_same_engine:PERF_0033:postgres,perf_0033__postgres__sqlglot_noop__candidate_vs_candidate__sqlsolver,source_vs_candidate,candidate_vs_candidate,identity_sanity,cases/PERF/PERF_0033/sql/source.sql,runs/user/common_core_pg_noop_db_checker/candidate_sql/PERF_0033__postgres.sql,schemas/tpcds_perf0033_v0/postgres/ddl.sql,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/sqlsolver_inputs/PERF_0033/candidate.sql,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/sqlsolver_inputs/PERF_0033/candidate.sql,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/sqlsolver_inputs/PERF_0033/schema.sql,sqlsolver,jar_cli,EQ,equivalent,completed,954.7851040260866,30,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/row_outputs/PERF_0033/results/sqlsolver_pg_noop_all_exact_identity_guard_pass_v0_perf_0033/verifier/tools/sqlsolver/perf_0033__postgres__sqlglot_noop__candidate_vs_candidate__sqlsolver/raw_stdout.txt,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/row_outputs/PERF_0033/results/sqlsolver_pg_noop_all_exact_identity_guard_pass_v0_perf_0033/verifier/tools/sqlsolver/perf_0033__postgres__sqlglot_noop__candidate_vs_candidate__sqlsolver/raw_stderr.txt,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/row_outputs/PERF_0033/results/sqlsolver_pg_noop_all_exact_identity_guard_pass_v0_perf_0033/verifier/tools/sqlsolver/perf_0033__postgres__sqlglot_noop__candidate_vs_candidate__sqlsolver/sqlsolver_output.txt,false,true,false,false
PERF_0033,PERF,postgres,sqlglot_noop,noop,track_a_same_engine:PERF_0033:postgres,perf_0033__postgres__sqlglot_noop__source_vs_candidate__sqlsolver,source_vs_candidate,source_vs_candidate,method_candidate_verification,cases/PERF/PERF_0033/sql/source.sql,runs/user/common_core_pg_noop_db_checker/candidate_sql/PERF_0033__postgres.sql,schemas/tpcds_perf0033_v0/postgres/ddl.sql,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/sqlsolver_inputs/PERF_0033/source.sql,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/sqlsolver_inputs/PERF_0033/candidate.sql,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/sqlsolver_inputs/PERF_0033/schema.sql,sqlsolver,jar_cli,EQ,equivalent,completed,958.1254500662908,30,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/row_outputs/PERF_0033/results/sqlsolver_pg_noop_all_exact_identity_guard_pass_v0_perf_0033/verifier/tools/sqlsolver/perf_0033__postgres__sqlglot_noop__source_vs_candidate__sqlsolver/raw_stdout.txt,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/row_outputs/PERF_0033/results/sqlsolver_pg_noop_all_exact_identity_guard_pass_v0_perf_0033/verifier/tools/sqlsolver/perf_0033__postgres__sqlglot_noop__source_vs_candidate__sqlsolver/raw_stderr.txt,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/row_outputs/PERF_0033/results/sqlsolver_pg_noop_all_exact_identity_guard_pass_v0_perf_0033/verifier/tools/sqlsolver/perf_0033__postgres__sqlglot_noop__source_vs_candidate__sqlsolver/sqlsolver_output.txt,false,true,false,false
PERF_0034,PERF,postgres,sqlglot_noop,noop,track_a_same_engine:PERF_0034:postgres,perf_0034__postgres__sqlglot_noop__source_vs_source__sqlsolver,source_vs_candidate,source_vs_source,identity_sanity,cases/PERF/PERF_0034/sql/source.sql,runs/user/common_core_pg_noop_db_checker/candidate_sql/PERF_0034__postgres.sql,schemas/tpcds_perf0034_v0/postgres/ddl.sql,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/sqlsolver_inputs/PERF_0034/source.sql,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/sqlsolver_inputs/PERF_0034/source.sql,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/sqlsolver_inputs/PERF_0034/schema.sql,sqlsolver,jar_cli,,timeout,timeout,30054.481111001223,30,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/row_outputs/PERF_0034/results/sqlsolver_pg_noop_all_exact_identity_guard_pass_v0_perf_0034/verifier/tools/sqlsolver/perf_0034__postgres__sqlglot_noop__source_vs_source__sqlsolver/raw_stdout.txt,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/row_outputs/PERF_0034/results/sqlsolver_pg_noop_all_exact_identity_guard_pass_v0_perf_0034/verifier/tools/sqlsolver/perf_0034__postgres__sqlglot_noop__source_vs_source__sqlsolver/raw_stderr.txt,/tmp/sqlrb_sqlsolver_pg_noop_all_exact_identity_guard_pass_v0/row_outputs/PERF_0034/results/sqlsolver_pg_noop_all_exact_identity_guard_pass_v0_perf_0034/verifier/tools/sqlsolver/perf_0034__postgres__sqlglot_noop__source_vs_source__sqlsolver/sqlsolver_output.txt,false,true,false,false
