metric_name,rewrite_method,pool,engine,planned_denominator_rows,authorized_input_rows,numerator_observed_rows,numerator_inferred_rows,numerator_total_dry_run_rows,not_authorized_or_unresolved_rows,normalized_unknown_rows,inference_used_rows,dry_run_value,dry_run_value_is_official,paper_result,audit_only,notes
Generation Rate,direct_llm_repair_1,LONGTAIL,spark,6,0,0,0,0,6,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Generation Rate,sqlglot_optimize,PERF,postgres,16,0,0,0,0,16,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Generation Rate,sqlglot_optimize,PERF,mysql,16,0,0,0,0,16,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Generation Rate,sqlglot_optimize,PERF,spark,16,0,0,0,0,16,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Generation Rate,sqlglot_optimize,CONS,postgres,9,0,0,0,0,9,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Generation Rate,sqlglot_optimize,CONS,mysql,9,0,0,0,0,9,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Generation Rate,sqlglot_optimize,CONS,spark,9,0,0,0,0,9,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Generation Rate,sqlglot_optimize,PORT,postgres,9,0,0,0,0,9,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Generation Rate,sqlglot_optimize,PORT,mysql,9,0,0,0,0,9,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Generation Rate,sqlglot_optimize,PORT,spark,9,0,0,0,0,9,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Generation Rate,sqlglot_optimize,LONGTAIL,postgres,6,0,0,0,0,6,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Generation Rate,sqlglot_optimize,LONGTAIL,mysql,6,0,0,0,0,6,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Generation Rate,sqlglot_optimize,LONGTAIL,spark,6,0,0,0,0,6,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Generation Rate,sqlglot_noop,PERF,postgres,16,0,0,0,0,16,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Generation Rate,sqlglot_noop,PERF,mysql,16,0,0,0,0,16,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Generation Rate,sqlglot_noop,PERF,spark,16,0,0,0,0,16,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Generation Rate,sqlglot_noop,CONS,postgres,9,0,0,0,0,9,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Generation Rate,sqlglot_noop,CONS,mysql,9,0,0,0,0,9,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Generation Rate,sqlglot_noop,CONS,spark,9,0,0,0,0,9,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Generation Rate,sqlglot_noop,PORT,postgres,9,0,0,0,0,9,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Generation Rate,sqlglot_noop,PORT,mysql,9,0,0,0,0,9,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Generation Rate,sqlglot_noop,PORT,spark,9,0,0,0,0,9,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Generation Rate,sqlglot_noop,LONGTAIL,postgres,6,0,0,0,0,6,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Generation Rate,sqlglot_noop,LONGTAIL,mysql,6,0,0,0,0,6,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Generation Rate,sqlglot_noop,LONGTAIL,spark,6,0,0,0,0,6,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Generation Rate,calcite_hep_fail_closed,PERF,postgres,16,0,0,0,0,16,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Generation Rate,calcite_hep_fail_closed,PERF,mysql,16,2,0,0,0,14,2,0,unknown_status_caveat,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Generation Rate,calcite_hep_fail_closed,PERF,spark,16,1,0,0,0,15,1,0,unknown_status_caveat,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Generation Rate,calcite_hep_fail_closed,CONS,postgres,9,0,0,0,0,9,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Generation Rate,calcite_hep_fail_closed,CONS,mysql,9,0,0,0,0,9,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Generation Rate,calcite_hep_fail_closed,CONS,spark,9,0,0,0,0,9,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Generation Rate,calcite_hep_fail_closed,PORT,postgres,9,9,0,0,0,0,9,0,unknown_status_caveat,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Generation Rate,calcite_hep_fail_closed,PORT,mysql,9,8,0,0,0,1,8,0,unknown_status_caveat,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Generation Rate,calcite_hep_fail_closed,PORT,spark,9,8,0,0,0,1,8,0,unknown_status_caveat,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Generation Rate,calcite_hep_fail_closed,LONGTAIL,postgres,6,0,0,0,0,6,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Generation Rate,calcite_hep_fail_closed,LONGTAIL,mysql,6,1,0,0,0,5,1,0,unknown_status_caveat,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Generation Rate,calcite_hep_fail_closed,LONGTAIL,spark,6,0,0,0,0,6,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Execution Coverage Rate,direct_llm_original,PERF,postgres,16,15,0,0,0,1,15,0,unknown_status_caveat,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Execution Coverage Rate,direct_llm_original,PERF,mysql,16,16,0,0,0,0,16,0,unknown_status_caveat,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Execution Coverage Rate,direct_llm_original,PERF,spark,16,14,0,0,0,2,14,0,unknown_status_caveat,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Execution Coverage Rate,direct_llm_original,CONS,postgres,9,8,0,0,0,1,8,0,unknown_status_caveat,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Execution Coverage Rate,direct_llm_original,CONS,mysql,9,8,0,0,0,1,8,0,unknown_status_caveat,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Execution Coverage Rate,direct_llm_original,CONS,spark,9,8,0,0,0,1,8,0,unknown_status_caveat,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Execution Coverage Rate,direct_llm_original,PORT,postgres,9,4,0,0,0,5,4,0,unknown_status_caveat,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Execution Coverage Rate,direct_llm_original,PORT,mysql,9,4,0,0,0,5,4,0,unknown_status_caveat,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Execution Coverage Rate,direct_llm_original,PORT,spark,9,1,0,0,0,8,1,0,unknown_status_caveat,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Execution Coverage Rate,direct_llm_original,LONGTAIL,postgres,6,5,0,0,0,1,5,0,unknown_status_caveat,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Execution Coverage Rate,direct_llm_original,LONGTAIL,mysql,6,6,0,0,0,0,6,0,unknown_status_caveat,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Execution Coverage Rate,direct_llm_original,LONGTAIL,spark,6,5,0,0,0,1,5,0,unknown_status_caveat,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Execution Coverage Rate,direct_llm_repair_1,PERF,postgres,16,1,0,0,0,15,1,0,unknown_status_caveat,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Execution Coverage Rate,direct_llm_repair_1,PERF,mysql,16,0,0,0,0,16,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Execution Coverage Rate,direct_llm_repair_1,PERF,spark,16,0,0,0,0,16,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Execution Coverage Rate,direct_llm_repair_1,CONS,postgres,9,0,0,0,0,9,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Execution Coverage Rate,direct_llm_repair_1,CONS,mysql,9,0,0,0,0,9,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Execution Coverage Rate,direct_llm_repair_1,CONS,spark,9,0,0,0,0,9,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Execution Coverage Rate,direct_llm_repair_1,PORT,postgres,9,1,0,0,0,8,1,0,unknown_status_caveat,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Execution Coverage Rate,direct_llm_repair_1,PORT,mysql,9,2,0,0,0,7,2,0,unknown_status_caveat,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Execution Coverage Rate,direct_llm_repair_1,PORT,spark,9,2,0,0,0,7,2,0,unknown_status_caveat,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Execution Coverage Rate,direct_llm_repair_1,LONGTAIL,postgres,6,1,0,0,0,5,1,0,unknown_status_caveat,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Execution Coverage Rate,direct_llm_repair_1,LONGTAIL,mysql,6,0,0,0,0,6,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Execution Coverage Rate,direct_llm_repair_1,LONGTAIL,spark,6,0,0,0,0,6,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Execution Coverage Rate,sqlglot_optimize,PERF,postgres,16,0,0,0,0,16,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Execution Coverage Rate,sqlglot_optimize,PERF,mysql,16,0,0,0,0,16,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Execution Coverage Rate,sqlglot_optimize,PERF,spark,16,0,0,0,0,16,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Execution Coverage Rate,sqlglot_optimize,CONS,postgres,9,0,0,0,0,9,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Execution Coverage Rate,sqlglot_optimize,CONS,mysql,9,0,0,0,0,9,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Execution Coverage Rate,sqlglot_optimize,CONS,spark,9,0,0,0,0,9,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Execution Coverage Rate,sqlglot_optimize,PORT,postgres,9,0,0,0,0,9,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Execution Coverage Rate,sqlglot_optimize,PORT,mysql,9,0,0,0,0,9,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Execution Coverage Rate,sqlglot_optimize,PORT,spark,9,0,0,0,0,9,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Execution Coverage Rate,sqlglot_optimize,LONGTAIL,postgres,6,0,0,0,0,6,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Execution Coverage Rate,sqlglot_optimize,LONGTAIL,mysql,6,0,0,0,0,6,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Execution Coverage Rate,sqlglot_optimize,LONGTAIL,spark,6,0,0,0,0,6,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Execution Coverage Rate,sqlglot_noop,PERF,postgres,16,0,0,0,0,16,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Execution Coverage Rate,sqlglot_noop,PERF,mysql,16,0,0,0,0,16,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Execution Coverage Rate,sqlglot_noop,PERF,spark,16,0,0,0,0,16,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Execution Coverage Rate,sqlglot_noop,CONS,postgres,9,0,0,0,0,9,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Execution Coverage Rate,sqlglot_noop,CONS,mysql,9,0,0,0,0,9,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Execution Coverage Rate,sqlglot_noop,CONS,spark,9,0,0,0,0,9,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Execution Coverage Rate,sqlglot_noop,PORT,postgres,9,0,0,0,0,9,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Execution Coverage Rate,sqlglot_noop,PORT,mysql,9,0,0,0,0,9,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Execution Coverage Rate,sqlglot_noop,PORT,spark,9,0,0,0,0,9,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Execution Coverage Rate,sqlglot_noop,LONGTAIL,postgres,6,0,0,0,0,6,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Execution Coverage Rate,sqlglot_noop,LONGTAIL,mysql,6,0,0,0,0,6,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Execution Coverage Rate,sqlglot_noop,LONGTAIL,spark,6,0,0,0,0,6,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Execution Coverage Rate,calcite_hep_fail_closed,PERF,postgres,16,0,0,0,0,16,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Execution Coverage Rate,calcite_hep_fail_closed,PERF,mysql,16,2,1,0,1,14,1,0,unknown_status_caveat,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Execution Coverage Rate,calcite_hep_fail_closed,PERF,spark,16,1,0,0,0,15,1,0,unknown_status_caveat,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Execution Coverage Rate,calcite_hep_fail_closed,CONS,postgres,9,0,0,0,0,9,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Execution Coverage Rate,calcite_hep_fail_closed,CONS,mysql,9,0,0,0,0,9,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Execution Coverage Rate,calcite_hep_fail_closed,CONS,spark,9,0,0,0,0,9,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Execution Coverage Rate,calcite_hep_fail_closed,PORT,postgres,9,9,0,0,0,0,9,0,unknown_status_caveat,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Execution Coverage Rate,calcite_hep_fail_closed,PORT,mysql,9,8,0,0,0,1,8,0,unknown_status_caveat,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Execution Coverage Rate,calcite_hep_fail_closed,PORT,spark,9,8,0,0,0,1,8,0,unknown_status_caveat,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Execution Coverage Rate,calcite_hep_fail_closed,LONGTAIL,postgres,6,0,0,0,0,6,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Execution Coverage Rate,calcite_hep_fail_closed,LONGTAIL,mysql,6,1,1,0,1,5,0,0,0.166667,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Execution Coverage Rate,calcite_hep_fail_closed,LONGTAIL,spark,6,0,0,0,0,6,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Result Consistency Rate,direct_llm_original,PERF,postgres,16,15,0,0,0,1,15,0,unknown_status_caveat,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Result Consistency Rate,direct_llm_original,PERF,mysql,16,16,0,0,0,0,16,0,unknown_status_caveat,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Result Consistency Rate,direct_llm_original,PERF,spark,16,14,0,0,0,2,14,0,unknown_status_caveat,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Result Consistency Rate,direct_llm_original,CONS,postgres,9,8,0,0,0,1,8,0,unknown_status_caveat,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Result Consistency Rate,direct_llm_original,CONS,mysql,9,8,0,0,0,1,8,0,unknown_status_caveat,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Result Consistency Rate,direct_llm_original,CONS,spark,9,8,0,0,0,1,8,0,unknown_status_caveat,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Result Consistency Rate,direct_llm_original,PORT,postgres,9,4,0,0,0,5,4,0,unknown_status_caveat,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Result Consistency Rate,direct_llm_original,PORT,mysql,9,4,0,0,0,5,4,0,unknown_status_caveat,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Result Consistency Rate,direct_llm_original,PORT,spark,9,1,0,0,0,8,1,0,unknown_status_caveat,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Result Consistency Rate,direct_llm_original,LONGTAIL,postgres,6,5,0,0,0,1,5,0,unknown_status_caveat,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Result Consistency Rate,direct_llm_original,LONGTAIL,mysql,6,6,0,0,0,0,6,0,unknown_status_caveat,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Result Consistency Rate,direct_llm_original,LONGTAIL,spark,6,5,0,0,0,1,5,0,unknown_status_caveat,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Result Consistency Rate,direct_llm_repair_1,PERF,postgres,16,1,0,0,0,15,1,0,unknown_status_caveat,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Result Consistency Rate,direct_llm_repair_1,PERF,mysql,16,0,0,0,0,16,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Result Consistency Rate,direct_llm_repair_1,PERF,spark,16,0,0,0,0,16,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Result Consistency Rate,direct_llm_repair_1,CONS,postgres,9,0,0,0,0,9,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Result Consistency Rate,direct_llm_repair_1,CONS,mysql,9,0,0,0,0,9,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Result Consistency Rate,direct_llm_repair_1,CONS,spark,9,0,0,0,0,9,0,0,no_authorized_input,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
Result Consistency Rate,direct_llm_repair_1,PORT,postgres,9,1,0,0,0,8,1,0,unknown_status_caveat,false,false,true,"audit-only v2 dry run; generation may include R1 inferred_generated, execution/exact remain source-observed only"
